,nearest_grassland
280,1055.4559769436369
281,412.0626640826851
282,2055.5033856922237
283,1449.54043024986
284,976.5800333569247
285,2244.558946253938
286,2131.625006354392
287,1811.3873885891528
288,1843.2847705275321
289,705.1029088763773
290,2236.86852890793
291,2316.6864884106994
292,3003.6633932866257
293,944.7560279022512
294,687.8043334147834
295,2757.295485965017
296,3316.9536366286675
297,3879.489506848057
298,2089.5625947148883
299,2198.76775706994
300,1784.7514361627434
301,1678.1114650258503
302,2052.53052467604
303,2374.876626597163
304,3073.785302580493
305,2695.458023205739
306,2427.0289392619525
307,4515.387087405573
308,3284.385988244668
309,1364.7304272539416
310,3073.9960829721667
311,4441.289475919225
312,2647.0060297845753
313,1601.0102290430277
314,1151.3595947753793
315,2880.346397476709
316,699.484846092783
317,2247.5956005241483
318,1020.4257121947617
319,2893.0465752059267
320,1154.4741251642633
321,2724.7327079164274
322,2233.675973118728
323,2713.5521693915025
324,3347.712519610578
325,5220.907666737954
326,2607.294158943752
327,1991.9452017388883
328,1034.5206970231193
329,4214.246008577128
330,1361.8385165370544
331,3541.8507847960723
332,3841.029647870253
333,1749.3977608823589
334,2005.54811627089
335,2663.8158402179747
336,450.36526426973717
337,5152.881059261824
338,2135.6118320569
339,4067.13573775079
340,1604.0952834890568
341,1431.2735296444805
342,1151.4634800396843
343,2414.3389522377893
344,658.1285968739991
345,3139.4647213047992
346,1104.3740980574657
347,2309.7784870758132
348,2909.3894165020647
349,1192.3810965829132
350,1787.3122145239408
351,2083.1576983996206
352,3109.199268157814
353,2934.2537216420724
354,1449.54043024986
355,1342.6163986085776
356,2002.3658148124666
357,3021.545476397035
358,1092.1259187461885
359,3738.387935996916
360,977.1378129467865
361,5524.156424389349
362,5524.156424389349
363,2070.9979246944004
364,3026.0825518644306
365,1464.0185350689985
366,1841.7489070829306
367,857.3059507494884
368,4440.220576643723
369,718.0345494563225
370,1407.2679420771483
371,618.0642258561248
372,2073.078876200426
373,793.1235049266371
374,2560.143306334429
375,887.7346795109938
376,2089.9118153809445
377,2485.7243629708096
378,3159.175233740675
379,1888.1499560829043
380,894.4964674473794
381,2104.947385027478
382,3204.9943238049113
383,1630.2087865115486
384,2335.687183717908
385,899.9893696112462
386,2339.410069717389
387,2966.737488483477
388,1185.476410792864
389,828.5584558039208
390,4715.830304277558
391,359.37568500793634
392,3021.5007650428092
393,3058.910524122179
394,2154.4674619766015
395,2079.820442059753
396,3846.7354694640962
397,709.1510622157655
398,4564.570311459606
399,2318.1363503283947
400,3165.6162197630215
401,1121.242851029821
402,3446.936712458799
403,1065.0388317787656
404,390.37067710352744
405,2647.1077568781316
406,950.5704587930801
407,1397.6081589666696
408,1431.0900818374334
409,1620.8622543669478
410,545.4724778633182
411,2743.3427408580883
412,1282.9956616110996
413,2099.2426149693697
414,2472.3499880901086
415,1639.230823654216
416,1666.2876872453066
417,2799.204653779997
418,3764.0152523212523
419,1414.0993329694734
420,581.0002317424119
421,2642.7511405851096
422,1008.5411684990902
423,2004.7255447955395
424,3206.168148718355
425,1173.9446311759848
426,2707.7576508465677
427,359.1390014256912
428,1248.756844368413
429,1652.3551728779448
430,2486.0513326841597
431,1069.426178763921
432,1954.8278573607365
433,2208.6505890514522
434,1914.4750206840329
435,1211.8390893615692
436,1987.0434775319172
437,1024.0077867763735
438,1583.9828554447267
439,506.1052469640245
440,4132.971771529488
441,2213.8564235130375
442,1495.3563067093487
443,3014.439223221913
444,2871.3508306173044
445,2941.195705264952
446,116.12890415503605
447,2535.998159845858
448,2298.749435601397
449,4550.210056097537
450,2765.7044136354775
451,775.7394994756096
452,1888.3925464619685
453,1392.5202740422583
454,2167.8663993739956
455,2309.1754111658547
456,2303.766297539467
457,1147.2000340435707
458,292.04152076135233
459,1041.7150497860205
460,2362.5804461493235
461,3214.7726724969766
462,3179.0190624322536
463,948.9753758736289
464,829.7247800683474
465,3527.86314085835
466,829.7247800683474
467,5208.0731670268415
468,856.5461308802323
469,3373.6395199124677
470,1844.05608343883
471,856.5461308802323
472,1631.2308389463067
473,4037.875113233633
474,999.7993195409226
475,2046.156598631175
476,1233.676375859365
477,1561.1903505123846
478,1585.1141865513341
479,1055.3730718318288
480,3031.7266147502255
481,4068.856625046797
482,1694.9678477526784
483,1448.9084259136803
484,2043.938154441627
485,3098.1313694437317
486,1012.2453400311919
487,267.74024373147
488,2506.455803067605
489,1887.6114574278295
490,777.805987689945
491,897.7314041344245
492,1142.4094437491294
493,1483.382678162558
494,2803.0262267096027
495,1629.255873075309
496,4244.33159560754
497,3124.3289020521884
498,2095.6387804772435
499,1495.0147864378878
500,1698.0571487352315
501,1821.3316967093942
502,1551.2178721096784
503,1875.2214094349179
504,4398.772351038672
505,2060.1601235384783
506,1496.6476766138258
507,1531.0636857555105
508,2137.171971198642
509,2517.1487084540977
510,2150.422279431911
511,1761.9429503656488
512,1640.8283310203549
513,2581.9746406668023
514,2499.7758960763813
515,2133.6554770229623
516,1291.635747579782
517,1522.0585953806897
518,4745.914895654493
519,4046.257697946845
520,1803.5368818324362
521,2550.946991233508
522,2213.5960981856133
523,376.0980243922657
524,1177.7149632051132
525,2299.498181673218
526,1996.473671530459
527,760.597527955902
528,3776.4419619676733
529,863.2545271016717
530,2665.6658907044057
531,2217.1188494715475
532,2191.384218761918
533,2076.454418478404
534,1468.3014390307333
535,2348.003223739885
536,1897.6101623077454
537,3981.521729130956
538,1198.1465644382204
539,810.7773797012736
540,3134.7251110784473
541,1597.9621771324285
542,2230.941809443221
543,1295.671904057188
544,2967.770438235591
545,2288.549729918928
546,395.92682903282133
547,3471.9646205584113
548,1740.6037852741035
549,1962.990500404368
550,2053.707467474916
551,2856.594492167399
552,1170.0515212017174
553,1935.0441932387246
554,1586.2586089280344
555,5232.517913341246
556,2053.652553079347
557,592.3761632587585
558,448.1756293601707
559,2214.6208615912515
560,2080.4193197018767
561,2450.4094322129617
562,1504.3677339208773
563,3266.3837114100606
564,1009.0196863490165
565,1096.5295129677995
566,2360.316131404782
567,2086.7192651673686
568,2086.7192651673686
569,2662.0197338148455
570,1458.3071669914318
571,1322.352383437208
572,1246.5596981263286
573,2698.170303326963
574,2253.8994097009877
575,1309.9631854438362
576,775.1815563998292
577,431.2810181851233
578,2472.70018950417
579,969.8310725206338
580,1578.0744894305242
581,2265.4521227632804
582,2048.219757917401
583,1848.2246995794073
584,1562.4887723884112
585,281.6648685446522
586,4787.863897068782
587,2053.652553079347
588,688.4708810347099
589,2253.8994097009877
590,1986.5417308366218
591,2057.8606115006046
592,1446.6271741605804
593,1999.8371267883283
594,1303.7849339510094
595,1243.6858208485803
596,1946.8405528789283
597,1963.9415034784588
598,2457.76649381229
599,559.2052689955872
600,995.6293554807454
601,4550.161782149494
602,1827.4170866289455
603,1426.9696295222373
604,3165.4093782924274
605,3198.748921769093
606,2387.8003704364364
607,2071.248042443609
608,3075.859451402376
609,3435.2337030339827
610,3830.1216135854756
611,3197.9040778329045
612,2278.000264063675
613,2920.83287670136
614,186.48098313177377
615,497.2973912820024
616,2147.039332839224
617,3267.901512593208
618,1586.2740073418354
619,424.523279038639
620,2553.0690859481733
621,1444.838030260297
622,2112.0686724479797
623,4745.914895654493
624,1816.049716001216
625,3503.9360373161653
626,2565.055090673242
627,688.4708810347099
628,388.3917502746608
629,1633.6690505793456
630,1751.6836765843148
631,1633.6690505793456
632,846.16048999761
633,3517.3442966779953
634,1211.391874422562
635,1393.1217618125934
636,3086.687429431533
637,1515.9603028673168
638,1197.8064416189707
639,1345.474186242147
640,3001.569534158184
641,2723.3022271685018
642,2340.86998783687
643,2882.458759529918
644,3768.510813091044
645,4381.596589913214
646,3709.183745596308
647,3511.8101264002617
648,1245.8603637816416
649,1437.6418658618518
650,2985.2285983852976
651,860.8484024854357
652,742.2435922786938
653,2186.115217558325
654,468.4011334585111
655,877.2526088480778
656,964.2368940408223
657,3801.0001485755265
658,3157.8283124144677
659,3595.7262632174834
660,1680.753484993936
661,909.756369796879
662,2923.786877551352
663,3026.687541510553
664,1793.1597592029934
665,4406.6477947841295
666,3299.9852717890667
667,704.2429327404554
668,2268.502776623378
669,2266.5314951238474
670,3135.6660420971757
671,1323.2334578442667
672,2426.5673952501425
673,2080.0455746798866
674,2239.4884300789013
675,490.79958747161464
676,626.8135436785543
677,3723.3188363636364
678,1270.4191374079921
679,2584.0520772181267
680,1833.3674960515668
681,1195.5578968192951
682,1141.264131945151
683,1854.8395924714207
684,416.28481414825234
685,1232.7737072381542
686,5386.010075575984
687,1525.3125971854731
688,1468.2130228861959
689,3379.7319903485186
690,2213.8979509529536
691,1126.0830270449426
692,794.0361448120027
693,1149.239917740877
694,2122.973579332848
695,914.056502453755
696,1079.4093588043497
697,3915.2639235801835
698,1031.6264835095951
699,3251.6961128014427
700,2605.1320365208594
701,1971.3895633205263
702,3423.598304115358
703,1936.388887422098
704,1310.6738498064965
705,1138.129242206358
706,2552.5562902538854
707,597.1874214169902
708,4508.10668478215
709,2562.2849718855427
710,1561.480038327425
711,1131.8992034134217
712,2585.1926305598267
713,1849.2645905568618
714,3073.7174099511753
715,3135.323431468911
716,2848.6655728807445
717,1892.0293839378605
718,2787.0797805599927
719,318.76818697298023
720,4409.321219061009
721,1867.2274601777328
722,2913.0412536063677
723,2008.703300556542
724,1493.4250439278212
725,848.6407223032428
726,3864.46684670582
727,1047.0175326785425
728,1029.0438628786337
729,296.6247055198181
730,1387.6579756609744
731,1377.399499193851
732,2360.396434133626
733,2117.5166074522863
734,3755.500561922773
735,3300.2774626694886
736,812.4787293553999
737,305.66424882848855
738,1771.2032204473855
739,595.01543030248
740,662.006663651909
741,1981.6194966715825
742,2239.3911535389043
743,3118.3525129802574
744,2209.753397992944
745,3221.1208032730488
746,834.6333859666917
747,2795.3102743448608
748,815.4647691132261
749,3173.874805277808
750,2069.4313931624365
751,1530.2047123932475
752,1689.2487726366614
753,418.79833429455
754,632.4273256029076
755,1709.5560951471302
756,2708.6045924203468
757,1737.0824841227864
758,934.9085181700971
759,742.383754056942
760,3130.812538848068
761,2563.179601647771
762,1244.1477819572742
763,1020.7265247138639
764,790.0366738506306
765,957.3174227215319
766,4651.9027831592575
767,1035.103887621296
768,1459.2371534263357
769,1118.7364562422458
770,1459.2371534263357
771,171.40055881674482
772,2400.894281949864
773,1659.9072307321842
774,2129.0546591535162
775,1806.5091968631841
776,3240.297306804585
777,1720.5929848810538
778,2306.762809569251
779,1901.5107335087807
780,3423.7351945367745
781,3894.6201257429902
782,3574.658440517
783,1443.4851779973606
784,1752.8821071932873
785,442.5512389148629
786,987.9556055430546
787,4669.833553075305
788,1098.3525540485425
789,210.50919215629455
790,1781.6074238667043
791,1282.4605027243213
792,1485.695912533715
793,1192.4695598004591
794,2473.7654431935507
795,1209.2462468675865
796,1349.0118392039046
797,4468.05860589487
798,1787.1333590307256
799,443.09589273922046
800,4414.938939135864
801,4504.671327005477
802,1236.1707060436202
803,112.27799077630817
804,2746.9939501569656
805,1236.1707060436202
806,3156.956903664665
807,2744.3763839291523
808,4603.3557318822905
809,2281.2114070204902
810,3347.1984797064833
811,356.3807611324309
812,2325.8302980572284
813,1899.4562327423405
814,1385.909684253191
815,2597.676192629001
816,2954.7900022286954
817,3220.5941850722647
818,4368.56860775335
819,1143.4950872030377
820,2474.6073585910144
821,2809.2647047502937
822,1616.2683606111887
823,2752.4939111333674
824,1567.6898076251084
825,3388.869212235771
826,3440.802503837439
827,3388.869212235771
828,3167.755012485672
829,2615.3669570619963
830,2025.8829171208467
831,2614.727620170002
832,2008.7275020980696
833,3829.554919095823
834,1051.4892004628325
835,2492.0211485652253
836,1624.4587929498032
837,1383.2046161748765
838,2572.1591035605015
839,3464.9432420376484
840,2652.486029822791
841,2937.6353365334166
842,1633.696202716637
843,1918.8123789444076
844,3840.196865886542
845,1705.3867468337075
846,439.37209965729613
847,2169.0496416903634
848,1433.1974338853024
849,4075.9987261601004
850,1928.8346736177427
851,4345.549197537862
852,1961.8924664024764
853,461.471123774449
854,3478.631100996912
855,3469.040248705054
856,4729.023417007704
857,2477.6927901235345
858,440.0152432806629
859,4072.840756731394
860,3798.6154831003714
861,4020.8896706746705
862,2723.740607709062
863,880.8642164972977
864,261.8099429195846
865,2259.885220982744
866,1095.7358981049965
867,2466.0626994466325
868,1032.455229315319
869,1577.8310231314786
870,57.526304702921735
871,2110.9048267626563
872,1015.3829430556405
873,79.13345728131188
874,2695.993104213501
875,1576.9579074815188
876,863.4923744620734
877,2398.1115535554577
878,1949.921548355787
879,2578.7069404662548
880,2377.5684827332157
881,2933.7920612577764
882,475.225207786039
883,881.7267456820167
884,636.2216132854725
885,984.6502936610422
886,1253.1316017402628
887,555.5085088863569
888,457.8849189335762
889,4836.503558589458
890,1543.2465210450473
891,3405.6734330476643
892,397.49839090764317
893,1464.0791235238657
894,2860.775830297434
895,366.40418192241737
896,397.49839090764317
897,225.56099370168585
898,4448.710562406064
899,791.6249624336571
900,3748.8789898279124
901,1571.8250473583828
902,2878.004777073459
903,2271.3899300434764
904,777.283601992415
905,2069.5322691931624
906,1806.3652074089243
907,715.928869600839
908,3222.7709200818417
909,1000.4706625332839
910,3753.313970065627
911,2397.936009798334
912,2032.4918200949148
913,2069.927346853637
914,1683.4786346663718
915,2205.607280474748
916,1339.9978511719694
917,1346.11623704752
918,1071.6007848391434
919,2500.350860385275
920,203.12629985817148
921,580.7237455784806
922,2738.3350379478006
923,53.092414884679734
924,1478.622182112607
925,1918.1385594242315
926,1822.3389158444427
927,1699.9119768896442
928,2997.11809910659
929,3111.935537286545
930,1935.8197338724087
931,1157.6176242770557
932,2398.450751910419
933,5045.994575936826
934,1792.5366655829923
935,1545.938149327591
936,1471.1605321826698
937,537.0538374026398
938,701.5336671348995
939,2147.626793499925
940,819.8892623484467
941,2168.3476568425353
942,1062.0126212252073
943,1594.7348902982978
944,321.42031546743084
945,1571.9427847049924
946,3142.7933675283302
947,1557.683929127324
948,2492.7456723289515
949,4177.092034040854
950,2084.7637850388205
951,885.702371443599
952,2396.6577471553996
953,3608.8167145615826
954,1897.3812740734954
955,4620.530228026092
956,2988.3835573822303
957,248.1779156008677
958,461.27507123860295
959,397.83447293181564
960,1711.9136326326968
961,2414.9474741540353
962,1712.935947633757
963,3259.8879414191215
964,2053.652553079347
965,1610.4347276068515
966,2026.4665599063987
967,920.3600911000224
968,1259.5748368957816
969,2136.5431606279667
970,4028.3572577612767
971,2276.6498124085706
972,2869.673639563677
973,1941.362268512746
974,1733.2685009763607
975,3811.123244092689
976,1315.7304159597265
977,879.3754349444238
978,1733.5873619438266
979,3691.23297567939
980,2080.0905192145565
981,2174.081144339565
982,1942.8495096949891
983,730.0751874666831
984,2520.710388856959
985,1605.6043894597879
986,775.1815563998292
987,1290.7843926153437
988,1747.1090403832416
989,2095.7406142747946
990,580.4622151426788
991,2085.811085510009
992,742.3704648068428
993,3465.5920261835936
994,494.09128837941523
995,1238.925529944067
996,1883.961230798485
997,3701.2816577462695
998,1123.6537089272917
999,1135.2025395303658
1000,1555.70039547969
1001,1789.5377491959725
1002,1086.5341767360858
1003,2190.1997112189088
1004,618.3666174605255
1005,4156.99755356646
1006,2572.231941317691
1007,649.4403040670575
1008,1929.9408846161311
1009,3016.8268832354047
1010,600.1450938151429
1011,2286.15657823326
1012,5344.307065746171
1013,442.83356649946484
1014,2730.6709100454727
1015,500.54201596473365
1016,3915.2639235801835
1017,527.4068628740356
1018,953.6198567009451
1019,976.430749359684
1020,1998.2404634430545
1021,1853.0842576536643
1022,788.588179787329
1023,3177.255699622784
1024,560.1774117265649
1025,1176.8290857798095
1026,942.1641604217759
1027,3479.284596502505
1028,3166.646094357007
1029,4745.914895654493
1030,493.0616626589285
1031,3872.945133426591
1032,1425.7381013619029
1033,647.1203206873382
1034,5386.678831397795
1035,1335.4806945608966
1036,2783.5039757453997
1037,727.2960993171506
1038,1219.4541974068009
1039,1423.8704570408013
1040,1483.3315353236712
1041,1320.7730354623661
1042,2643.202067353554
1043,2450.415166578812
1044,1131.8992034134217
1045,2021.8633862986223
1046,2302.903402179184
1047,1605.3255336341567
1048,2534.213603990989
1049,451.1268525453793
1050,2691.17608120129
1051,2759.185252891651
1052,656.3151374638528
1053,2531.5446574201465
1054,4060.5217579389323
1055,2660.5993121706592
1056,830.2406898139765
1057,1490.1120162926559
1058,860.9174976705228
1059,1949.492344196774
1060,973.6446119187245
1061,4984.023072935114
1062,595.300776289862
1063,2169.7792645959466
1064,2294.1534768438382
1065,3524.651083588395
1066,828.0396832750639
1067,486.01190745617413
1068,819.8892623484467
1069,819.8892623484467
1070,1506.920429992816
1071,2147.6877205345904
1072,1857.6650069372
1073,2448.208784827765
1074,2340.6217373161167
1075,535.4147340099438
1076,345.04529088937227
1077,2630.0779934314314
1078,516.6675772832912
1079,1397.8020858500363
1080,1199.8972047245556
1081,1181.629037694135
1082,1535.721687456987
1083,5142.161832800583
1084,999.0035046195802
1085,2359.2307087647146
1086,4055.6871899610783
1087,1976.4698330224244
1088,1311.3369726462417
1089,1970.3375245643624
1090,3067.6219171139646
1091,1588.0550629377205
1092,1119.271127261598
1093,3620.3302902605133
1094,1056.3292490228891
1095,3766.365816464891
1096,2396.718455917229
1097,542.627048891612
1098,898.1863315834132
1099,2961.1158107541182
1100,1801.0927079457676
1101,2598.6684000190066
1102,3042.973509192293
1103,2328.295784867502
1104,3044.2629976433664
1105,1065.0388317787656
1106,2827.144598845648
1107,1935.719203054907
1108,2892.0185284130366
1109,113.4793141065205
1110,2925.986244898853
1111,68.81170920692136
1112,342.719840933626
1113,1077.120356362609
1114,1061.640544188224
1115,2415.684805812394
1116,3041.1565016135473
1117,1373.8555847749471
1118,1330.9412821404856
1119,1927.4725254979155
1120,1909.0912671689407
1121,4192.142806374503
1122,1891.7959953195848
1123,3515.0678851463604
1124,1985.0614043717505
1125,2004.5979141295713
1126,2759.8656289245882
1127,3200.197126349365
1128,1443.6984225313802
1129,2097.0915885110508
1130,1098.4446050325903
1131,2194.59154432022
1132,2246.2688876649418
1133,2804.1592269428675
1134,1597.9292353278167
1135,1489.8480266186862
1136,892.898118560283
1137,481.512403151932
1138,5921.126799327881
1139,2421.9709324740543
1140,2272.7822265625305
1141,2703.8379009991468
1142,1467.997221372379
1143,1350.44108540506
1144,3467.187050949285
1145,3180.8914604570004
1146,2107.575959728508
1147,2293.2062074491614
1148,4806.06184247209
1149,431.2810181851233
1150,1154.6750240678793
1151,2398.0346404114784
1152,2782.2565334254814
1153,1199.369404797898
1154,1037.069199878324
1155,3472.004115025812
1156,2048.4643899566545
1157,1076.5397100732464
1158,3461.0549864982117
1159,1902.5850500076233
1160,1534.9114316588891
1161,2266.0654831158918
1162,2311.7192860589375
1163,1444.0424720905148
1164,2124.890696399801
1165,576.4053882946956
1166,680.6731363234222
1167,1406.829751230342
1168,427.8120693898641
1169,3228.359693862455
1170,2606.42404044055
1171,1074.0399980256907
1172,1269.6206248544195
1173,1477.8290833571928
1174,1226.3240039007644
1175,4255.185824972833
1176,1042.1332896126867
1177,1042.1332896126867
1178,2169.3170505732865
1179,2697.2958410726096
1180,3855.4939952639716
1181,1255.8799601887756
1182,1734.7099110755908
1183,4065.2239582996003
1184,3879.4828101167122
1185,2414.627831004184
1186,4065.2239582996003
1187,1601.5147381885292
1188,2113.8083623511966
1189,2379.4146364327153
1190,2525.29351951855
1191,967.1315124875241
1192,1548.4036036293505
1193,3221.022291002043
1194,2976.9323013643334
1195,1582.3665446653883
1196,2976.9323013643334
1197,2696.5938676704495
1198,828.5176782502077
1199,595.040019860708
1200,338.4037663504809
1201,2183.386188388971
1202,2684.725680915755
1203,3112.6044280711
1204,2232.941746575414
1205,1541.0133368484978
1206,2157.267389825654
1207,1300.6280065346145
1208,879.6003529014578
1209,1062.3540953610245
1210,329.43369437800374
1211,1092.321461374099
1212,4368.807787173381
1213,2185.681299001332
1214,5402.65705506103
1215,3135.2828160859335
1216,3405.6874826690428
1217,1541.8700489546904
1218,946.5733219297932
1219,2769.1447963943215
1220,3119.173990086682
1221,2675.376783428479
1222,2303.3701664650107
1223,776.0003642699811
1224,880.4511316568445
1225,1182.2929148563642
1226,1845.5666551506615
1227,2605.5194670272895
1228,352.3691012359996
1229,1481.898408742774
1230,1808.5034530696485
1231,4989.455082067044
1232,3421.8322839135503
1233,1544.2122906665527
1234,768.3889761191308
1235,3784.4873967928024
1236,1984.3156290330764
1237,3489.1118032792474
1238,1415.2535341755158
1239,1935.4660911278686
1240,3082.8011906115976
1241,3125.0581140289014
1242,1966.7104154354463
1243,2555.8196529242687
1244,974.7626663819924
1245,615.0097146330723
1246,2720.572754816965
1247,907.2059736416195
1248,2645.01971471108
1249,3942.774986824142
1250,1771.9288661987462
1251,4783.239082021917
1252,2153.6499758457558
1253,3834.6522553497693
1254,533.4771315310356
1255,1407.7694825388144
1256,2984.2140760499283
1257,1119.5982598533476
1258,3699.784558337279
1259,4363.258794536339
1260,1792.5942473811876
1261,941.252597909789
1262,3740.63944712198
1263,2356.5681149375446
1264,1957.3136968296205
1265,1628.5974049878726
1266,4950.756795262701
1267,226.0696971224572
1268,3287.5839503827906
1269,1478.9441754122265
1270,1627.420764017194
1271,2084.3053857470436
1272,2593.848094119008
1273,2080.0905192145565
1274,3355.402763106913
1275,2614.6177467675952
1276,2450.573613551574
1277,2079.664492810504
1278,2348.0276128134756
1279,1345.1284710441164
1280,2256.637146433965
1281,710.8033471735971
1282,3188.881112026231
1283,338.4037663504809
1284,4028.9789491394586
1285,1326.1067657192702
1286,1998.0810649379578
1287,900.2691667733642
1288,1499.2308027694946
1289,170.89800802440493
1290,1537.2120702875538
1291,2001.306946267289
1292,1749.0218520407539
1293,1740.2360307492413
1294,3614.468855274639
1295,2261.053120579215
1296,1658.4821054553956
1297,1115.6398609353846
1298,2197.9436763435506
1299,785.5518292048982
1300,2812.7975327344843
