,nearest_river
267,5167.799100954294
268,5595.133807858886
269,1861.5375885811925
270,1868.8590143495157
271,3205.049395423103
272,708.2393880066367
273,1647.472108137971
274,5675.513359249849
275,3048.624824867681
276,1204.4216935594716
277,5569.322403283631
278,9239.954177781814
279,2092.3110703056072
280,1198.1050728471637
281,5355.381929603032
282,3828.76066828274
283,8540.326344108953
284,4208.975958269762
285,2281.5244276467424
286,1303.0484729091602
287,448.6523802918386
288,2715.5512741039593
289,3359.586112265465
290,3836.3472615975656
291,3146.359658603632
292,1089.7063339285119
293,821.7192194462496
294,3688.9579644747637
295,3029.211009319641
296,2471.267171479934
297,1786.1381558171483
298,5553.435961781383
299,3065.876604255659
300,4513.121673839544
301,5315.767200153688
302,2721.3309317645803
303,6270.582841116377
304,2887.7449327260206
305,2215.681370742159
306,5035.451455566618
307,2669.1512447430077
308,501.62297168880156
309,1969.6406253874795
310,4602.166868910592
311,1230.6705984951445
312,317.9523865474643
313,3158.0729530437898
314,5039.346008370309
315,12757.26919932184
316,477.393754007844
317,4723.749494553476
318,3982.750718626112
319,2323.0807603642534
320,2369.4466476880298
321,5574.636343272695
322,3357.4666739566123
323,1266.8396253547705
324,343.48544968390286
325,2802.149371178044
326,5110.994044584815
327,5222.776463835087
328,3117.657408709753
329,294.59383538452016
330,3055.171206480867
331,2177.6627088776795
332,977.192416509961
333,1279.4198656547815
334,2804.6631712708077
335,1223.7931321677052
336,2105.455212909243
337,8947.049398703655
338,2662.654401171773
339,2902.1998585483807
340,3075.4257309115037
341,3559.045363294024
342,3933.1893668414014
343,276.64825354747984
344,512.9017287308715
345,1572.0245414347191
346,1631.3793905975708
347,1828.9748185679375
348,43.51887578430334
349,1235.573537135695
350,2405.679831613865
351,3317.1430387217843
352,1348.787166565154
353,275.76601753922256
354,8540.326344108953
355,1885.2348288042726
356,5525.701698774276
357,2760.4949619615513
358,4693.318149956566
359,78.97830209051196
360,4636.051673616922
361,3419.6153999034404
362,3419.6153999034404
363,1321.3934032722332
364,939.6352866846518
365,2428.075388758753
366,4445.324436274527
367,326.7142669305487
368,380.0197193919863
369,3307.88835406196
370,2285.5704834255134
371,8701.963710069029
372,1564.8499098271295
373,356.7040728255342
374,1441.7970786713433
375,2332.7111911486963
376,2098.885636602518
377,1364.7858713737567
378,4147.530134396093
379,6671.63126651722
380,4185.863711834684
381,2806.6848976010897
382,4176.368598078977
383,3581.4247012496057
384,3440.15698741984
385,2253.444816240934
386,5277.7267875139205
387,39.07445003257998
388,4697.127431598454
389,1603.6763587061116
390,2490.7725933124852
391,66.16044263406958
392,8619.284706734354
393,513.3855975488336
394,2768.4271280567796
395,2826.8667384710093
396,747.8407066017978
397,3530.2080265553022
398,2684.349946927746
399,3332.9693835671537
400,126.96168576710119
401,5479.400456445494
402,1743.8812645903786
403,1881.1264797207396
404,846.9159059150066
405,4677.599347398253
406,2433.2777382379645
407,3006.1955153872295
408,10059.704391158826
409,1801.6698865102396
410,2283.3221802470625
411,2379.04663125066
412,427.99468310704185
413,2033.0196946567062
414,2462.908310902507
415,4932.860379650847
416,5060.964424323275
417,2584.3035321896327
418,1958.4224855126351
419,3301.2089523374
420,1432.1991348688896
421,1679.7314041207962
422,3045.6973376724013
423,752.6969005275206
424,1900.9285014235634
425,163.16251434250543
426,1714.6555129016006
427,7466.587807276314
428,3818.1628380196776
429,3950.464904710882
430,1422.866585814248
431,1928.892494493551
432,3509.9650583809216
433,3909.24382945174
434,546.8414950991668
435,1117.7207340968343
436,1792.0583775400971
437,6865.7315109015
438,5466.0568960722885
439,3865.880705049585
440,1485.2340733637661
441,5.589515962811891
442,4934.221978568804
443,1874.3516537078538
444,2125.0715382760645
445,5595.733374112285
446,4669.7996445538
447,1314.2208921185077
448,5024.726306786751
449,3386.700995425684
450,4519.46105806463
451,2740.155286991693
452,695.7637936052225
453,2578.248248273416
454,1728.8814018992296
455,4212.865858317214
456,4600.083001276221
457,1299.8871809355694
458,4072.1987352846163
459,2785.950552643312
460,1362.3179612717283
461,1668.2950977241708
462,720.4279693938146
463,1243.0096592148684
464,519.8178984999207
465,1870.0564655260232
466,519.8178984999207
467,1743.7409368334504
468,509.61094536928334
469,444.4291535446263
470,3006.72528965558
471,509.61094536928334
472,4663.198387009706
473,9873.075354341903
474,2432.606851272949
475,3359.6756585881035
476,776.7119631319841
477,10904.492131323785
478,1405.0813492205948
479,2465.5288990396048
480,2272.842718500462
481,496.969610582419
482,1897.7315126215635
483,1886.663428260184
484,3868.8500912046206
485,3995.321264796243
486,2059.467224539096
487,3232.1774758651154
488,971.4527270058719
489,3029.222305911791
490,2740.2461657503545
491,3314.6823613928414
492,619.0442935744151
493,7025.737272235048
494,2382.6081955383934
495,1563.837612915644
496,2174.450324999553
497,506.84896946643624
498,1571.2031644891997
499,2723.995657447151
500,2525.099611509073
501,92.28491928963776
502,1868.727627078486
503,8361.159301279487
504,727.5776802845156
505,1552.9648075092362
506,4856.938492528589
507,383.8135427282003
508,2221.897669585628
509,5525.650475404105
510,1142.1713524564996
511,1585.155027698751
512,291.5704371164654
513,3817.2570056941795
514,2505.0395379811716
515,3074.671327240223
516,5318.376480595048
517,4438.939457105293
518,9816.917894828026
519,207.30891205490082
520,1017.9027595887156
521,8997.5300999127
522,520.5611154712188
523,2365.1533721970477
524,587.5424792296368
525,2192.381795485499
526,1823.8346008597978
527,3606.766285863494
528,22.997916136671904
529,1054.2976291630205
530,4876.137204776868
531,505.98034200948183
532,3689.8346023223144
533,1658.9690528066196
534,9536.084601935889
535,12864.379936054595
536,2595.844037843428
537,3250.4001547214602
538,2611.598745334749
539,689.9520866276358
540,328.46631339537566
541,2977.263238846362
542,514.9095068214207
543,3916.117931121607
544,1639.6915009438756
545,1700.3360770577885
546,2176.0438275653837
547,674.1528225478023
548,3030.997795338234
549,2572.060608001344
550,3345.311872281913
551,4438.8870793751985
552,2739.0217025238185
553,5350.24371162428
554,1569.5824294944707
555,9226.298182036333
556,3419.9866244796017
557,2516.193456404161
558,2823.9868786564307
559,518.7700513899708
560,4081.00616540651
561,2026.5069627328821
562,3051.781133382938
563,4039.619818111096
564,1332.1797568091695
565,7117.257844941618
566,1082.0242643680774
567,1863.9989760414887
568,1863.9989760414887
569,1777.946800779165
570,528.5811268679497
571,1214.5012002546578
572,1306.8362640960788
573,1991.0893406425596
574,118.6177343186884
575,1726.5947807316236
576,5023.358168177351
577,2763.710774711164
578,1309.7408975626872
579,2125.6676879805977
580,1631.3731845408508
581,1403.7897862278053
582,3337.868443294686
583,960.7336394158663
584,3291.6322308851554
585,3634.3780311100704
586,830.0603933600876
587,3419.9866244796017
588,2283.1940620571254
589,118.6177343186884
590,1246.7558366802302
591,2793.2707431666868
592,1527.8706077280228
593,7061.381948887259
594,10823.681752455012
595,333.77634538985416
596,3085.020287633115
597,3103.978263633067
598,80.68016803192461
599,1902.9294277637616
600,848.543350351567
601,2788.6320822389916
602,5799.535317392942
603,1836.4628440836339
604,836.5596354909492
605,855.1797518739137
606,6073.6362645190375
607,7098.492070083825
608,2529.4352689264206
609,4412.230262570466
610,2567.7744086018934
611,221.38004364690133
612,930.8835025816054
613,3851.5622556876438
614,2892.991644222611
615,1572.0718213925245
616,116.32951812459986
617,583.523974318029
618,2447.286075155373
619,1923.057316269905
620,5360.973903793344
621,3295.383250914902
622,6889.967579896335
623,9816.917894828026
624,4615.9841510692095
625,739.7183482461176
626,3288.2721614856937
627,2283.1940620571254
628,3109.6770458456954
629,681.722803152317
630,146.5799783238458
631,681.722803152317
632,2787.457130240587
633,1119.6281647594567
634,2793.1276046135763
635,3700.461127782795
636,821.9116680296906
637,1253.4963157935258
638,10341.735816350158
639,1564.5300443512567
640,281.5054456949744
641,4174.996873493735
642,1883.0377202093284
643,89.43054034678285
644,7042.621707809719
645,1006.079779712807
646,3867.089182846716
647,2501.1949859156207
648,6550.352517391532
649,4027.6317231127246
650,2407.3826275430024
651,5225.867684199435
652,1997.4644389489229
653,1721.0071807329853
654,3925.0255509691187
655,4302.633251656546
656,5301.819488334565
657,1135.1727856994983
658,5148.771722519022
659,1539.9641574936509
660,5382.716647517189
661,1667.9997862709126
662,3511.7678097872054
663,264.10240676058055
664,4909.916534095922
665,2577.773284333889
666,3629.611483143529
667,1013.6378953783615
668,702.7986521483624
669,703.2905984500724
670,5636.123997696255
671,6063.101424581043
672,2316.5734738213646
673,2669.2602689706832
674,2866.7529239267965
675,1751.7824850380198
676,2405.0657673683654
677,1843.70468507596
678,5970.011755467915
679,3847.1617735730547
680,154.6556684763553
681,138.1580008425226
682,1044.3220291180562
683,1816.3013255999847
684,1479.8412774838139
685,5527.515888966135
686,3307.3905484581696
687,7580.832754541752
688,823.6814953521387
689,346.8893158446975
690,1287.0414987777265
691,599.0388023694202
692,4814.3019985225865
693,4081.2140077587987
694,712.5017065514006
695,1833.2956835100738
696,3821.6270229081247
697,1172.973292108104
698,1171.120851560706
699,252.9172380888835
700,2274.287482834745
701,3900.7902529214043
702,1222.8915290219693
703,3938.053297755092
704,2374.009490461457
705,429.39678031984795
706,4205.345434945206
707,1898.6470057715544
708,432.19281191965035
709,2369.119247153518
710,1239.1372023363463
711,11296.632117849102
712,2998.8873711241004
713,10530.676993912582
714,2207.496951229539
715,826.299793466193
716,3724.6297207553944
717,320.53085322957696
718,660.6455268082544
719,2026.0215503376487
720,2669.3749359882454
721,5102.5704346162665
722,1793.2409445987296
723,3919.2706508007955
724,2736.438869401991
725,1858.697675005764
726,2011.0144973737579
727,7533.716054071263
728,204.49240750767257
729,1755.413550834608
730,7163.6324259296
731,5572.023548039417
732,3688.348441331261
733,3081.145262599662
734,1019.6318991296044
735,1097.6523107791459
736,2029.3745772647785
737,210.8627927625202
738,3574.4289141470736
739,2588.3349464745847
740,4830.10373373088
741,2850.7526681283857
742,7089.96199566824
743,2815.2480394826744
744,2925.561558535646
745,3011.835184419405
746,1020.0639067955635
747,2782.113544759905
748,3533.5776884204383
749,533.090520655769
750,2538.700309131808
751,8292.83445804673
752,6390.25272301736
753,3470.9545944674933
754,3419.2703320316223
755,735.5695646817114
756,3941.96595647046
757,1322.9432209950544
758,2288.262501380489
759,1076.6278686755702
760,2393.7866105481894
761,3870.0586328765394
762,2171.814226842754
763,1844.4216853237365
764,3665.6363062320916
765,2927.0498712635117
766,3507.0150979313053
767,4165.2516394324775
768,1916.5664686859093
769,632.3851176402701
770,1916.5664686859093
771,1216.4518104606177
772,5900.971661974639
773,3451.8979847816545
774,15.106369194804257
775,1957.9491775142274
776,47.04490076546251
777,6630.155930088242
778,2751.05410277019
779,5646.573719873679
780,3835.660008082885
781,7125.636478837495
782,1104.0304075134645
783,3828.583652359519
784,706.4430534889918
785,1815.0086589881878
786,1742.9828044194176
787,2451.560417520504
788,11250.585679237065
789,157.80852700968342
790,1225.0876243317177
791,6941.25164297973
792,404.8247362201491
793,1613.2955215870293
794,1591.6036824168486
795,1387.5022224871273
796,1041.771139396986
797,978.2886762094516
798,3512.4186345892813
799,232.6205012763188
800,1486.7923214629334
801,285.60504458596085
802,2410.6274099549896
803,1048.7503532493163
804,2484.7952073433758
805,2410.6274099549896
806,3488.630150748722
807,4964.04747851512
808,988.2892853063753
809,3402.1364162494124
810,5192.421514561601
811,397.59918506565725
812,1386.4718954221887
813,2556.5825449315553
814,1528.1951679646766
815,1439.9856260999868
816,625.4068311699648
817,5044.05079836254
818,254.70147436861635
819,2181.262660355327
820,3489.4500834274327
821,4882.40208386533
822,1418.0554170773896
823,4579.566012355895
824,2357.8785337600666
825,1642.1313349578681
826,334.6912322489976
827,1642.1313349578681
828,1828.4646967887493
829,2367.51866734177
830,4044.5074145047292
831,3529.046033170098
832,4085.8772112650854
833,367.9845410614661
834,2634.8857374775907
835,5002.650106672963
836,1117.5068492781097
837,2324.3086008553746
838,5816.257367285838
839,3754.412198427529
840,2349.184203755524
841,2664.5747790847086
842,819.2216982426701
843,2437.759640676299
844,1816.6724313329719
845,4001.550331767921
846,413.33848250910825
847,848.5231694112271
848,2919.2578109875676
849,546.6032901649176
850,804.3072470367608
851,396.2594421481043
852,5593.339034092588
853,4113.592615928815
854,338.7197919354134
855,1409.6265323062069
856,221.89469397298566
857,3650.4130290823846
858,584.4015286208074
859,595.0359804458532
860,3697.4763244564506
861,590.0418379863887
862,54.1587531116666
863,4952.2671154605005
864,1234.3902272169412
865,3730.9189665823124
866,225.40989905933964
867,629.1543032085685
868,864.852105435633
869,3840.2829287125137
870,358.5189310596079
871,2448.8745530131027
872,1666.1487970644562
873,32.28457431815993
874,4610.294928114425
875,1638.5897933972685
876,346.0748455696743
877,4932.487318724928
878,6914.95398069309
879,6331.107877764638
880,1387.7676323833764
881,5814.6709759716405
882,3006.2338610343686
883,4576.505516924068
884,7753.894694061841
885,1079.363865671694
886,5101.1376071327695
887,341.12466981949854
888,1700.792436632227
889,3971.5799216177884
890,839.782824004423
891,355.8097162732533
892,329.9062370162657
893,2789.910988999049
894,4497.398792310216
895,2371.378124676731
896,329.9062370162657
897,2537.2102432019365
898,3694.6975102190354
899,1940.01750368772
900,2969.4279500886128
901,311.92057605707066
902,128.48414024634596
903,669.4974182405209
904,1247.6930971104202
905,2842.307833675426
906,2768.83965008094
907,1304.975856323442
908,2605.2779328443835
909,1902.6313934072825
910,993.1392275445877
911,5648.0500875675225
912,1204.8923840740101
913,1669.2268551304903
914,1235.0776471706656
915,1029.8709988566613
916,1788.7897410247995
917,1596.5873304546662
918,7733.407830982715
919,2321.261021490741
920,3513.6252681175392
921,5863.941293434106
922,3082.968035773614
923,2316.8829407674334
924,892.2328090909078
925,3657.0138592588405
926,963.7935787262163
927,3127.892768490374
928,4373.181958875906
929,1655.9211331650095
930,8237.662287099924
931,581.7783445987723
932,10.187160164140332
933,2541.709561598846
934,5670.776839132169
935,3008.840747261409
936,282.22229752722995
937,3611.6606006961974
938,976.8315360573399
939,605.6508557727749
940,2731.59886895381
941,4446.324112802275
942,4260.1027932845755
943,1174.4902084594564
944,7883.606292327804
945,2780.000925053732
946,1773.2952783953492
947,8275.923969951491
948,1549.7469228056164
949,776.4967158976467
950,554.8309582528932
951,3635.782308284466
952,2345.6873762655355
953,1378.8262337582291
954,790.2673351611102
955,1664.4865755424173
956,2824.7238790590286
957,3245.0797195702494
958,724.5811456309248
959,4454.242837275023
960,34.48984239736616
961,1907.2673148139124
962,3980.8430981582674
963,3450.6640906845773
964,3419.9866244796017
965,2128.7182360536303
966,1985.3175513165693
967,7146.930259881078
968,76.92453282742198
969,2318.9013460113706
970,558.4794559695881
971,3634.0945624771325
972,8924.09119917931
973,634.8381115658702
974,1709.0259260299454
975,441.5088767230331
976,1745.3513832293881
977,4824.555617600965
978,2315.16051896934
979,1973.2190528082406
980,3148.1004408593217
981,10310.203515595638
982,4476.5183239697635
983,7628.109645787374
984,5889.50054959117
985,1198.0302842736885
986,5023.358168177351
987,3694.575496634025
988,441.0112601551234
989,961.1713161804544
990,678.9698979100677
991,6366.723531675975
992,685.7788418998285
993,1214.2467305689158
994,1707.697418881487
995,2128.2092926300315
996,376.54876217044773
997,2087.8753196186444
998,59.47621095571409
999,96.93554420935995
1000,1191.1677082171238
1001,5550.35712430559
1002,1834.6928298190628
1003,6242.805397915516
1004,3474.088461663805
1005,587.7898425181595
1006,3234.963054284737
1007,6215.028453196098
1008,3066.9865373282664
1009,153.52798487832302
1010,554.6703450960629
1011,1960.1783046574178
1012,1827.8243256851754
1013,2478.832315310113
1014,2538.686169431981
1015,4422.101549228205
1016,1172.973292108104
1017,4004.920178850835
1018,1138.9520663553585
1019,1804.8710588457946
1020,4979.552882505624
1021,3498.3998804457406
1022,3653.778497486718
1023,5449.66492630931
1024,4906.170810011227
1025,2977.730033058297
1026,4493.205402728106
1027,2483.9745172375597
1028,1839.2515670962787
1029,9816.917894828026
1030,2875.4887290642687
1031,1141.2625771757023
1032,1081.5321289493913
1033,1680.8907636421472
1034,2564.5791683042276
1035,628.5416229091242
1036,3974.710509402652
1037,4068.2100549283073
1038,4839.81647321818
1039,2953.839795269474
1040,6315.989173077768
1041,1524.0001855518633
1042,1951.1254321650947
1043,2651.293857679715
1044,11296.632117849102
1045,2441.538688724182
1046,5209.90530108745
1047,2565.1197684817885
1048,3615.754317436413
1049,2292.1872768664107
1050,5187.358802313834
1051,5313.592500501363
1052,0.0
1053,1246.9274658483887
1054,520.7223980021392
1055,9065.838416762284
1056,515.6816415012398
1057,5640.941280361174
1058,633.0633836634648
1059,3451.0259701913483
1060,651.5357226898344
1061,1200.0230462425727
1062,485.36377406939175
1063,7202.204845539692
1064,3664.807083376052
1065,2785.6275590046325
1066,4662.535525960788
1067,4806.0777203610805
1068,2731.59886895381
1069,2731.59886895381
1070,3156.875821299232
1071,5190.817315724329
1072,4007.551860777424
1073,1155.3604181239637
1074,1606.5921163532855
1075,2764.4363597589695
1076,4937.507477434146
1077,730.8934352591792
1078,4684.4320749825065
1079,2008.6881664113698
1080,2855.3319699239614
1081,2572.7534577894235
1082,140.9855323338473
1083,702.1950051663925
1084,1462.8880440480145
1085,3072.9753522050505
1086,48.97165618127426
1087,2743.971517614742
1088,2356.622004269848
1089,752.4112678684265
1090,886.7625246930007
1091,2505.4160014782046
1092,2872.950639651681
1093,1720.372199254252
1094,3617.97491885252
1095,8599.734802652214
1096,3846.358969008552
1097,1447.7074844928316
1098,675.3307514005617
1099,2642.9164950246045
1100,2840.2624048611856
1101,2798.4108814588913
1102,2975.732749582431
1103,2803.987870949039
1104,4277.887221642226
1105,1881.1264797207396
1106,2160.2038367260116
1107,4831.53516869174
1108,1026.5961975763353
1109,6300.678107801628
1110,858.9750152824514
1111,427.87543049428064
1112,3047.0738460167354
1113,1325.9655152329608
1114,3426.5584217798487
1115,1440.8454855544544
1116,5321.86473160681
1117,2157.3611905814596
1118,3222.6829211098275
1119,4113.785087682372
1120,8462.310805359612
1121,29.217283590378845
1122,672.140412118623
1123,4274.32162080612
1124,1053.7757693649905
1125,7172.091866611324
1126,2153.107159026708
1127,6462.35416367546
1128,4073.5457526571868
1129,4135.9357034821505
1130,1226.1682766623248
1131,4036.1148108086086
1132,4384.015369196373
1133,2606.212850560372
1134,4768.021105663822
1135,182.26707359380245
1136,4308.032405178755
1137,249.83450256147685
1138,10284.912231534518
1139,1923.9051196065043
1140,2370.4043559115958
1141,1534.6706428673863
1142,3229.7096536681165
1143,4007.2257145272542
1144,3356.6728559468534
1145,2702.1659037228687
1146,3263.9633786547874
1147,728.5332591063428
1148,580.4257889055249
1149,2763.710774711164
1150,1836.7380553418022
1151,228.32324703741295
1152,1834.7039370987113
1153,5060.294003651377
1154,3773.37299650785
1155,9139.97397284743
1156,314.91412610417456
1157,2506.241648762127
1158,1587.2162568822346
1159,1550.2139799286722
1160,2719.8785877883893
1161,2156.081261320383
1162,6111.706358189646
1163,4729.296220561055
1164,2478.823397333241
1165,649.6391268685767
1166,1982.0673965997728
1167,5888.096833725788
1168,3437.394062771899
1169,1192.0759890078396
1170,3828.39868048796
1171,2566.932660921752
1172,270.02286565138746
1173,2164.423244185417
1174,2386.6391854059566
1175,1096.1730871587863
1176,6132.527699063762
1177,6132.527699063762
1178,4101.017993003282
1179,1780.342341803752
1180,523.3835791336877
1181,1291.8429584641246
1182,2791.9800529875483
1183,5304.865824650585
1184,5468.89127358515
1185,1900.6193427658895
1186,5304.865824650585
1187,1900.2044249620685
1188,1324.466108357785
1189,120.06190010863509
1190,3719.186830163041
1191,4463.130561728958
1192,2477.7627557564833
1193,4956.127713759852
1194,4962.291918495837
1195,616.9825110117472
1196,4962.291918495837
1197,3850.276279034856
1198,5589.526762916619
1199,1434.5916990357252
1200,5265.726835911952
1201,1842.9694411994685
1202,2134.519786536427
1203,584.5077599637111
1204,3393.7961873873824
1205,2877.645512019133
1206,4136.840543042209
1207,1779.3873126226315
1208,5343.421089547531
1209,39.2988060532539
1210,2177.643238764833
1211,2339.764273791753
1212,365.9090060095857
1213,6674.886328994532
1214,2608.8953771013275
1215,392.3161519011592
1216,3586.7546991402087
1217,1012.3126069995205
1218,1752.3825961666364
1219,9155.557177058552
1220,2415.5546433138634
1221,2392.4798686324207
1222,2334.0082591542214
1223,1384.9879434613842
1224,3187.0806356414387
1225,2937.1217118533523
1226,7483.107909153013
1227,1976.5375879420285
1228,3067.732794064952
1229,4597.434798307382
1230,3319.232629073381
1231,1683.9492025129355
1232,410.7626357981608
1233,7126.725923488798
1234,3016.970564412263
1235,2003.5885153484269
1236,2733.118326865616
1237,3008.1747491829005
1238,3363.342319744899
1239,3915.8365452211046
1240,1717.9494803136604
1241,3875.3128935303425
1242,1695.7499427077357
1243,3820.609660464773
1244,3004.5558529018876
1245,511.82509123286025
1246,4876.767265768577
1247,2478.3375414533057
1248,3297.3315667865504
1249,5761.867291380939
1250,65.9661930234943
1251,101.80115118131678
1252,6431.487525574119
1253,500.2433892290401
1254,2385.6835230702186
1255,2134.3083046754928
1256,149.52071120673278
1257,2335.986003019442
1258,3965.755114727998
1259,1599.3595139843183
1260,1645.3438871372425
1261,2184.4400211080383
1262,2087.8435410333227
1263,1296.6142497315195
1264,1713.181169882034
1265,2280.5639765236783
1266,701.7649285752677
1267,3943.6817672862767
1268,0.0
1269,6823.402292416856
1270,1580.6694866553914
1271,467.31979431222146
1272,3647.9213389661477
1273,3148.1004408593217
1274,3954.690366018679
1275,8.166296431260369
1276,2009.5338161020468
1277,1853.6593763782348
1278,1282.9036713612834
1279,3513.665980632546
1280,1515.2657669167218
1281,1533.820609003548
1282,2294.247128960261
1283,5265.726835911952
1284,1539.964169633234
1285,1081.0511971841213
1286,1373.3860484986708
1287,996.7854516425292
1288,1713.5586038477475
1289,129.78967503892085
1290,5192.969402318303
1291,2743.7812835179216
1292,2723.5891395406893
1293,903.2761901683775
1294,2724.5976232396342
1295,157.25450369464494
1296,4815.946133811188
1297,2046.0306543718807
1298,3205.097078866294
1299,5065.844559401823
1300,1159.6214699257218
1301,6673.081490433611
1302,2256.137178352147
1303,1798.048125972351
1304,518.7695174398971
1305,2143.1590615649075
1306,978.758705125283
1307,1725.285850800726
1308,1146.1517213612012
1309,721.6614670185083
1310,3139.8243791138725
1311,1808.5908437462467
1312,3616.116367038292
1313,772.0182286326916
1314,3616.116367038292
1315,3513.3480694124924
