,nearest_farmyard
1307,1062.9001940046123
1308,2704.1259454862893
1309,4831.578500858642
1310,2175.641165181959
1311,1652.661606785665
1312,2731.690383543021
1313,781.8661084457865
1314,2731.690383543021
1315,981.3447727204207
1316,132.2556987202707
1317,1640.9928888945435
1318,4667.935906304598
1319,1276.972352239331
1320,3241.6485629091753
1321,4213.114753408309
1322,1286.4610039265565
1323,3506.74733081652
1324,1469.650426556747
1325,3320.025702377558
1326,808.1205301221717
1327,6520.233984746002
1328,2197.741684832328
1329,2144.250084518805
1330,3084.362188110263
1331,1974.7247226834945
1332,2183.6518297739876
1333,3643.2483815222477
1334,1915.8878383396416
1335,1876.1855614606181
1336,3041.6776826945943
1337,4583.194532546018
1338,1644.9505544939764
1339,577.4647348769446
1340,3539.7036436661633
1341,1810.352448262144
1342,1605.0134486535537
1343,1247.2353393481953
1344,1034.1238287525405
1345,2815.237017081018
1346,3481.9929404998215
1347,1574.6928634046265
1348,2093.1491807406887
1349,5720.308621330211
1350,1802.5095627556811
1351,7421.14028867455
1352,2328.8380861929945
1353,3362.076716318205
1354,2908.692600548937
1355,2270.8362325421167
1356,3009.4120396119815
1357,5332.531353924683
1358,3403.039865871284
1359,3320.926999710918
1360,2797.672350297929
1361,3625.3250759004145
1362,3791.3815263479355
1363,1641.8482849857087
1364,1692.9611636488403
1365,1391.1345932019656
1366,1143.869806214082
1367,1887.2321197628464
1368,548.9348754595345
1369,3788.240557352495
1370,1642.2543050909119
1371,2577.994037691674
1372,1070.0874656967828
1373,1347.7100821426197
1374,2074.2406063381436
1375,5660.216365623459
1376,4314.581140253938
1377,4824.2470753984935
1378,3689.637634830108
1379,3311.1748241155274
1380,1417.7288896242733
1381,2979.9461111262153
1382,552.8857404009063
1383,3182.8856222807535
1384,3445.4931508254112
1385,6754.5206281341725
1386,1072.8788316087298
1387,1446.181888374897
1388,628.7625308416367
1389,2008.8139017584165
1390,5876.136942089234
1391,439.9809290316091
1392,1976.0456826088955
1393,2354.3167223596165
1394,53.70447709740797
1395,1424.2168471389245
1396,3231.5642279432186
1397,681.5778773285764
1398,4826.295429442458
1399,1567.0215569341794
1400,3543.7253837856506
1401,5005.089098201502
1402,1129.0038770263286
1403,3825.165409815897
1404,1447.3715540694604
1405,5792.329334998956
1406,1074.1633554962048
1407,5373.603509178411
1408,8276.053632961466
1409,4048.3444032180473
1410,2146.6122150855285
1411,226.10090488203028
1412,1129.0485811819337
1413,2405.861316456205
1414,3451.9481168191
1415,1729.9233061113919
1416,2681.6270103380184
1417,1246.943660018265
1418,3607.0588661116603
1419,3351.383870935885
1420,2852.9576562457914
1421,2730.467469211117
1422,5935.766573805668
1423,5971.853651493716
1424,3099.270656889682
1425,929.0092376601698
1426,2375.7417350988544
1427,4220.004699690332
1428,3299.674434686315
1429,6163.975142430763
1430,4335.383363448597
1431,5841.052232942099
1432,2208.9181613150213
1433,1418.196564216391
1434,2113.9784468533067
1435,1815.2300475286274
1436,1818.2018730821444
1437,2199.111970892275
1438,5198.110902869968
1439,1742.8675919934199
1440,3576.254405381492
1441,2730.8835047440793
1442,1863.76375604654
1443,4042.4140683231517
1444,7437.991534377345
1445,6343.212838046321
1446,984.9350383569947
1447,3762.5284294226326
1448,2079.2500957006546
1449,2366.816997286836
1450,2304.1749915500523
1451,2632.8732437339263
1452,5029.267923219775
1453,3000.419807781722
1454,3513.5300298873717
1455,3190.7093755572514
1456,1670.8570491118785
1457,2631.179260839216
1458,2889.711787449846
1459,1418.2273267315788
1460,1797.7914451377162
1461,553.8046363490826
1462,643.8519079078599
1463,2164.347137035062
1464,3099.82742904026
1465,454.88306021996465
1466,928.6428109551196
1467,1854.2462538198836
1468,643.8519079078599
1469,1753.1558145040815
1470,3543.413764628776
1471,1503.7310375340608
1472,318.0724588845779
1473,1295.629198016224
1474,1403.220193308039
1475,1687.8667707378058
1476,2519.9621928015627
1477,1219.2296517744176
1478,5787.921584865822
1479,3771.5383286593187
1480,1073.2780045159311
1481,622.6521648182345
1482,4670.010287186172
1483,2575.2465153142484
1484,4916.002185301069
1485,2993.6396643976414
1486,231.17820191695554
1487,1667.3243301819045
1488,3399.1787269992456
1489,858.5271286130281
1490,506.3835350444116
1491,2197.800006702043
1492,969.5088292340115
1493,2582.7968101577026
1494,5256.839117467033
1495,982.5615410955169
1496,3280.476915098055
1497,3321.8375270611314
1498,3532.4209974495707
1499,5912.581786990034
1500,2071.0312981055063
1501,890.7871234678208
1502,4997.155302040274
1503,152.07951717149945
1504,5481.198558817508
1505,1880.1736452219463
1506,5062.064931692338
1507,4025.880816611933
1508,5051.321127279907
1509,1694.5058846935087
1510,2206.814364566683
1511,1410.1487776753465
1512,1558.034715987441
1513,5537.395202570624
1514,1519.497009577114
1515,5863.902775526238
1516,8231.635284407568
1517,2030.9330469227668
1518,3160.22374878167
1519,1856.3842909449022
1520,3113.126478596524
1521,5619.554835646457
1522,622.1781389301757
1523,3812.6286391734993
1524,3501.5862750163856
1525,482.5631007508331
1526,1004.0322004360927
1527,1004.0322004360927
1528,5018.474783804831
1529,2449.197127178602
1530,3036.684678922378
1531,2766.1800521985474
1532,1799.4166696994223
1533,643.8519079078599
1534,3939.6008378807287
1535,1659.9226585174106
1536,2722.752395375828
1537,6478.947906509841
1538,1310.9791222500046
1539,1726.5219220268152
1540,6708.86433781142
1541,157.10472007709456
1542,2656.5767692415443
1543,4828.881300102025
1544,2717.038312358736
1545,5177.258471060766
1546,1202.6792594614772
1547,1143.484347706063
1548,1665.220607418969
1549,1750.829635069184
1550,5004.478780748278
1551,6324.392613426374
1552,569.1507175152527
1553,1649.8586303124332
1554,1191.7394473513523
1555,1636.3455456435881
1556,2395.151035051436
1557,4519.81215966907
1558,1241.271283185367
1559,787.390851992435
1560,2689.482679275241
1561,1923.8537297900941
1562,1402.122022007851
1563,3756.2462107212
1564,3756.2462107212
1565,3555.853514178526
1566,2728.062106525553
1567,454.7001014511529
1568,2222.667913447755
1569,1588.6525187609716
1570,2247.816242860041
1571,4143.910763920323
1572,3999.8917843300137
1573,1979.9002260394082
1574,1572.5029175344337
1575,1607.0777026954192
1576,1358.6937733768068
1577,7049.2946957057065
1578,2350.879283021567
1579,479.59662804526187
1580,184.5979854269187
1581,1173.0567697090657
1582,0.0
1583,6197.274967279538
1584,1252.530429726683
1585,2075.7116110198103
1586,7135.550999559061
1587,4109.7603411032105
1588,2359.23266290798
1589,5065.171094210966
1590,7693.783256385653
1591,2006.5003579351826
1592,3174.7778119432423
1593,4449.0759166172165
1594,4285.962189426858
1595,1040.882559280038
1596,3247.487730300438
1597,2077.770855900276
1598,184.63335168908665
1599,3605.1475754908247
1600,1933.6850150701607
1601,2832.74014661279
1602,558.7245530747394
1603,408.977517622778
1604,2968.7962266995587
1605,1730.6634703146672
1606,5982.791366034548
1607,1799.3594990775987
1608,1128.1150735324934
1609,1086.1510930816041
1610,1237.1506490285633
1611,1735.2333913376026
1612,1123.7757588884879
1613,2810.3875964185363
1614,1073.0609187188375
1615,4072.906963150684
1616,2519.403401557643
1617,2965.6314401718446
1618,1981.5356571866612
1619,1745.843065948168
1620,1538.238436567142
1621,5100.215511239042
1622,2162.522411134841
1623,4006.5545661270844
1624,677.0022647597007
1625,2222.667913447755
1626,2168.5034327676076
1627,1755.6535301871504
1628,271.337679224645
1629,3104.3617660521613
1630,2423.904001577193
1631,2534.8676796177538
1632,4713.875037320991
1633,875.2097672871114
1634,5784.310801236171
1635,2068.403748926505
1636,4489.412759177133
1637,1632.4163851176154
1638,1535.6037734819836
1639,1606.484396945552
1640,3415.9065228100108
1641,4025.880816611933
1642,4176.586071971008
1643,2792.7318444980497
1644,3307.182529298124
1645,5570.24705301131
1646,1671.4091769131162
1647,5650.70634635127
1648,4973.417642476355
1649,3307.182529298124
1650,3476.561641020543
1651,465.55543382202984
1652,2014.8691807091102
1653,1919.0896797606615
1654,344.6661420750073
1655,3075.7835034968243
1656,275.06606013168505
1657,1631.1577004155752
1658,561.6102695642819
1659,2915.0911432580756
1660,5571.98213893337
1661,2433.147683508304
1662,2394.288964570047
1663,0.0
1664,1434.698234442527
1665,1053.1244649389253
1666,170.09206464496822
1667,1794.3587240563681
1668,1337.320824921646
1669,640.6830955836501
1670,801.5780413444911
1671,769.198070413662
1672,1649.127132803948
1673,2171.463940589754
1674,2530.1457115883036
1675,3248.6329908834177
1676,3376.030499699335
1677,638.1226329446002
1678,27.739066117240007
1679,6298.18428466755
1680,757.7637828172566
1681,3526.361838187161
1682,2056.605142195725
1683,6801.966522612288
1684,737.4109904680824
1685,989.6430366420918
1686,5276.428797071438
1687,3057.5494285394
1688,1568.1257174879859
1689,1657.0409880338266
1690,2539.701105850429
1691,5614.566659991384
1692,1835.2202559351729
1693,2094.1650506911233
1694,4568.796840909514
1695,528.5661225917828
1696,2148.0674247104753
1697,1612.7654927645112
1698,4784.682657379334
1699,1115.6524374029489
1700,3081.5712907411603
1701,467.96891428354877
1702,1224.4050036953697
1703,3284.218215967708
1704,2322.877858764508
1705,2329.5562111443064
1706,830.6779799885154
1707,3042.0802992975064
1708,1231.7293537123446
1709,4242.008679735555
1710,3499.322240729877
1711,295.2641243079887
1712,353.78505315964253
1713,3023.6199540270018
1714,1824.0199382720723
1715,2788.1442705126888
1716,939.6312358692534
1717,1370.95761339746
1718,2913.2174972612734
1719,4399.984034773921
1720,1488.0097324877133
1721,56.65666515865261
1722,872.1006545512809
1723,1578.8023999243692
1724,4021.6507480336786
1725,1051.0459059695827
1726,2024.8882858444147
1727,2737.5770469164418
1728,3380.481607011762
1729,2289.6060653697996
1730,2474.9522103532
1731,922.8060324554525
1732,3464.0998517969424
1733,1865.4260442400998
1734,4287.6198066287225
1735,2556.787246980753
1736,1077.5677349492748
1737,1423.4658349188937
1738,2450.066483385166
1739,2384.985317579144
1740,489.53500707017497
1741,1160.2235162064471
1742,2464.5034462328504
1743,2340.1687753572655
1744,3247.4240478875395
1745,6612.648017853974
1746,1046.0307790253753
1747,2694.987154501068
1748,1487.7095755208331
1749,1240.55944358744
1750,3126.1743817998217
1751,2120.377944049273
1752,0.0
1753,1721.7477893333162
1754,2779.5491319541575
1755,1084.8667302992703
1756,1738.046989752784
1757,1218.1138530380813
1758,3050.6488612306916
1759,2422.7501254650765
1760,4417.025072334066
1761,2765.56489280171
1762,6047.705144387467
1763,7814.813276911029
1764,1433.168151818503
1765,1686.0773153026523
1766,3549.9775607720903
1767,54.67739996535489
1768,715.6051432487226
1769,2497.8552804653505
1770,2125.1540314740764
1771,5401.091962594152
1772,5370.471399388264
1773,966.6756385765065
1774,907.8207823298102
1775,1447.3715540694604
1776,3835.0966449242396
1777,1501.6111894838698
1778,7545.51864692341
1779,2002.6482358376627
1780,1501.6111894838698
1781,1210.7983051734236
1782,2224.801023003215
1783,2027.128755737093
1784,1982.3440483323081
1785,8625.846013686863
1786,4939.705851725225
1787,3324.4728204759363
1788,1383.6446990208638
1789,4401.980976522565
1790,1159.917537198557
1791,4261.143535678973
1792,1929.901526153684
1793,261.70072199393553
1794,1929.901526153684
1795,1417.9268214793167
1796,5468.440209764405
1797,944.8338603236059
1798,401.03817310063306
1799,2403.1882554629797
1800,219.9991522420948
1801,2637.696155370283
1802,1798.1032631713235
1803,4159.275177183617
1804,1620.4735455251941
1805,2035.0693379033623
1806,1786.7995823306812
1807,6235.258362359102
1808,3422.5834718449164
1809,1697.9879064680615
1810,4421.722366493653
1811,863.0410169017879
1812,1923.7609449104716
1813,3098.5560201236503
1814,2115.5412779635135
1815,1436.4506735660414
1816,3279.5301147801097
1817,4457.556448392324
1818,1434.7209324466717
1819,1411.7057330778403
1820,2019.175566296282
1821,480.3348695386484
1822,2354.712459882607
1823,2033.5161925642913
1824,49.16400062457485
1825,647.6355633626015
1826,3957.3808800876695
1827,1828.7272753930604
1828,1909.3027310739012
1829,5230.417122175495
1830,750.0318530740104
1831,3573.6474718104105
1832,507.8287943958521
1833,2986.284930338377
1834,3597.409998313782
1835,6540.083375465947
1836,1491.3485971202742
1837,4327.108979953202
1838,2071.973504668159
1839,4825.568650643769
1840,3354.5152488093468
1841,3191.090423495772
1842,3181.849232536739
1843,1881.4597381332942
1844,1612.7738311087394
1845,344.86131144897445
1846,572.9713494411394
1847,1822.158416276745
1848,3136.7806069578014
1849,2830.440876420431
1850,586.1246557265395
1851,3434.7707845256405
1852,1013.5456846499746
1853,1599.8884942214977
1854,1503.7310375340608
1855,2521.8652329558804
1856,4674.194859434892
1857,1759.165155895227
1858,1795.6004357343277
1859,3089.84485001611
1860,2357.4738143078703
1861,2309.982795148288
1862,890.0558196047638
1863,852.6001705093441
1864,5593.212916039427
1865,3398.1337995277436
1866,152.69036269934745
1867,1567.7436666052718
1868,2534.7510323063207
1869,1001.7426238730094
1870,1668.8103901064612
1871,2782.586181665022
1872,1115.7296631467123
1873,1626.6999491201284
1874,1723.2654504892575
1875,3492.2749005244887
1876,2913.810073327245
1877,1172.20473085013
1878,1975.4297656349745
1879,2733.106109115228
1880,983.0232363984918
1881,1814.6211958488038
1882,1337.429288770553
1883,1035.2960436790688
1884,7267.622269378356
1885,809.7238178981679
1886,5168.0694878540735
1887,2957.661318937772
1888,6423.520022061806
1889,4227.129953302993
1890,1445.3875240391699
1891,2717.5539526765474
1892,5200.107913229141
1893,575.2609684388158
1894,2187.0078320845755
1895,5608.065750823763
1896,5608.065750823763
1897,5813.3190524914235
1898,4008.5926805360264
1899,1287.5525909650053
1900,5530.326486170337
1901,3041.0169825556113
1902,1324.9801911558457
1903,625.4208650009006
1904,1078.3745302889824
1905,953.0446661291087
1906,2994.389969027331
1907,1131.8180180928075
1908,2974.281473340246
1909,3342.5106123163014
1910,1548.5126629059585
1911,3456.5825370499706
1912,3578.0854769023476
1913,4237.0038979712945
1914,5749.980720861489
1915,4017.4808837596756
1916,5022.711632144199
1917,1793.5809715114276
1918,3508.5683868202555
1919,1805.6199690967387
1920,3933.38370357303
1921,2520.7541809321838
1922,2962.1821272527804
1923,899.928916723504
1924,5718.06769905795
1925,2054.9693115829714
1926,5135.357598089243
1927,1116.591805152157
1928,1890.1259554942164
1929,3488.652965502739
1930,2109.1278083356638
1931,5849.565544281445
1932,6660.035484515392
1933,1312.9459316662083
1934,431.51184173021653
1935,225.38698176168177
1936,3546.8221836155367
1937,705.4656058823911
1938,467.5437008082131
1939,1236.9909068209126
1940,2695.640126869627
1941,1211.4294803753041
1942,2510.766337226335
1943,1778.7996807215243
1944,958.3924537802852
1945,5496.428106181722
1946,3492.7163268009554
1947,2149.5050347207816
1948,1137.2409480064782
1949,952.1015231643305
1950,4491.563411144426
1951,2850.7108466529216
1952,3856.247308537128
1953,1003.3097936973035
1954,970.8945816716986
1955,3440.554418173694
1956,831.624515370194
1957,1924.2190957867197
1958,1159.7725002656084
1959,1545.4175526349406
1960,1945.9494111054019
1961,3455.6817036510747
1962,1575.4891975480707
1963,1334.7150900671245
1964,1981.561590716214
1965,2341.9337111405716
1966,2463.454715053808
1967,7322.94969592106
1968,743.1848704656649
1969,6382.533520084216
1970,2158.093131489362
1971,3756.8755533095946
1972,1902.934509689007
1973,2042.1908959297216
1974,321.88851967887723
1975,6575.670741498304
1976,3405.186646485881
1977,6307.234716946129
1978,2607.163333076264
1979,1863.1744392284338
1980,3298.463814987005
1981,5188.783959348977
1982,1917.105024216013
1983,4407.438286144516
1984,1897.6997130373773
1985,1133.5810060289887
1986,382.8403816452853
1987,4829.737464255533
1988,685.1087778164073
1989,5018.821465925496
1990,397.49886980140565
1991,4840.074192948093
1992,2684.507219089978
1993,7620.648836548762
1994,2040.0665544222097
1995,2357.4738143078703
1996,1565.9320248093159
1997,611.8733257180504
1998,5969.7123524201825
1999,1789.6598822738088
2000,180.36680883428562
2001,1160.4146467490755
2002,3045.9975587142467
2003,4024.0382782156926
2004,3269.2742115623423
2005,2647.7485714573127
2006,3444.258924944727
2007,1599.3244270443058
2008,2359.7233102779123
2009,2176.9949367061818
2010,1086.4339751687469
2011,4213.246774547317
2012,1690.3360514568603
2013,1447.3715540694604
2014,2239.353632718689
2015,2054.5116589709496
2016,721.7256856633641
2017,1346.111742183699
2018,3396.132032072626
2019,2514.5305117445187
2020,544.3466752906838
2021,1040.910062514932
2022,1569.9045979270693
2023,1957.5050341739338
2024,2598.4373994546213
2025,3920.2070367689853
2026,3832.1154214323396
2027,1623.175587619443
2028,1417.526193241093
2029,348.70608406251256
2030,4975.627131653406
2031,2021.1968948108536
2032,1059.7955359982795
2033,1633.5338438244064
2034,2355.1641096072003
2035,3378.2859505049214
2036,4881.424279596708
2037,2317.925854727152
2038,2280.507550753335
2039,2387.233412157273
2040,1629.4256124285173
2041,6471.715069752558
2042,6656.555727460535
2043,1679.3453711138347
2044,5026.266976259631
2045,1352.159022254922
2046,3985.9231217577862
2047,5560.117386934571
2048,1438.7718953087813
2049,1981.032895505774
2050,1438.9415249426768
2051,5296.613553272787
2052,5674.891794655894
2053,704.837670992131
2054,701.8498340063402
2055,1799.739875245687
2056,3629.288049069726
2057,1197.7969645712888
2058,1535.4588753851167
2059,782.4813882076894
2060,2053.9605144898246
2061,871.8819640393714
2062,2239.9219008434516
2063,1364.276862289767
2064,3794.1209679237536
2065,1332.2818095129658
2066,2814.155232782525
2067,4573.07136821007
2068,3831.8182499674463
2069,1606.7116305330608
2070,3532.240830665458
2071,2262.2500468011494
2072,3747.1226212873516
2073,6731.824691620452
2074,1154.8869731665116
2075,2686.3938675649956
2076,1394.3124507209634
2077,2315.850213707525
2078,2199.712625564254
2079,1128.348670451278
2080,4860.935267765694
2081,1799.4166696994223
2082,2275.198113311939
2083,3380.1368085099302
2084,5303.72654041534
2085,2346.012103923055
2086,1114.6936933357526
2087,642.5071815127015
2088,1623.6550430153877
2089,2915.977570251734
2090,1642.9187861427201
2091,1674.643387081225
2092,547.4808782388793
2093,243.4557401769826
2094,1852.3234695075018
2095,2230.7368701396404
2096,1153.9944822104358
2097,3139.0888603207713
2098,5177.225049062218
2099,7595.917660844854
2100,819.8245971576163
2101,734.4875904247417
2102,0.0
2103,26.46113683208208
2104,1063.8246303327176
2105,1765.337308183916
2106,3714.5555009854697
2107,1392.8876031605628
2108,1587.6838453806083
2109,1153.1629206148423
2110,4478.419605932416
2111,3030.0906048318952
2112,1216.6995279703356
2113,2242.041944328609
2114,5082.582189337289
2115,2256.673645516999
2116,1604.824273732388
2117,6253.43514485852
2118,2366.594462784575
2119,2859.663265251316
2120,2636.4861325058982
2121,2421.84000692584
2122,3764.5461151026593
2123,2168.8061219200963
2124,682.8835272087231
2125,5300.046465377403
2126,1366.325123717002
2127,2653.939946454317
2128,4120.549013885443
2129,2283.4619522604385
2130,1669.6739593782045
2131,4848.840227807173
2132,709.9953618725223
2133,2115.6592779666507
2134,984.8606688070241
2135,3543.9138424374405
2136,756.7800429006496
2137,2704.4253109818083
2138,869.9642104814238
2139,2664.4676816519864
2140,1364.5438135144502
2141,751.269496955307
2142,3187.2320642346767
2143,6293.0499770858105
2144,1673.2714927859652
2145,1210.2480028988086
2146,835.2308309871138
2147,8190.80825362774
2148,2130.3702315985706
2149,2901.5877523938866
2150,2130.3702315985706
2151,1606.846931328676
2152,3503.4329332236734
2153,3560.409781858182
2154,1370.927069184021
2155,4390.472009450856
2156,3827.423978376144
2157,2256.9244132645226
2158,2942.272324938655
2159,4724.964801263105
2160,2887.815959489901
2161,2095.4285942324245
2162,3204.036959949859
2163,1173.5604993133115
2164,993.2664959159437
2165,4791.22892050092
2166,1865.2739992153565
2167,1689.390707910625
2168,2212.157027233764
2169,6252.567745109426
2170,2056.872697615428
2171,3850.954998573797
2172,1465.520204954507
2173,2899.631624956912
2174,5159.8989697674515
2175,1193.2736692107503
2176,1605.671205549277
2177,924.0278539813717
2178,2571.1760359904347
2179,3351.383870935885
2180,1512.9179289973831
2181,3032.4014996522974
2182,846.9436601475071
2183,1062.051945163181
2184,1775.7904820375393
2185,3087.5714218787502
2186,846.9436601475071
2187,1044.8468999628456
2188,7302.22020393768
2189,869.0285526348451
2190,1859.703097466556
2191,2874.6858809629252
2192,1452.747768500782
2193,2697.8659233764574
2194,4444.803677698616
2195,3593.5714260573873
2196,516.4084835045574
2197,4253.679614717276
2198,6293.0499770858105
2199,2407.5207766583735
2200,1793.8392819922822
2201,4896.960467056505
2202,2418.1856252263105
2203,516.4084835045574
2204,1645.796863843278
2205,1848.160752125913
2206,1114.9062193954644
2207,3873.117435599523
2208,2502.581797767094
2209,3827.9522369596853
2210,3222.3090232926093
2211,915.6220740896256
2212,1384.6850277950555
2213,722.3280017320594
2214,2774.547804487247
2215,558.5036424331363
2216,2725.187273870453
2217,2315.232873439359
2218,3485.7850752173154
2219,5566.387899960178
2220,5901.5826536114255
2221,2076.9092765668693
2222,2985.456863020003
2223,2400.353945446608
2224,859.0252222203902
2225,1290.7814947538582
2226,1908.0175501683436
2227,3380.65756860115
2228,3150.3579254716915
2229,5326.574434367906
2230,1962.9651959835078
2231,2022.3213307965166
2232,1751.164881480019
2233,3562.91390222838
2234,2923.4102568829835
2235,3989.9310504553787
2236,4851.960042941846
2237,795.982607621873
2238,740.3152351134149
2239,1208.6127369627254
2240,1180.8692984946808
2241,2583.371282929892
2242,1389.0456102299652
2243,772.5249959975272
2244,3207.5544069292123
2245,1444.8461879181957
2246,904.8458199403707
2247,573.3147719835009
2248,3471.1339312507707
2249,2317.6988424547953
2250,2138.0288860107194
2251,1764.2475291723724
2252,3658.221551953872
2253,2682.656324829076
2254,1822.6064729425384
2255,2140.7613731945253
2256,3511.2285412911183
2257,1846.942190503049
2258,1413.2383179832862
2259,6789.955085729858
2260,4054.0282080382103
2261,524.375923593508
2262,2736.185385500686
2263,1435.9296765450538
2264,4699.966877977551
2265,4360.043335771745
2266,3674.68289912642
2267,1822.8465966725646
2268,2569.95643060615
2269,1652.3661888162735
2270,972.7404233958649
2271,690.090899132899
2272,5350.405190643169
2273,4524.220990261372
2274,2788.8286851276816
2275,514.9105274708546
2276,3240.969847470561
2277,3308.4143405006685
2278,4630.643982740303
2279,1147.3298921830321
2280,1250.417227340319
2281,3764.817662643359
2282,1501.747673029471
2283,2158.508558436857
2284,1114.8710509072228
2285,2363.433421276743
2286,4917.480364967259
2287,5880.617367453642
2288,3626.7703946816887
2289,3932.4693743487164
2290,4292.500840667872
2291,1507.41114820598
2292,2724.954938133163
2293,1140.7303334237172
2294,5374.9550792345435
2295,0.0
2296,2474.511672795644
2297,902.6021034177589
2298,3138.0075973673383
2299,5706.958116906202
2300,3079.5312122693626
2301,3138.0075973673383
2302,2047.0220652392368
2303,3299.8281846222944
2304,1020.2111565704721
2305,806.4893455206501
2306,806.4893455206501
2307,1138.2732583285358
2308,4004.9925345819192
2309,4068.070955613291
2310,6160.753586245763
2311,2929.714007854341
2312,4988.402646371215
2313,1362.5304117727667
2314,195.19190533781133
2315,3130.6512723946967
2316,969.8916235460648
2317,2358.67157309274
2318,1262.3240684046827
2319,2418.7868244053125
2320,5843.293185847717
2321,3033.63551401852
2322,1112.2003662288103
2323,3467.3748214162447
2324,2784.206842453703
2325,2312.361080282907
2326,195.19190533781133
2327,1173.704262554005
2328,517.1414547310033
2329,1512.5533821046563
2330,2364.6204363487036
2331,1359.9838143214354
2332,5357.064426794065
2333,2779.8987531018943
2334,1876.3519349277321
2335,5363.8511755225745
2336,772.8904363600303
2337,1907.0204443524265
2338,2364.6204363487036
2339,933.188849930628
2340,7937.402343581834
2341,4545.476426058496
2342,2889.0741527215328
2343,606.5466545920881
2344,1709.2663058291773
2345,3656.2139653532363
2346,1218.819306607349
2347,4303.261489473584
2348,7395.799033598554
2349,2311.480583141591
2350,414.9769987258702
2351,1123.4141406445347
2352,2197.0937533555043
2353,1850.9384913485508
2354,1982.2466547010652
2355,7693.783256385653
2356,785.6707257475664
2357,1506.6408135440577
2358,3296.984579755631
2359,3119.363393858101
2360,3467.8910797181957
2361,4887.950329712272
2362,1565.867372166535
2363,3234.339970885457
2364,2988.669350320474
2365,4816.114842600746
2366,3409.6190818909377
2367,2036.537040965158
2368,1491.7927633716708
2369,5032.349556422143
2370,5964.491134273903
2371,0.0
2372,1599.5344510657758
2373,1324.6169983222112
2374,2197.0937533555043
2375,2411.579413342281
2376,6588.942550793091
2377,5706.306146047516
2378,1886.0207953276135
2379,2197.0937533555043
2380,2225.0327218793586
2381,2197.0937533555043
2382,1225.0174253795637
2383,1044.1596104255318
2384,6166.01001739609
2385,2633.070855951917
2386,1306.2795872133722
2387,2119.445778113312
2388,1212.054208876277
2389,1546.5465776876158
2390,2602.6544093880475
2391,2892.8245187283487
2392,3244.545592231368
2393,3114.7101571414773
2394,1619.790010224436
2395,379.8234388788955
2396,331.7132086729198
2397,6815.0352686867545
2398,761.8539928770147
2399,1943.3858313992139
2400,1141.6901773400825
2401,2850.824392609493
2402,1083.160486367442
2403,1398.35648074285
2404,5088.886330809875
2405,3936.697489660119
2406,1063.5530650388334
2407,794.9801179345544
2408,1912.7829005562983
2409,1100.2342963330677
2410,1491.2114465405277
2411,5972.566316134168
2412,1845.3355424281729
2413,4696.627778201886
2414,1149.9737972273037
2415,2893.7076118165464
2416,2961.127648827982
2417,1282.5113319296424
2418,1074.8005882048644
2419,3310.570419604209
2420,1211.8415821195133
2421,1378.752074159564
2422,982.5615410955169
2423,575.0551679351798
2424,7353.914903275501
2425,2004.5299225079368
2426,2899.6263927346035
2427,2077.994720395778
2428,1557.48970670309
2429,3092.3436556289944
2430,2271.9512481820925
2431,457.7756396540479
2432,1019.4326436803974
2433,3263.73443597036
2434,1961.0418264476643
2435,3668.992688687161
2436,2422.7501254650765
2437,1598.9107572217354
2438,2431.180318295052
2439,944.4198087538072
2440,2753.5154082789722
2441,1101.744731757713
2442,1105.0931753728867
2443,6115.291496624986
2444,1265.8300697566574
2445,4585.781449375739
2446,1591.2225042228367
2447,5153.801172445613
2448,2885.280129970887
2449,3750.5344353523956
2450,1615.7471358505852
2451,3113.205048449972
2452,4374.5434056574895
2453,1860.4702888895315
2454,1817.1546613306723
2455,2208.1896639270826
2456,3072.1299737403974
2457,1342.6912983725165
2458,2330.4997956475086
2459,301.79304820447635
2460,1677.237132933722
2461,3017.575649598541
2462,1209.6799128589716
2463,5650.968398255189
2464,1130.8860105769966
2465,2300.7616223207597
2466,2181.861261801409
2467,5221.428252224044
2468,2057.806718497908
2469,2282.6717803181577
2470,2236.7977866037854
2471,1671.4722371343205
2472,1586.7218593295718
2473,1445.7079695675768
2474,6806.9752647012765
2475,3001.1006189268596
2476,651.650218551678
2477,3561.3776830771913
2478,1002.511951952094
2479,2070.12574435799
2480,2738.3893133881156
2481,3041.6776826945943
2482,1404.6300587115504
2483,3547.1468209538516
2484,955.4016005712064
2485,2187.7723495441123
2486,4157.66608996638
2487,1152.5135963948082
2488,5931.718958570062
2489,2288.155799070006
2490,3253.1888023769257
2491,4434.097738973827
2492,3073.718620717508
2493,996.3669694788662
2494,2496.30698631263
2495,3955.2226146007565
2496,3354.053749639772
2497,2778.0064417243325
2498,2208.1896639270826
2499,720.4222990727905
2500,6333.279181988738
2501,722.7111153862769
2502,2124.1875736726874
2503,4477.304751216597
2504,4673.696569593598
2505,3993.466765437748
2506,3474.2743687864977
2507,5922.822153377916
2508,1797.1808513932049
2509,2806.7494966781255
2510,758.4032514919145
2511,2492.6375403910947
2512,951.7795747699604
2513,1829.9376294791193
2514,1666.3138992343947
2515,2072.4908327413273
2516,951.7795747699604
2517,1210.7564899000324
2518,5587.7228566188105
2519,938.1971294445868
2520,3213.166582739659
2521,1155.3617281363765
2522,3030.4825727306834
2523,2873.339606863634
2524,3096.9875589570424
2525,2504.2142516091235
2526,2127.8052328472463
2527,5159.8989697674515
2528,1013.29572438584
2529,1323.3990871929236
2530,2021.5743700850355
