,nearest_farmyard
926,2033.5161925642913
927,996.328792750298
928,4879.416493576171
929,2052.969062472199
930,1919.0063556771845
931,3627.9764847673405
932,2416.6397090907853
933,1377.915461242146
934,2889.711787449846
935,3544.206508401289
936,2533.2096019641745
937,2897.0760853886586
938,5209.953353026782
939,3406.0021409103792
940,2107.2456747716046
941,1991.9327908687899
942,400.3529978554443
943,1645.6431067643402
944,725.4384721192514
945,522.0942766678131
946,2575.8754377664804
947,373.0528903458606
948,6585.643597570455
949,7935.547962354739
950,1616.3492798270647
951,3805.1169672299857
952,6877.6565772364465
953,2286.800077573607
954,5550.611854034568
955,181.03691199942085
956,1503.593259356933
957,3858.595100747356
958,4027.4478673402364
959,553.407217361626
960,2479.127066731677
961,1991.750799858976
962,2613.8568594163808
963,1957.0053281039961
964,1358.7111729289022
965,3824.2974242188166
966,504.33264947251695
967,1344.6389732317039
968,3783.910235683617
969,2418.932892417121
970,1860.3681815286475
971,1427.4058985267532
972,1901.5370763632409
973,909.6741490565848
974,5418.6484832562355
975,5657.321361545976
976,5138.991318914081
977,3116.6256816363143
978,1850.2640308906246
979,412.28990124395204
980,3685.336993120035
981,1353.9349221724121
982,3508.7719081974483
983,3178.8094365210304
984,1989.5447488421416
985,4918.628406584091
986,2510.6236473771733
987,5945.080877872919
988,3348.2222947431856
989,2154.298194245242
990,628.1315877786282
991,1549.8658775789984
992,2803.1657696364314
993,4727.069086423129
994,3943.1006641441177
995,5289.882466752793
996,6394.86661972586
997,1317.975046644719
998,2469.6393591589017
999,2325.9820936798933
1000,1605.9752732567504
1001,1618.8364391859504
1002,3074.1812116606197
1003,2075.434582748505
1004,3726.5463333287516
1005,847.6305640583812
1006,1409.6508670904973
1007,1317.783888453205
1008,3592.170327126424
1009,1182.040868747139
1010,2605.31134862522
1011,1628.6681040757885
1012,805.7662934379109
1013,2400.7999986942855
1014,7680.118880008231
1015,1378.8421476713768
1016,1357.8470395251697
1017,3459.361501788184
1018,1015.7974537041107
1019,4358.245764893609
1020,2879.072855884237
1021,2612.35737434577
1022,3554.912568232746
1023,2512.6128836157445
1024,3624.9460157102167
1025,5476.270786384869
1026,1776.6434882807266
1027,472.80136302736935
1028,1835.4824057723306
1029,1598.679937236691
1030,0.0
1031,8011.0683949352015
1032,2648.6491260154444
1033,901.6433804174825
1034,1745.843065948168
1035,4021.6507480336786
1036,5008.91448313441
1037,19.617015276466024
1038,937.2880840567285
1039,1951.0911022849884
1040,1001.7342115443747
1041,2540.659663253437
1042,2447.249368425163
1043,1853.857797101613
1044,1115.7296631467123
1045,5104.85441111125
1046,752.718407406
1047,3788.6277082300467
1048,1693.554251883454
1049,4091.3408599006216
1050,2919.46346637341
1051,3787.4900482124963
1052,5527.7675247510315
1053,4179.2046511931985
1054,3710.2544898267806
1055,842.7635748825727
1056,3113.353011878316
1057,2132.8672733690755
1058,3127.880292407682
1059,2613.9012496038545
1060,2985.2349530392908
1061,239.25855496298502
1062,4068.198051056541
1063,1818.3988113899868
1064,3929.0216786320275
1065,2228.6390497760335
1066,1495.503454423789
1067,3706.302510117241
1068,2107.2456747716046
1069,2107.2456747716046
1070,777.5326540894024
1071,2772.1861430387694
1072,1860.0803729944257
1073,2714.539696232014
1074,174.34666958209286
1075,1057.161974675174
1076,2360.407570966141
1077,3871.043885017634
1078,2661.97716883122
1079,3389.28823420826
1080,617.212459481832
1081,4388.8410337502455
1082,2270.9358183420345
1083,786.5054228522762
1084,2934.3060011365224
1085,7271.020011963183
1086,6945.558182224263
1087,2794.8583934238595
1088,3777.3362452408314
1089,5836.800296523061
1090,2492.6375403910947
1091,4169.493704234491
1092,1943.3858313992139
1093,446.39299917967253
1094,2978.717658293609
1095,56.65666515865261
1096,932.1583995484897
1097,2691.174030275755
1098,3062.4293075866326
1099,3527.892937470556
1100,6621.797850894279
1101,3463.1387371315204
1102,3014.463098296729
1103,1096.019249099312
1104,0.0
1105,2135.247610746085
1106,2249.5218948235024
1107,1630.185153135366
1108,1342.3431316831218
1109,865.8444265876944
1110,2328.7113877525467
1111,430.26177049983875
1112,3602.6938056818385
1113,3437.0686830457953
1114,1797.6548053781805
1115,994.2797303965909
1116,2369.8106402113785
1117,2324.465401891443
1118,3723.5323972233577
1119,2173.580232021759
1120,1896.0775113621362
1121,5512.34385337663
1122,2398.5210095730154
1123,203.4015873394836
1124,1973.1307304539935
1125,1069.9615106656126
1126,1067.107990300988
1127,1970.9573405718081
1128,14.676060115643573
1129,2364.599381687784
1130,2584.6595115636164
1131,1509.7995689513089
1132,2422.7501254650765
1133,2824.0858791950805
1134,3484.321349751978
1135,2446.942452877923
1136,2020.414869486026
1137,3838.2041151550575
1138,1464.4987877441165
1139,4372.773164150096
1140,670.0187184173413
1141,5837.964668992644
1142,2819.682012858579
1143,62.46236715836897
1144,3066.7026961863185
1145,842.937098018883
1146,3212.075641055475
1147,1277.3888586194066
1148,6108.532576048566
1149,3558.994901966597
1150,3648.93886828617
1151,3051.8101503866314
1152,2765.2825896728204
1153,4995.854512387455
1154,2726.097211954511
1155,372.89535131446684
1156,1890.243928652654
1157,3824.5403212242854
1158,2004.155469368519
1159,1678.969720726639
1160,2420.08974678681
1161,3225.5230975794875
1162,1482.4929278916165
1163,3539.7868548157894
1164,1103.3620287636068
1165,3894.344272985905
1166,1950.110486793488
1167,2483.821019669504
1168,4679.174810449544
1169,347.9951594845329
1170,3326.4570383104538
1171,2779.4745279353497
1172,4091.292809293733
1173,5619.7536708882335
1174,5386.085317264803
1175,908.1230342056296
1176,2515.7420274822407
1177,2515.7420274822407
1178,2975.4637361195387
1179,2649.8634666752696
1180,817.0546065536629
1181,3556.7454465010037
1182,6053.459982440819
1183,946.9449232494069
1184,1110.2442228262462
1185,4405.365908273252
1186,946.9449232494069
1187,939.6312358692534
1188,832.9462996433122
1189,4377.250726599207
1190,1545.806983518278
1191,3028.724495925771
1192,784.0723940359444
1193,2627.0682176705195
1194,3766.5541259160104
1195,3439.0514637047045
1196,3766.5541259160104
1197,5119.912002335521
1198,253.02731660225115
1199,1715.190931381779
1200,1264.1641295045217
1201,355.16522299849356
1202,3037.2307650050993
1203,2280.37053549652
1204,1249.6752186955466
1205,606.0608518702867
1206,1312.5313143888102
1207,563.2057405136848
1208,641.05348285833
1209,5611.3507633223735
1210,1647.1385505640853
1211,1324.5717849250705
1212,1627.7062350170165
1213,1827.4896699939104
1214,1784.559286109319
1215,4436.171081684187
1216,1239.752173965042
1217,4106.3787274607175
1218,1899.8899332983024
1219,1032.5548761306004
1220,3481.534870874324
1221,1188.2075840760358
1222,5119.912796080789
1223,2685.9721284655193
1224,5264.594694810299
1225,1360.0267252513686
1226,1409.1935794057651
1227,2450.5622219338175
1228,3604.691207215106
1229,2366.411168806638
1230,2280.783350954826
1231,343.29752568185353
1232,3197.0252676162336
1233,1286.3773396848335
1234,2330.2154418836317
1235,798.1966093703122
1236,1460.5550889820627
1237,395.1871948348058
1238,1926.6982908274708
1239,1430.2965598836447
1240,2059.8024824902845
1241,2356.056900258354
1242,1498.3872939906473
1243,866.6149318231764
1244,4579.3414889014975
1245,4375.553613655075
1246,1411.042430680528
1247,1345.7596964024879
1248,2215.5057843175937
1249,1053.1244649389253
1250,5912.581786990034
1251,1466.0637021461557
1252,1744.2149634776567
1253,423.878229421434
1254,3749.777873706452
1255,4482.862055537511
1256,798.7490924272016
1257,4018.92512265172
1258,2458.8216480723468
1259,8339.91164366017
1260,5643.193600340556
1261,1023.9588024336675
1262,245.29829978515087
1263,4306.58126635524
1264,2518.2298305631566
1265,2944.659471212675
1266,7126.834971858923
1267,2352.3904992855646
1268,833.6543386785623
1269,258.6815437505742
1270,2356.111685116498
1271,3736.4895952006386
1272,1914.1122466874717
1273,3685.336993120035
1274,5386.0519059986445
1275,3721.0228906604175
1276,2638.0872180275246
1277,4830.348506629388
1278,2967.0366191356293
1279,4186.150075283638
1280,5914.206654594734
1281,3275.327939892945
1282,2281.005746832703
1283,1264.1641295045217
1284,2136.0962029735947
1285,3677.584474554953
1286,6416.487926327135
1287,3094.6734810479875
1288,3896.0597638307286
1289,5365.313222090399
1290,785.4992675381538
1291,1455.2467823011445
1292,1750.641743813792
1293,5220.82646583471
1294,410.00324019542165
1295,2214.119499861758
1296,1615.6180947444298
1297,1275.0990116229023
1298,1173.5403426662772
1299,4857.568616221338
1300,1148.0831335705227
1301,1311.5257172423196
1302,362.666562713346
1303,1240.988165027638
1304,3777.7637871164643
1305,1005.3787251472041
1306,4223.074194691958
