,nearest_wetland
252,2789.5066531765806
253,1585.6839697033242
254,5376.097655634892
255,2596.317679643532
256,2718.265547702093
257,1394.347164402181
258,2101.5091195253076
259,367.46685651954056
260,4273.186866513441
261,1184.7757268885814
262,3887.632793519075
263,981.2277586249572
264,515.658370996619
265,1145.5601196802172
266,4439.270633696313
267,942.1932766308497
268,2167.352285547681
269,1295.8217282008432
270,3891.014293011099
271,1264.035253665866
272,3075.1432119928604
273,1629.7590568586575
274,3106.578043902375
275,588.4602417488576
276,1499.9205823752052
277,2613.698146605318
278,6691.237386751393
279,2054.6562399693057
280,1865.8975144190229
281,2148.717179955642
282,3531.7500103513735
283,7429.942541614449
284,2161.3322916804955
285,1498.3632699037707
286,1088.4990831401815
287,1137.1349033747463
288,1935.0092101390276
289,1671.2233586301513
290,4556.017984718771
291,1533.17249734487
292,1348.572046740503
293,1040.4600533359196
294,2072.6608104114093
295,2563.438339860171
296,3607.638224339729
297,1761.366472217429
298,7381.754535700074
299,3031.7696344379274
300,4232.046342148075
301,1808.7447973093858
302,1284.5549214091327
303,5200.059515269289
304,3054.4002999032978
305,307.8237834926829
306,2619.4409287994313
307,2227.995205740579
308,1079.16166234947
309,1950.0708128297063
310,6830.839603385217
311,2459.056137923792
312,892.6516151307486
313,3060.626240423773
314,1158.5720436142906
315,10449.94231008171
316,629.1381982585627
317,4858.433373960947
318,3800.6437136387754
319,3073.1468907426565
320,1813.524834546974
321,1159.3435500476235
322,478.82852347747985
323,1263.9002963665946
324,341.2914995607151
325,228.21964343335236
326,1985.560103615393
327,1614.7759720698157
328,2824.294358789414
329,608.3032414769905
330,861.8872558116797
331,1987.7483835349112
332,1143.8422442793835
333,1432.4966943725763
334,1382.362854534095
335,868.1015652889779
336,785.0227571385251
337,5137.180600316931
338,5444.577404889544
339,2437.2135510610706
340,1423.8658331336615
341,2272.34904842252
342,2352.0773989372688
343,1466.6944835996678
344,897.0015169122951
345,2100.410024770114
346,933.4956142582125
347,2153.9876393446043
348,43.51887578430334
349,1589.1419975190101
350,1525.6735547544984
351,4009.762164988296
352,1591.2737664178176
353,921.2474797958799
354,7429.942541614449
355,1313.2326529399045
356,7283.352437869554
357,2842.8153939887598
358,4868.423829172087
359,321.782962990785
360,3249.957470540496
361,1071.5604213836375
362,1071.5604213836375
363,2200.7521179521787
364,939.6352866846518
365,1532.0241317382183
366,1070.6723898816501
367,824.5255303547513
368,1560.5695190168885
369,3005.1585832323085
370,1577.4558657461137
371,8924.313872247503
372,2138.7341748270796
373,5141.96121547792
374,1457.5670562029743
375,616.7277789841418
376,2080.099910967266
377,4907.86220551731
378,4663.975921309213
379,3019.9069778937824
380,1956.2733687432867
381,4011.67771827846
382,4620.5680514524665
383,4251.17315870661
384,2177.531389621875
385,2034.6088834580964
386,2517.449544493366
387,418.3595558967578
388,2996.54797021729
389,1603.6763587061116
390,631.9821430195149
391,2285.4054565463625
392,7765.704171030925
393,864.71615062308
394,3082.8537655931245
395,3007.290184719611
396,1672.7648676733672
397,2305.270575424879
398,2172.2020393753746
399,1751.9662889083468
400,467.9978973855351
401,5677.7999635494025
402,1726.2518144082271
403,3156.0260100501387
404,2874.723026846124
405,4122.200285011091
406,1904.43405690486
407,4116.693559447566
408,7514.967487403129
409,1757.3075931435494
410,846.7089322149391
411,1225.907261170801
412,1111.977485633517
413,4259.66951471787
414,2980.304212830125
415,1354.7925628249877
416,4548.117985042828
417,2929.022429923178
418,3043.478287691779
419,3120.99307186661
420,1381.1035287791326
421,844.4262234862088
422,2663.5268199693937
423,1348.8484716222706
424,2117.6406128548106
425,0.0
426,1928.1339520501917
427,7864.759997704392
428,2860.0666549031166
429,2934.0593697433956
430,1939.7834975313644
431,1583.7168378368926
432,3524.243282787185
433,3923.989243096609
434,569.7322044700846
435,3534.772427254682
436,1792.0583775400971
437,3427.8159334175516
438,5678.476158905649
439,3192.6098886228647
440,2879.555072926893
441,4773.1175211859545
442,5395.37609985187
443,1774.2978636920056
444,535.1460726467968
445,2914.988946478505
446,2103.295056119223
447,2417.8486040090734
448,3672.648700027973
449,5640.489254099527
450,6608.771875652169
451,2656.0653269052104
452,965.6254166616653
453,4951.922193075512
454,2334.9828742909413
455,6734.133884955187
456,3360.118402256242
457,1667.369210931983
458,1711.4950481231474
459,736.3562938948885
460,1683.8447650174437
461,2366.9135607595686
462,1231.6285436279857
463,3567.6520781879685
464,1002.4722611567033
465,4778.3639755659115
466,1002.4722611567033
467,1152.4804858145546
468,456.09598062718754
469,618.0975440381079
470,891.2749975062495
471,456.09598062718754
472,4493.572919398446
473,5569.780554891048
474,1791.2760447134656
475,3124.4373574074575
476,570.0804125311323
477,8213.73693803685
478,1560.0513849319982
479,2559.1277158682274
480,2540.2016515559158
481,1116.9753615758939
482,2453.4881792996557
483,589.5864051016496
484,3568.9270372181963
485,5211.651869599383
486,1099.540958839726
487,1906.4768087887635
488,1784.2015957363556
489,997.8757894218628
490,2358.5224397509096
491,3124.9157943942355
492,409.68219116777374
493,4083.5650308287413
494,3107.047558946891
495,1618.845964178123
496,2449.2968853282446
497,3163.3784021464526
498,5039.56014373704
499,1507.8574301227077
500,2844.73200770813
501,1530.1109908038077
502,3945.1710527958467
503,6503.824545031756
504,448.8981661132952
505,1992.559242042836
506,4954.056859698104
507,1133.4804200206645
508,1765.3316893648935
509,3506.0641250433982
510,1134.6475750632403
511,3831.3941546430683
512,2203.1571002168125
513,2556.9668402547927
514,2862.9740746973557
515,716.442464566293
516,5830.379097170918
517,2372.1959106465333
518,5873.448484847451
519,779.3515441771709
520,2037.4210653270964
521,10610.04386917502
522,1533.157542778252
523,2505.020192819338
524,749.1796086379461
525,2416.0121259640155
526,1777.3381627586857
527,861.3744838862372
528,1352.026796383661
529,2037.945312270006
530,3957.701936827792
531,1522.4259798019941
532,1053.9536271589463
533,1194.7015940740957
534,6907.726775621996
535,10733.703703704918
536,1478.1214811795953
537,1339.9824998530507
538,1590.725112205916
539,689.9520866276358
540,1412.333902416974
541,1988.6631650656861
542,1530.6465436029202
543,2219.2537165990498
544,950.3835953092005
545,1700.3360770577885
546,419.71852359578963
547,967.8824903393204
548,5389.535564038217
549,4439.266818241875
550,3148.1524774473005
551,4955.642614867238
552,1371.3717507056597
553,7902.504682334573
554,1936.0485460949735
555,5451.426364583793
556,3066.24003505724
557,2393.419876321054
558,2666.9586111320314
559,1531.0556702207973
560,779.7110468879474
561,5080.213178837171
562,1326.7985230273098
563,4757.67721802806
564,2013.9065201823507
565,4631.824994819594
566,6855.912296706355
567,2264.618652388126
568,2264.618652388126
569,991.5340365132289
570,541.7580234453727
571,1214.5012002546578
572,1577.915180603408
573,2014.2823024573174
574,2107.1092232259916
575,2307.006121303324
576,2488.4109157010425
577,250.0239614144374
578,4482.038755420631
579,1424.1436607390124
580,1754.5150154677028
581,1403.7897862278053
582,3150.218001400628
583,788.8465695923744
584,5041.421686675549
585,943.0978791428142
586,345.7321088522789
587,3066.24003505724
588,362.68774873689455
589,2107.1092232259916
590,1541.1621765490775
591,5129.669453391805
592,2154.5315434117924
593,5511.9735533196545
594,8209.808139740191
595,592.3781049144585
596,1141.6760955606114
597,1140.6690312712562
598,1242.492284291836
599,3259.392555553902
600,1099.4773213159717
601,736.5115109683534
602,1076.4699351125162
603,2601.1616567113942
604,1117.2860994331934
605,836.5172530822276
606,3575.3192231000717
607,6087.456813188481
608,3708.829852611705
609,2341.496345231649
610,2567.7744086018934
611,6070.505916948684
612,1149.4633971612002
613,4031.058254465838
614,1833.3912100611155
615,1506.14774746178
616,4656.882059661334
617,1507.5095345395728
618,1762.6522603693415
619,3359.0956790958485
620,2096.436539188514
621,544.5058258475123
622,3620.761888909772
623,5873.448484847451
624,832.8603449655836
625,898.1954121845979
626,2353.576139020724
627,362.68774873689455
628,520.1512992396666
629,2306.2815742037124
630,2194.683407522104
631,2306.2815742037124
632,429.5378734183132
633,1838.764459759855
634,2036.2961203356756
635,1316.272768203511
636,1102.9785510958807
637,2691.117607681766
638,7727.002970225651
639,3334.094955963898
640,106.18340586061467
641,5691.970479055839
642,2210.4473159610407
643,3222.923812887213
644,3782.145687831405
645,720.166777862332
646,1004.2060180818562
647,2484.6783046001174
648,8000.688227524017
649,584.8058531678664
650,3157.7265646039677
651,1177.2150627832054
652,3626.3010685142553
653,1745.6247821196569
654,3253.0041016028645
655,1144.6894114170038
656,4939.850569031958
657,1140.6325665904883
658,2628.1099492833173
659,1509.6690886387896
660,3960.4710160669583
661,3666.3315834727437
662,3653.2730089704537
663,766.1422601361622
664,2227.401589972194
665,5919.329135951524
666,2020.0867543669885
667,1524.4315775630166
668,261.572896824687
669,259.343939719961
670,2410.1616415132034
671,3560.0202866181944
672,2660.2728742947866
673,1081.4682863729388
674,1876.1080104482057
675,1070.7692757678
676,625.8960507985865
677,3180.3354106270617
678,2025.7753179709755
679,1532.957184998602
680,1932.0670465492967
681,138.1580008425226
682,2242.918627484257
683,3008.5349112200543
684,1264.2064211921108
685,1565.435403049247
686,1284.4883644911122
687,5439.504648086047
688,1509.4888196160618
689,346.8893158446975
690,7160.84970598479
691,602.6575544467776
692,4479.269403331868
693,2053.935070282322
694,778.5594318262265
695,3244.412363459642
696,2681.6747973604124
697,1389.8930183948303
698,1153.0533534348667
699,562.8877630674739
700,3722.1091220329245
701,1322.1671010726354
702,1169.3359192781506
703,1359.0907723189325
704,1417.6096251773058
705,2190.9412484436693
706,6651.7096587389315
707,953.023158636768
708,82.62207603238625
709,2528.5758277402197
710,1529.9818716815664
711,8947.514856110873
712,1537.5372749791497
713,7720.48579964978
714,2180.872011750597
715,820.358566795813
716,2021.2918350520576
717,2959.2695236784657
718,1729.8327614111618
719,3626.6842073525595
720,899.9861867421233
721,1263.6112707024095
722,2659.61963680477
723,1351.7323708542626
724,3011.8422169474065
725,2067.099152192404
726,3173.70645211095
727,5130.68503328836
728,204.49240750767257
729,1328.767707234211
730,3379.6948543945123
731,1549.859511838499
732,425.47745441756985
733,1629.2679147415968
734,1241.591130030057
735,1936.179869511212
736,2283.1083661959
737,4643.879762928169
738,4281.164522148691
739,2018.4966777203686
740,807.9911836294011
741,2209.2296287368267
742,6072.590764692406
743,3778.6705411628905
744,3871.2314294426
745,2174.3782798300726
746,1778.4196158099603
747,3987.8466909776002
748,939.5179160521544
749,601.6341625772427
750,1333.5337501019908
751,5789.309480378097
752,9036.163892035369
753,1346.5771748494471
754,2264.356115599479
755,1037.50349650736
756,1639.7568939547562
757,2172.940821626547
758,1181.4923582391891
759,129.8059121955583
760,2379.475318995045
761,3684.7143451628162
762,1482.327319002823
763,1705.9202337069296
764,2325.3306162077856
765,2571.1366027979693
766,1007.9514302750999
767,1928.837767711053
768,2451.0022290736
769,632.3851176402701
770,2451.0022290736
771,1533.5463661551953
772,3366.938302857384
773,2620.0563608689713
774,1659.38435621926
775,2326.236455364187
776,5725.055985129408
777,4095.694605776485
778,2117.4690545530143
779,746.557933839397
780,1365.6490077174801
781,3920.938209019459
782,2153.8150185890017
783,510.38027034492103
784,1942.673024455414
785,927.122233469896
786,788.9608666476515
787,1850.9050680069138
788,10128.491036412788
789,297.3458936536953
790,1827.8495293792428
791,4369.499598994869
792,404.8247362201491
793,1613.2955215870293
794,1127.125904057154
795,3849.061516116304
796,2036.9812539516006
797,2601.880229362967
798,3632.5784857478143
799,2349.017296133317
800,2026.7887802096652
801,285.60504458596085
802,1189.2000260653892
803,1271.8072779440213
804,2621.4387553424426
805,1189.2000260653892
806,3626.144492039547
807,2506.364234393899
808,1540.614411658258
809,199.16584873854777
810,5244.179647166329
811,2012.7903672886914
812,457.97934734955453
813,2130.2901118157147
814,1507.8308387539064
815,1439.9856260999868
816,6302.352371069861
817,2635.226752571621
818,248.98224654101045
819,4346.022832179239
820,4354.946422297256
821,2025.1395690434565
822,904.2645120548387
823,5330.360669539246
824,2680.930323433511
825,1679.7105956756748
826,655.2996945130835
827,1679.7105956756748
828,2042.8996405569146
829,2780.5842408888107
830,1524.1294089230137
831,4411.218667412227
832,873.4330333914477
833,1338.0023567400244
834,1077.537533938353
835,2712.517252851234
836,2398.6350902823265
837,1190.115978589058
838,4599.650137652715
839,1934.9557393553443
840,2629.8665069029503
841,3844.8184835520424
842,1375.7857887026153
843,2741.2962099981546
844,2972.7715037664157
845,1713.3716355136603
846,434.96762844043604
847,1689.3578692634842
848,567.768296315233
849,420.1111021365786
850,1116.8640579679468
851,1820.2846102409433
852,2608.815222561633
853,5869.218813126493
854,1132.5011108589565
855,1216.4396358418182
856,221.89469397298566
857,4217.535628943432
858,566.9463625936423
859,1158.283734761935
860,2244.14142310716
861,1339.838406398641
862,201.42443529387774
863,3396.5794656277058
864,1569.8335129352354
865,3932.350250839782
866,317.68478664893695
867,629.1543032085685
868,1951.7288651268532
869,4473.14564885806
870,407.5069001785697
871,2448.8745530131027
872,3135.0578536755634
873,185.9730895281603
874,4250.668057733446
875,1720.5397949382143
876,2100.421090100332
877,1430.9548046919747
878,7542.074392885698
879,445.3426170748216
880,5754.965793921934
881,3242.3952089259997
882,1555.079325214994
883,2269.2870093767788
884,8160.151112955408
885,3162.4731067355165
886,1147.9743459273593
887,488.78276556714604
888,1193.6683617180474
889,1155.8750613730797
890,345.0361763190158
891,529.1271055181876
892,2285.2659373904585
893,1715.1089828268923
894,2242.7963525800224
895,2579.797383729711
896,2285.2659373904585
897,217.46582568627096
898,5427.411472511387
899,2167.4596728971446
900,3101.7653653733
901,2681.8979206774616
902,70.64590613712666
903,5023.363317062615
904,1501.5043261486987
905,1625.261503321967
906,925.833308437405
907,1458.5004522061492
908,2582.5393082087558
909,4322.139565304358
910,1214.1363282830812
911,8083.681036952579
912,1501.2584701975595
913,7045.298291305861
914,1834.0349443157786
915,2273.6412051844936
916,4365.536806764129
917,4278.359426826891
918,8303.548042505648
919,2571.271216554539
920,468.7473431373263
921,3013.53188069046
922,3995.889497901202
923,1455.735314387402
924,4741.442022275683
925,4042.3839031243347
926,1714.0665975553688
927,784.9467356885822
928,4421.461631164447
929,2110.6311978331314
930,6077.101057448943
931,633.9390519495975
932,10.187160164140332
933,272.39087945027745
934,2531.755304021652
935,1841.2183581701404
936,282.22229752722995
937,1398.0540939888094
938,1870.1121958041372
939,861.8177074473955
940,487.47099048083317
941,4460.840240577442
942,1353.249424466174
943,1191.0078642234002
944,5808.114187419339
945,2622.8407706302205
946,1701.1492377957916
947,8963.142090222702
948,2245.3750098956248
949,1901.489357382882
950,1561.7438964603286
951,2703.677759911434
952,2787.2007806121896
953,5743.81657670131
954,5722.073396095255
955,1577.6247764964446
956,2967.68998660914
957,2533.4511286330403
958,3443.4568455422136
959,2175.1488993304943
960,2402.767920529278
961,1952.0548780927297
962,3076.2519234420456
963,2763.533301162025
964,3066.24003505724
965,2392.361538476812
966,1985.3175513165693
967,6574.96934891303
968,76.92453282742198
969,1789.7382850232466
970,583.1383209454015
971,2287.33825002143
972,7334.490684419661
973,1437.8256442024738
974,2416.200700975261
975,1615.6190417893254
976,2828.913207963818
977,510.04404305196203
978,1590.9364613923367
979,1973.2190528082406
980,2890.9220919337595
981,7400.541198535124
982,7068.84408181608
983,4416.991943801133
984,4685.605356187462
985,2469.2423853893065
986,2488.4109157010425
987,5021.497290847675
988,2039.3012441639567
989,916.606593005905
990,3235.7129487573625
991,2906.896003902505
992,1490.7107330776391
993,1967.1282663008806
994,1707.697418881487
995,2989.2252277984135
996,674.2783868129522
997,2666.9985303545664
998,59.47621095571409
999,225.1099284044601
1000,1207.063997384147
1001,6135.800538907256
1002,2853.7201508645503
1003,1560.3413475141158
1004,2217.1959474120513
1005,564.4921457984872
1006,2432.64187695341
1007,5467.134080781564
1008,1886.8673165330479
1009,3214.199180383364
1010,1520.7308506988347
1011,2253.9193948411935
1012,1601.4898909730346
1013,1745.1539140881623
1014,3849.2384492981178
1015,829.9348147738532
1016,1389.8930183948303
1017,2980.1485963710174
1018,1712.47163570163
1019,914.5183360405134
1020,2799.4959953463117
1021,3031.1391426607433
1022,772.1335183601894
1023,2018.8323303628683
1024,892.9322146056263
1025,4669.4502997782965
1026,3251.1527537641
1027,2190.7466147092623
1028,2099.4245528079396
1029,5873.448484847451
1030,911.7279039749897
1031,2241.5280728769644
1032,1364.727681924416
1033,737.7223482022921
1034,92.43030434988572
1035,2442.777867402293
1036,4855.400846202285
1037,2018.9680709547195
1038,2276.203880754956
1039,2986.9330800543175
1040,2897.164826557779
1041,1736.2816240449845
1042,2681.4848696013382
1043,2204.495298774645
1044,8947.514856110873
1045,3325.608261129209
1046,2237.9795679500453
1047,2034.2672951995887
1048,2087.6194319457327
1049,472.53704450698945
1050,2871.535173846845
1051,3826.355148142071
1052,4767.8813018212
1053,3188.537810251929
1054,476.4831106274669
1055,8459.439385891481
1056,828.2933516605849
1057,1647.119373125874
1058,780.4161040561643
1059,868.7688529967024
1060,968.6700325521143
1061,1200.0230462425727
1062,114.76616690824424
1063,6073.850651031874
1064,2982.5865262403295
1065,4632.535579483067
1066,4877.622667436043
1067,822.8520761793956
1068,487.47099048083317
1069,487.47099048083317
1070,2979.435670718782
1071,7691.3511550196
1072,1433.3564312037413
1073,1153.3947640803528
1074,1606.5921163532855
1075,515.1829906029908
1076,1934.3915788044785
1077,1706.604874102835
1078,669.0701417884189
1079,2760.0123479922754
1080,2405.6114248547397
1081,6573.173010276925
1082,140.9855323338473
1083,702.1950051663925
1084,3948.486666450487
1085,4345.507784651301
1086,1141.7347062205126
1087,4375.490493584943
1088,1478.4036841698087
1089,883.8179583895632
1090,2041.1405910119659
1091,1451.8590274410758
1092,240.32868624979952
1093,1706.2437002787328
1094,1103.1320574646595
1095,5106.834555253055
1096,2875.6046036209223
1097,299.5635666982805
1098,824.0951079339507
1099,2076.905062005281
1100,3642.6075210633758
1101,3489.959334133664
1102,3673.626655931767
1103,2633.903092779088
1104,1704.7843987062954
1105,3156.0260100501387
1106,1286.4827393248127
1107,4850.076535936523
1108,1026.5961975763353
1109,5897.951311072151
1110,1019.2059311028333
1111,3057.0401137688377
1112,454.450611428639
1113,4164.4807789413
1114,537.3565298080703
1115,1475.2656210487642
1116,1902.1825231841037
1117,3637.352284932849
1118,832.5297687568396
1119,1350.25589843242
1120,5896.745876600397
1121,2278.5339502580136
1122,1565.020662733174
1123,4023.334253097728
1124,888.5183261902043
1125,6178.5787578030295
1126,2153.107159026708
1127,1308.3793495537886
1128,549.3263273455998
1129,803.1071262883952
1130,1218.9468357014891
1131,4635.680879612053
1132,374.3888513978529
1133,1122.4572964228464
1134,1312.6630143047464
1135,182.26707359380245
1136,4512.392385293896
1137,191.4111094752473
1138,6409.925454382878
1139,4701.527369979288
1140,2236.552907372939
1141,1609.7362288486995
1142,1255.7760432873677
1143,564.1847178351371
1144,3687.5810515896233
1145,3193.597640113529
1146,2021.8796705501115
1147,929.0291934523239
1148,1757.095396919015
1149,250.0239614144374
1150,1677.4546580544884
1151,2187.6016624428244
1152,5242.572894589532
1153,5369.169427015557
1154,3055.636909901104
1155,6697.738057065857
1156,314.91412610417456
1157,4133.556600514052
1158,1637.4633577337845
1159,2086.7442758996194
1160,960.1324653825613
1161,4945.092800169514
1162,7886.07131630288
1163,1612.8928412092348
1164,1842.4642124653856
1165,289.1003516056888
1166,1661.834817580613
1167,3722.026623481076
1168,5473.871008856628
1169,761.3693822041589
1170,3830.703558147676
1171,1332.7805532197658
1172,610.9568034051129
1173,8044.682461596706
1174,7855.880273667015
1175,1048.3831157834795
1176,8192.602120732226
1177,8192.602120732226
1178,3753.7544635223016
1179,1665.15922860289
1180,638.511141201861
1181,1759.337677220298
1182,3118.5269279075624
1183,8657.50175236576
1184,8710.486398641977
1185,4670.799860561244
1186,8657.50175236576
1187,483.5423634027588
1188,1180.0592397872545
1189,1422.219754571411
1190,2491.2009091757504
1191,2323.459459788356
1192,2225.7553984716433
1193,2690.7824066346734
1194,4058.040603300982
1195,1720.9451122751316
1196,4058.040603300982
1197,4727.215326097199
1198,5781.248625085141
1199,1593.7794964408815
1200,3719.290377055817
1201,1861.9640082751012
1202,2148.8195847995703
1203,1108.0858209111848
1204,1247.1688757650882
1205,1912.6859706460136
1206,1690.2004843058917
1207,2164.1063684174806
1208,3001.827077831873
1209,5271.989715261539
1210,396.38468457117614
1211,1818.004480929821
1212,156.97914140056773
1213,4156.9351650201415
1214,126.28246186389373
1215,1518.2542072253689
1216,1919.2404654060038
1217,4439.733874368235
1218,1796.1383162211885
1219,8029.4675503390345
1220,2440.1789450825568
1221,2660.466567496375
1222,3519.6709250470967
1223,1482.9920390085083
1224,4961.233162239499
1225,1755.2506099794305
1226,3559.0403165370262
1227,1984.9201579079395
1228,476.2632099138211
1229,1998.3536321995205
1230,1783.9907075112433
1231,1603.0672536054758
1232,3363.111337652655
1233,3387.6566059568877
1234,944.0140483094715
1235,2478.702104409473
1236,1592.8755173899058
1237,3241.4978686931427
1238,3398.4877417913053
1239,3228.0405837134413
1240,2180.867929192604
1241,4091.0710975305387
1242,2171.8627908614285
1243,1459.3187924636368
1244,696.931454717876
1245,2627.9339994749607
1246,2614.6766275301043
1247,1212.577723158796
1248,764.4178271445077
1249,9123.532052711977
1250,901.2491242030175
1251,101.80115118131678
1252,2752.4671332527664
1253,2525.1491711909225
1254,2249.6171180166343
1255,1613.3569324244206
1256,167.5980288918721
1257,1232.4823622400136
1258,2286.319342057208
1259,2745.7631981825234
1260,7468.941402704549
1261,2121.4215416013485
1262,2069.1672090359602
1263,1754.649305665902
1264,1380.5594447707765
1265,1531.6378911852005
1266,1911.9716084675379
1267,969.8136402368165
1268,3029.516302762876
1269,5643.992270350132
1270,2466.9542397346754
1271,1080.836892145566
1272,4787.486029477728
1273,2890.9220919337595
1274,4849.081903964176
1275,1253.5287708548976
1276,2612.754698791376
1277,4360.6574122101665
1278,1938.0852667352474
1279,3058.724536867834
1280,1887.9263202759462
1281,3344.9061809968343
1282,1894.7649824835419
1283,3719.290377055817
1284,1852.7421761631044
1285,4764.642750963163
1286,1892.0104420229773
1287,1813.1318343448668
1288,1733.3633428719418
1289,3956.3109796756466
1290,4200.47074386546
1291,1606.7932426823847
1292,816.2169468903913
1293,5262.107547593958
1294,1804.3116192328757
1295,1846.3075601848873
1296,4215.048186288113
1297,876.5491957936654
1298,714.7986232793035
1299,4919.852927717751
1300,1159.6214699257218
1301,7134.7982078363375
1302,1782.2728940540242
1303,1212.426945342123
1304,1713.0332871800335
1305,1475.690208953908
1306,2719.268292501106
1307,1708.0821006038313
1308,1317.9554839528832
1309,1209.5738121629865
1310,650.6422809931925
1311,2376.8313681478007
1312,6577.356740182158
1313,632.3548574182205
1314,6577.356740182158
1315,4174.91984732921
1316,3003.599846626267
1317,4439.472933729092
1318,863.0048155410668
1319,1062.2918772417456
1320,2077.4461714511044
1321,6639.932802200194
1322,1292.3582078499303
1323,949.5567374461826
1324,1594.0873052037105
1325,693.8691550387083
1326,4967.809361235
1327,1226.4834143174164
1328,1130.038445129086
1329,2018.8940684193612
1330,868.1015652889779
1331,611.4187152790903
1332,3444.834118041961
1333,2900.891833735876
1334,2443.070770575568
1335,461.0109463300576
1336,692.1395726864531
1337,5395.22347875555
1338,1326.502513907749
1339,1533.4762905808464
1340,1860.6438488776912
1341,1539.3873637309155
1342,1653.5340637557283
1343,7355.269999149802
1344,2558.9361665755127
1345,1113.6023454842632
1346,4540.224106809697
1347,4630.316428628767
1348,3216.8046302095677
1349,4906.978074731809
1350,4403.978588607042
1351,2303.951749745111
1352,918.8201447045909
1353,3343.3627067716952
1354,1465.4754773360569
1355,1946.1336836074713
1356,4968.365749261396
1357,2264.322627483911
1358,1841.651059021749
1359,2124.398011846405
1360,1267.9204933682304
1361,2497.998241087962
1362,878.2905255773376
1363,1093.592703101137
1364,901.856843195934
1365,7097.659394742705
1366,1572.1741887437183
1367,6450.3733476171055
1368,1476.3299803475347
1369,2156.781875694126
1370,1214.9933884308862
1371,2695.461386608438
1372,2152.3213733225903
1373,2188.494404313064
1374,1768.046184091501
1375,7123.318217143233
1376,3320.653163207518
1377,2336.970987525736
1378,3917.8124420201557
1379,3145.918930448624
1380,3639.3292078685117
1381,2596.339445422486
1382,1358.3114866098176
1383,2464.3637335270832
1384,1013.5266388993147
1385,1558.2109174200066
1386,1970.5358311936186
1387,2525.065328554873
1388,2705.719973143419
1389,358.51115394292555
1390,6885.636224988954
1391,2150.8356432117876
1392,936.8911083068796
1393,3954.482508462717
1394,3100.0699161501343
1395,1661.568799228085
1396,3191.050175498195
1397,1827.9448653395468
1398,2898.0123763612505
1399,2596.973284952946
1400,271.34597771347177
1401,785.9192774870074
1402,4841.734477196521
1403,2454.6232750171494
1404,1823.6582623680995
1405,7729.366723379821
1406,4253.36270885973
1407,3924.9835612151664
1408,3312.469203419567
1409,3036.7836188856654
1410,1390.5725814067923
1411,1694.8893820828455
1412,564.1877236291434
1413,2486.014324161733
1414,3506.0641250433982
1415,274.14405910439024
1416,3724.551427953162
1417,1922.9616504631601
1418,4150.648221800573
1419,1418.342550462135
1420,1534.8396544722862
1421,1825.7150639727333
1422,1276.4206185428088
1423,1166.8465893975535
1424,1928.7253425924112
1425,1733.1372172540766
1426,652.3531525521776
1427,2619.5276022391736
1428,2368.2969005213154
1429,4808.044263766305
1430,2457.0099500915794
1431,5116.622387561455
1432,2909.1052045147244
1433,1821.4128151576479
1434,2086.696683541028
1435,2344.1296679725033
1436,2947.3683250595777
1437,2085.1179318639715
1438,1438.9668929258712
1439,2090.944019733482
1440,1871.5583841947496
1441,1006.5095094280248
1442,1068.4629645916414
1443,4127.823624010325
1444,3441.0846807637968
1445,1004.2607131700601
1446,2769.425635548466
1447,2028.874583603866
1448,1191.4634720995755
1449,635.1852198734607
1450,568.0863043273519
1451,856.2695302588721
1452,1178.456135161443
1453,972.5002325363117
1454,356.4927650835705
1455,4087.6114452674483
1456,767.8159273656248
1457,1963.227551506314
1458,2531.755304021652
1459,3507.0748804459236
1460,788.7120947361489
1461,7986.118718098421
1462,2084.2558321266015
1463,1597.0088331950506
1464,3478.93035521017
1465,1364.3744870990477
1466,384.78388415904857
1467,5369.169042031775
1468,2084.2558321266015
1469,2558.009006271846
1470,2383.241725436925
1471,4670.673855804598
1472,5505.446922164285
1473,617.6058413198801
1474,6325.854580407392
1475,2035.1008093742314
1476,1570.1381774099173
1477,899.9513939375107
1478,4121.490425935659
1479,401.48655251586115
1480,2758.448235176256
1481,815.3914356907937
1482,4275.592547495906
1483,1446.0363881436974
1484,3362.108522267267
1485,8381.380597614456
1486,1034.8620447668886
1487,931.6515283965058
1488,4315.6388887074645
1489,2815.6941845622086
1490,1968.5956779909602
1491,2679.5121562104905
1492,4893.612755456487
1493,2179.1762653273004
1494,4481.977688530565
1495,2050.3966143160596
1496,654.7578631753425
1497,4745.60506284855
1498,2946.3021898830184
1499,901.2491242030175
1500,752.8934005565382
1501,6129.863821091732
1502,4982.526743509379
1503,1293.5875256370741
1504,1421.5407816997936
1505,1344.9686478420056
1506,1157.762200954016
1507,2344.062097742292
1508,736.9597081935848
1509,5591.609741514734
1510,915.60550211392
1511,3581.411452363173
1512,1083.417617198265
1513,4798.358868607163
1514,1052.696148820647
1515,2633.9593811588375
1516,3453.1685121712135
1517,2267.878324049217
1518,2121.82821705757
1519,1627.3474267967733
1520,6370.246067585863
1521,4743.475662977081
1522,1303.2904971056153
1523,2264.356115599479
1524,1027.0060716066428
1525,3332.9270235708855
1526,2404.0057207502177
1527,2404.0057207502177
1528,3585.62861969421
1529,2611.5410830857536
1530,1310.272312866861
1531,448.9327166984086
1532,2023.0384436042589
1533,2084.2558321266015
1534,858.9801962325844
1535,5284.444534029612
1536,1272.9089686883697
1537,3616.4548341583272
1538,7275.297590360645
1539,2076.09594439753
1540,1752.9508623843612
1541,1056.8344478416345
