,nearest_industrial
581,342.6989739157247
582,248.9961872652056
583,48.2409079934908
584,1816.690536459296
585,243.90624175353062
586,965.6819211558565
587,308.50716913341364
588,513.6765897758304
589,62.90215728660443
590,366.39895688587046
591,1871.5598994901843
592,627.0942597018226
593,1251.5846379532652
594,1503.0939320072384
595,455.8521658563051
596,81.53786274058439
597,91.55340296366282
598,824.4881942270605
599,708.6278539451383
600,161.4775508999358
601,132.49762291880964
602,1085.954816918422
603,310.20931134073516
604,825.890961419078
605,92.28201931861241
606,771.4481483156328
607,465.6945739267717
608,205.47831848701753
609,357.6942801699544
610,672.9483620535678
611,242.81369327199653
612,734.9387338496676
613,649.7395253277246
614,1571.091101395928
615,610.1657992477864
616,42.53370571512511
617,1880.6232057530522
618,1622.0717818179912
619,309.74520187412253
620,250.82937109896065
621,1433.26333932573
622,1202.8989107227367
623,1689.2506234793527
624,2473.830287265241
625,401.80981697934743
626,648.8271154797634
627,513.6765897758304
628,357.8413542415542
629,469.55033902114064
630,609.0686348209549
631,469.55033902114064
632,847.3825700387929
633,429.2558353853517
634,1800.0945237175847
635,759.8918305792884
636,6.480031084630755
637,189.71267931586584
638,1191.7862115376852
639,208.07629555840336
640,68.05830460972545
641,525.1844673984053
642,590.0141342575477
643,50.27524091662579
644,588.3934809285211
645,175.82270608383072
646,976.3519634192844
647,494.4289891391744
648,509.34089957282146
649,838.8430198375956
650,119.2641700893468
651,635.1532690084347
652,2779.1479330516167
653,414.51115568357415
654,937.5673022174914
655,1616.1232033776878
656,185.0615357774581
657,663.9045980475485
658,369.6172732286957
659,363.9856723546692
660,1071.9443283730843
661,1162.308865335458
662,197.1680560234902
663,87.78307045438022
664,1171.2464562320129
665,926.6232025729893
666,307.0365794915327
667,554.0494930697884
668,235.6868090041175
669,234.45576047207365
670,40.56620419870529
671,367.1551510349601
672,300.95978426071974
673,855.6137275287833
674,1464.661097199776
675,403.19619451862303
676,589.1439039931405
677,274.5892051887596
678,411.66609867382385
679,781.4706835184173
680,1072.387829615179
681,259.5672744918284
682,996.9139004021011
683,712.342123241394
684,1222.3828381009673
685,315.0811620929759
686,279.46730758490224
687,764.9768769848678
688,90.12889940977855
689,244.35629182148483
690,1343.6297421483396
691,550.4996203596261
692,404.5809070870227
693,256.11289352703733
694,535.2553988132752
695,65.65120597590962
696,297.6129857858006
697,488.7278518825496
698,537.9188282692324
699,318.3585101281122
700,1116.0152598073591
701,270.41081592596777
702,629.1524009824229
703,291.6958912422076
704,1143.2602746251764
705,343.8923045997981
706,417.6280054159733
707,433.4360596993737
708,130.90826690521607
709,308.1175931541615
710,369.88496175270717
711,1254.8406755956005
712,1256.0718438821261
713,861.1116252228094
714,425.0055470824787
715,74.64099956126793
716,669.2286156874392
717,880.742405066537
718,357.7695654216128
719,514.7468750403082
720,74.07457149902312
721,88.90425240979187
722,126.72807588725549
723,233.83910906093593
724,692.3255706842099
725,431.9725689059879
726,57.20599584451351
727,169.56686910537985
728,11.668471394678637
729,836.2705746488355
730,1530.421986617888
731,50.87795578649074
732,761.1142250221043
733,697.8348492787838
734,457.2641178061941
735,775.0951365951281
736,225.14192943499845
737,0.0
738,819.2079865086454
739,480.7691353258429
740,448.6345799694647
741,400.92912186177773
742,1798.9084163278915
743,347.2597992697025
744,314.1626065934309
745,113.30058171271881
746,601.008645669364
747,485.4795100965814
748,748.7918596434903
749,243.25238017236882
750,515.7719235508956
751,749.8747849804636
752,83.54708125051604
753,1629.1153939204953
754,1228.473850155115
755,317.32998163554635
756,372.4268127797516
757,850.2769201359972
758,238.52024630678036
759,202.2807341853776
760,1111.1833622112736
761,524.40333939771
762,29.066603909315642
763,401.07174539722405
764,1380.1967046624666
765,646.285556558995
766,139.37308201590574
767,1901.9277480377114
768,412.7688855984991
769,465.2907380344649
770,412.7688855984991
771,245.51791870200995
772,0.0
773,503.41961806418857
774,150.32705254319112
775,769.2712856354026
776,0.0
777,671.1299901191942
778,104.88326919739222
779,1111.8627695410828
780,618.3504196433096
781,446.36768118927927
782,203.87207089088844
783,1356.1362982556204
784,426.8232996862244
785,996.8928033588733
786,359.167116062082
787,275.09125036607094
788,988.9583155249612
789,812.8404601543065
790,461.2999258971562
791,1539.197565019789
792,221.72458022030003
793,986.590201308018
794,43.37967520022925
795,1369.1220749478969
796,250.57727183053967
797,590.1057375082919
798,1256.0061263647535
799,635.2721277408176
800,37.98930841044544
801,487.4280767732956
802,784.6578693250191
803,612.3894505365473
804,356.5525581553155
805,784.6578693250191
806,1009.632210847672
807,701.2960215227926
808,609.217087733018
809,337.70260501052263
810,890.0920471508666
811,230.3618109992972
812,112.60656986497314
813,1735.341449091768
814,431.11686962571457
815,220.49357539759816
816,1062.9023173073708
817,474.7006714367128
818,514.8446568995192
819,320.9105446865019
820,445.8475646264791
821,707.3691008446897
822,430.1025099000018
823,261.33254521080397
824,199.79236220056924
825,201.3913893293779
826,556.4357058878084
827,201.3913893293779
828,980.633699860786
829,257.39167024923523
830,498.476232069174
831,305.9146506688515
832,413.79304243960263
833,43.620498701555434
834,1118.4030222356862
835,541.1562914251978
836,967.021139208496
837,456.3648131813756
838,148.15343306898305
839,580.7257233451495
840,510.04236879767694
841,363.81599786732613
842,164.01058161481768
843,293.99752773703693
844,485.50014058724145
845,528.7284888786236
846,1344.7587663751165
847,413.4513898569469
848,369.1043963526518
849,214.97365997727556
850,597.4839520557246
851,1036.0634745066584
852,955.278941356197
853,304.62061759299934
854,126.73832213203916
855,700.2421977629883
856,528.4147002047025
857,884.2159560268894
858,284.2028711156464
859,194.7133411138778
860,240.5134954285604
861,260.215823386791
862,13.528470765077822
863,511.12294434823673
864,86.22766969967836
865,572.7219022334875
866,882.7313004011419
867,648.4407018381448
868,577.9917936404827
869,659.3273890628259
870,574.9982189390056
871,1211.6271971166707
872,265.4825843411706
873,936.2793320845991
874,272.8342430984643
875,289.0479983313861
876,202.58856981629359
877,1030.7552995398894
878,438.82236644414075
879,709.0070641787948
880,1254.1561142713604
881,1230.5643633847462
882,392.662198323288
883,385.8318167209036
884,292.77319217933973
885,28.237080814802948
886,850.9681895061414
887,0.0
888,897.0248727749596
889,683.5047281295244
890,0.0
891,249.79836264337257
892,557.5007148520756
893,847.0042256342733
894,383.6310404510309
895,208.15755311425846
896,557.5007148520756
897,281.47004585833974
898,1155.5941493418284
899,500.42917376722636
900,1293.9564999006514
901,1282.180348812279
902,164.65120926609504
903,19.8537925680999
904,370.1419216708579
905,717.7992102850836
906,134.04042598019416
907,356.04205886487074
908,491.7968298839115
909,183.73001042376234
910,387.46708911637654
911,412.4353971015567
912,321.88903636521013
913,1677.5652723580497
914,467.1011852141445
915,654.0326005166586
916,123.74935796088262
917,142.89648323153438
918,1678.2277968047215
919,500.15211284303547
920,1621.397996138655
921,860.0295198487939
922,533.4408934027833
923,811.212388365843
924,0.0
925,1023.9341332184513
926,613.5417105617704
927,331.11069406528
928,404.0287111679609
929,658.8091800733008
930,395.7800019222178
931,239.92664593338534
932,2.2615086963739275
933,217.99293457042822
934,55.96359166622855
935,54.553884467202195
936,418.39218439880034
937,1759.0833803667565
938,292.3132057931413
939,0.0
940,1254.982820953808
941,161.16195491433183
942,2598.4594359076236
943,802.834304106654
944,1510.762802271172
945,117.91250033089094
946,812.0741312588536
947,1331.2960096033341
948,931.3759122593655
949,778.663902733087
950,978.2210947387229
951,36.09662844667776
952,835.7929858930457
953,2159.635295581536
954,749.3567637265843
955,26.184532762917282
956,489.0602869447316
957,675.0337704652609
958,230.88196834637478
959,810.2391012725276
960,1221.453895687001
961,551.1718188451117
962,657.2772600346686
963,101.8713411546444
964,308.50716913341364
965,703.3329875598004
966,1133.4614748420759
967,254.29120348328385
968,286.07069010213496
969,1103.1410713157798
970,271.48581358287316
971,1219.730970933897
972,374.34027617408964
973,1228.661798351423
974,892.1058807435471
975,294.3636040456471
976,469.7983886681554
977,295.92407505085384
978,499.20976487589706
979,408.32356618361155
980,954.6503997998421
981,406.51775181733524
982,278.51209387283234
983,321.1603961018402
984,232.76786289946438
985,969.9251181726831
986,1257.268230621618
987,630.2609042694731
988,706.9671035713649
989,609.2390598624725
990,242.88093497282597
991,260.58857544076966
992,165.78899636902096
993,48.9150403390068
994,1283.6222778668941
995,396.5150914678911
996,594.2980001236239
997,302.7377817050875
998,77.3818921470042
999,745.824413987944
1000,767.2315953288728
1001,587.0694587259112
1002,551.4179841742302
1003,1506.945295647052
1004,1298.9025827470462
1005,581.7809636328935
1006,632.0065619066272
1007,494.668338731831
1008,639.007060681169
1009,402.31251480365154
1010,32.46386136798352
1011,303.04373106633693
1012,354.17553390661675
1013,441.47471997683317
1014,691.8250878407501
1015,1576.978604856956
1016,488.7278518825496
1017,59.134619849452235
1018,796.9899828387527
1019,382.6942812860229
1020,297.2619914366982
1021,145.91368651731415
1022,229.35753824239492
1023,103.72097130587427
1024,869.0687734729354
1025,288.69328286024466
1026,193.3944802949271
1027,153.23040406584667
1028,514.1072793028882
1029,1689.2506234793527
1030,1148.2961624982706
1031,461.09327151178314
1032,173.01569417685582
1033,314.84448936383126
1034,61.87310725604617
1035,904.0360420649832
1036,144.29313921059227
1037,706.0418297906956
1038,1163.9983323362683
1039,209.31814100103986
1040,1898.1827352950015
1041,239.77196622167918
1042,750.5873909386951
1043,191.39745640246136
1044,1254.8406755956005
1045,546.283080584711
1046,649.043124660465
1047,199.44896655189714
1048,1087.4778788800816
1049,260.07393309813466
1050,346.6441063170221
1051,990.9778619350178
1052,13.840294698778916
1053,587.0660065229065
1054,123.07323870602856
1055,873.3273130303508
1056,305.0886595877771
1057,276.8777478971187
1058,260.99626637371813
1059,1148.243707808315
1060,428.0619508942557
1061,191.11599396094388
1062,0.0
1063,1739.6180975712348
1064,1102.4819684873708
1065,249.64062319109144
1066,459.96663635368094
1067,756.1679297225799
1068,1254.982820953808
1069,1254.982820953808
1070,510.0353607557412
1071,572.9642844843875
1072,415.2937563728267
1073,920.1277709397496
1074,771.0779786040777
1075,447.4822229078937
1076,497.41077511915387
1077,1255.58759684976
1078,511.16348108839827
1079,576.8776598951483
1080,1644.5930116999366
1081,2608.0667539133015
1082,262.9925201114356
1083,268.2633392896233
1084,2564.702185466625
1085,406.9286902519796
1086,910.3815940438001
1087,441.6260755175164
1088,71.91101891858611
1089,638.6697918209329
1090,429.45671278130897
1091,382.63505846257345
1092,214.0436866206024
1093,337.3212483072207
1094,898.2453857618216
1095,958.216996642314
1096,667.2084848757505
1097,1348.8893704224943
1098,282.2802813879887
1099,823.8717372894272
1100,306.12539470613996
1101,283.9023750122033
1102,653.6796915994234
1103,807.710734828017
1104,172.78381592437745
1105,450.6659939810113
1106,319.1989422826777
1107,303.7133376848553
1108,53.960606809323224
1109,448.80689256984186
1110,425.19744117435914
1111,454.1589273936656
1112,286.732311426201
1113,379.8570969661358
1114,755.4143733163372
1115,231.92417634328677
1116,0.0
1117,734.2862893814225
1118,285.2931083049935
1119,1699.5115202986965
1120,710.8775874995348
1121,220.18461660396375
1122,281.39171285529324
1123,1228.969569308805
1124,302.48941783161473
1125,636.161532564267
1126,534.7130659991288
1127,507.44918508056054
1128,813.1599524530341
1129,1931.169001192686
1130,140.51310099432268
1131,239.12156542697187
1132,1901.8563799877377
1133,556.8340572505449
1134,44.2067197332762
1135,341.96439584631395
1136,798.7887249498068
1137,304.3887413725489
1138,437.68899547530026
1139,144.8136071743662
1140,425.59765323640175
1141,1202.4529987872031
1142,996.2323728314149
1143,763.4348712908698
1144,324.9022386958316
1145,447.58008328367526
1146,453.2947206065378
1147,555.3686503710738
1148,390.0173846153532
1149,98.53588942246196
1150,76.8416580805565
1151,167.49592795042523
1152,1356.588718091433
1153,16.577392619076978
1154,1109.5274152725228
1155,948.1867531436872
1156,614.0776237951326
1157,1657.4359998320242
1158,310.47352206771967
1159,907.0438707164253
1160,491.3129292661283
1161,1052.0613531524857
1162,83.54208223841805
1163,106.40330354628105
1164,807.191573326964
1165,174.29801742028505
1166,329.44117194062807
1167,1004.3255371474148
1168,485.53573773144234
1169,1284.7580482843318
1170,632.6458136839066
1171,418.7460806999299
1172,489.4808107648146
1173,2225.240771184343
1174,2427.20141068742
1175,437.705298941893
1176,463.4023115623895
1177,463.4023115623895
1178,181.86871048965614
1179,660.9198700262186
1180,135.5502251366048
1181,526.5410383694627
1182,904.3133372325705
1183,0.360256810442845
1184,199.39274260957697
1185,137.20292375847995
1186,0.360256810442845
1187,454.2652087140335
1188,327.75447832468444
1189,55.1693382632037
1190,167.1833770677047
1191,629.6621669524441
1192,1678.700567943367
1193,555.7302201339952
1194,836.0519211304207
1195,705.0985961757516
1196,836.0519211304207
1197,276.579114905573
1198,1461.0270438596203
1199,184.47031224275452
1200,741.2555451083255
1201,982.4737156256289
1202,376.0359447206109
1203,122.90886607935803
1204,352.8611904360517
1205,1363.3018325220137
1206,802.7607259974878
1207,645.2016412388896
1208,963.393716957495
1209,64.65899753071966
1210,608.489879552245
1211,646.2989013069778
1212,125.63386688231998
1213,901.4756719329437
1214,99.06153902023311
1215,1417.1010876554135
1216,389.40729319024587
1217,132.93815288194048
1218,341.08374946209653
1219,1411.9496276186378
1220,1211.6232056679617
1221,481.2227477059772
1222,365.7422388514577
1223,232.84438346465188
1224,41.97189619142863
1225,1717.6031805301473
1226,141.1782871838525
1227,1326.862343464851
1228,311.4006354824793
1229,1476.669236412078
1230,1342.7126870520513
1231,74.46040357946768
1232,197.33659794788227
1233,793.0266310106405
1234,1271.3925835528455
1235,359.6797789104479
1236,639.4936965924222
1237,519.5308076706294
1238,178.14381583252265
1239,1851.0448189591455
1240,697.123758647294
1241,726.9573653108739
1242,878.8784650694506
1243,287.7134460557381
1244,745.1096455275716
1245,254.93840242958123
1246,521.6358409101023
1247,256.8699156585809
1248,377.5715272681101
1249,224.64991973677002
1250,311.5497447909113
1251,334.63227973818965
1252,702.7669508877083
1253,383.0396904866373
1254,1531.5025661815268
1255,150.2086007959094
1256,103.03765348940959
1257,256.0241424239634
1258,347.5501957249798
1259,358.1111641576808
1260,1635.7730603861403
1261,410.846201664116
1262,53.317418835722734
1263,762.5379936503032
1264,1018.3197288529461
1265,1356.8812454981278
1266,457.7338579315894
1267,63.87889467506944
1268,385.1170332662852
1269,2127.915416010483
1270,524.3067749629535
1271,501.52077117134246
1272,2548.9020209551445
1273,954.6503997998421
1274,416.47588974345786
1275,261.04613232063866
1276,608.4833415898948
1277,415.3468529526268
1278,515.981143627279
1279,47.66207428450374
1280,1393.860970163063
1281,272.2432840417192
1282,727.0069861945665
1283,741.2555451083255
1284,110.91479466246642
1285,386.6346476130559
1286,203.81276461593993
1287,537.1010437706906
1288,178.40046409378658
1289,525.3939352262549
1290,177.68642586728643
1291,656.2874822650292
1292,324.16808290134827
1293,823.3170139181451
1294,213.14145239425824
1295,566.5754186526402
1296,161.3526965904469
1297,207.88492369068058
1298,330.55571715465913
1299,107.06657417257591
1300,229.0346543353471
1301,74.22244649369875
1302,0.0
1303,435.0846951123038
1304,363.7192863678612
1305,1012.8459593353958
1306,860.5869029414165
1307,665.631952939935
1308,556.8198857421955
1309,117.38051468856415
1310,147.2587628455443
1311,500.8679124501342
1312,1398.5129948803017
1313,248.53678821255178
1314,1398.5129948803017
1315,0.0
1316,1437.7715427308196
1317,1137.5581127485611
1318,461.21363298809814
1319,1140.152382769839
1320,273.519634589407
1321,2398.3107615809276
1322,426.786101031915
1323,604.8242064862536
1324,636.5752899393736
1325,1224.1338565022486
1326,575.8376013600646
1327,846.5278325812736
1328,219.7233629913197
1329,1580.8445684593303
1330,724.3459568098858
1331,217.59086916476895
1332,923.7387596366923
1333,84.4487083790357
1334,1948.9736526416516
1335,745.9416933688711
1336,0.0
1337,472.63615513366295
1338,346.0252222217881
1339,354.32639719536377
1340,190.95022883987446
1341,467.908480835415
1342,33.70142608516988
1343,498.21519642411033
1344,1135.1832474470918
1345,370.1056099742739
1346,519.8856241135276
1347,269.76453492250977
1348,285.8332725011026
1349,336.53903727035686
1350,0.0
1351,117.9062639998283
1352,1561.1299624016729
1353,260.6630789375236
1354,1797.8521570650264
1355,481.88124382625534
1356,368.6437352176222
1357,979.2459098617522
1358,315.29232594383006
1359,739.974619709598
1360,221.85908732306746
