,nearest_lake
1311,3847.210661619818
1312,3132.326538159508
1313,685.147506224547
1314,3132.326538159508
1315,1899.6272057292238
1316,1185.8113397312945
1317,4684.345655787642
1318,2543.1427987695006
1319,2310.4861862589955
1320,1165.73936504893
1321,678.8386112614095
1322,5465.827937543649
1323,4875.973120154867
1324,3172.2216578217094
1325,1281.5285163776105
1326,6394.33082388172
1327,1153.9633394294012
1328,764.8967584136749
1329,2016.9121611207681
1330,658.7567539582375
1331,1850.122335667465
1332,5033.472017130879
1333,1107.7037403134134
1334,898.5079975594056
1335,2787.937042671409
1336,670.1515245184988
1337,5977.359555790741
1338,1225.2016922263122
1339,2420.4752401721835
1340,2356.5403395897793
1341,3567.2845243760585
1342,3148.2028807506445
1343,9036.668931204806
1344,1253.950390497193
1345,8378.937277715842
1346,388.5897261111091
1347,3852.025008386373
1348,1230.0959068862444
1349,3150.576079746725
1350,2693.3409394861083
1351,1042.3789733839478
1352,1054.797543739408
1353,1071.6715561387148
1354,3314.49687999559
1355,6794.3296558300935
1356,3623.270901510995
1357,2228.2044694326537
1358,2994.8437227222507
1359,1480.366182109018
1360,1350.5895820838139
1361,2062.8856174861876
1362,398.2716325381249
1363,2813.3766419862204
1364,2395.92156173271
1365,780.2994777646185
1366,2890.1464985632265
1367,3853.2118462813964
1368,3905.662333996448
1369,2371.4517142579934
1370,1980.5384909436511
1371,3987.7670331844665
1372,663.6365679574157
1373,4237.671926334588
1374,5897.417816180259
1375,1913.338959283522
1376,3080.7435805622176
1377,2305.0930826934805
1378,1729.6288253198059
1379,1717.8357483387413
1380,2807.9411736852962
1381,1042.4286969462753
1382,1976.1193579321407
1383,5923.031816538654
1384,3383.3358343365003
1385,1342.8530114685223
1386,610.2947648006059
1387,2541.482672116434
1388,661.3176888522428
1389,4304.457665241698
1390,2094.810882111963
1391,2146.8418812469
1392,3011.027641447905
1393,5294.04834298127
1394,2249.4479991754592
1395,1517.4757144728562
1396,1834.6310363949037
1397,1731.8414980108666
1398,3063.570033933318
1399,2612.210663684147
1400,7087.665347007808
1401,878.6142714266745
1402,5952.6911651832015
1403,3545.62601780761
1404,3023.1449131163295
1405,2003.617697263823
1406,1989.09242451099
1407,1650.1887359258044
1408,786.3286265073435
1409,1468.2650715106927
1410,961.160648366218
1411,2954.3204069102535
1412,1692.8810385988672
1413,3506.3239094897726
1414,2498.5219213523224
1415,1771.7249178218099
1416,5285.498192517646
1417,2194.3281461880106
1418,2342.054195566899
1419,3259.744304178229
1420,2574.00521035951
1421,2608.8423258807475
1422,1263.327172524169
1423,714.8508107440581
1424,5539.12127940874
1425,2458.1315103963702
1426,80.77091058286544
1427,1929.4753089010596
1428,4175.812852997717
1429,3783.7096039040866
1430,4752.286304265179
1431,1149.8766973329061
1432,2961.034787299505
1433,3285.5408124388605
1434,3243.4996175792025
1435,3101.4756350345356
1436,3024.2681881079307
1437,3288.5977218690828
1438,1805.6165999549853
1439,1135.4911252402305
1440,3536.189919916297
1441,435.07741140880313
1442,1503.7304199366345
1443,674.4638634156516
1444,1456.7141794502934
1445,565.8676051072598
1446,1690.10197409847
1447,2070.199079893657
1448,3692.701487189178
1449,7751.223439461285
1450,2862.224668015232
1451,4458.355470676215
1452,1621.1868381023146
1453,765.8169299585028
1454,400.82270188359075
1455,486.5862102486219
1456,5355.172723260046
1457,5270.936697293381
1458,4042.6088698484277
1459,1032.676235181076
1460,600.9976310545792
1461,5076.519526222159
1462,2164.789433504819
1463,1656.0234389363297
1464,414.3524698367687
1465,1893.3266415343974
1466,1685.9237442831468
1467,624.115970454942
1468,2164.789433504819
1469,6100.800295451735
1470,1742.2518287345854
1471,5256.578068505574
1472,10722.463408784188
1473,1273.2316464586077
1474,4042.8374493710025
1475,1861.8051600254294
1476,2671.884193067973
1477,1598.3369191236102
1478,2283.7654894128364
1479,3455.0790722629117
1480,817.7736132475721
1481,874.4286511686392
1482,2615.8635047626562
1483,4588.228780454879
1484,1443.232639993554
1485,113.8198378449795
1486,1539.6373792395473
1487,830.3478414315459
1488,181.01945901068203
1489,1917.6110981571644
1490,2206.4417275240953
1491,654.0618960305055
1492,4758.377850485597
1493,3653.369345136573
1494,778.3510901763542
1495,5323.640871930589
1496,1040.6082415054286
1497,901.0433551113987
1498,1562.5824043190023
1499,756.4145873697189
1500,2644.8511250389606
1501,10945.708051676793
1502,4193.368683271461
1503,1440.7211943386274
1504,3719.264416249758
1505,4595.054132010393
1506,2162.984820549377
1507,2142.8414451004296
1508,1680.5411308746077
1509,5818.009713479922
1510,2996.2073724323564
1511,548.4744536353219
1512,2483.6328820450594
1513,768.7562350932552
1514,2085.2882288650667
1515,2941.998570596269
1516,907.401809989678
1517,2378.7986313440506
1518,3357.1238583800196
1519,550.8420294566062
1520,2321.9995716417234
1521,819.7745654201026
1522,2074.0307701115667
1523,4255.572691673775
1524,1457.3124635533848
1525,1600.1316543720598
1526,2425.767440275327
1527,2425.767440275327
1528,2293.9492289628606
1529,913.6503144579531
1530,4467.541905202114
1531,3708.026905958523
1532,5696.8024914102325
1533,2164.789433504819
1534,2505.5688979355104
1535,2375.4752859111077
1536,2136.9970359295994
1537,2109.821094012879
1538,4781.80215954119
1539,2074.2584292138504
1540,1860.9613892931711
1541,1508.453016324128
1542,6750.885422929574
1543,1863.184052239039
1544,5029.383365485737
1545,579.1673469846625
1546,2210.0715500465326
1547,240.08358269415183
1548,134.730235428615
1549,2313.3601895850325
1550,2001.0341632699851
1551,1767.8334085549338
1552,716.6197746464009
1553,868.0645113560083
1554,1399.6074997161395
1555,1591.9490852292495
1556,1311.561299721861
1557,1339.7415340270888
1558,1414.0671093996552
1559,5066.086463696234
1560,1447.9498754842098
1561,1175.5838608217082
1562,337.2258249632573
1563,3587.9993972812194
1564,3587.9993972812194
1565,2554.3311495599037
1566,2269.0535949474893
1567,1351.905861583108
1568,1864.1427242088594
1569,1478.612587721759
1570,3159.8020550148613
1571,3507.167057531375
1572,4404.089037355755
1573,1975.0705676684686
1574,3036.9878582506476
1575,2686.369012270085
1576,2814.175802982693
1577,1675.5834342852504
1578,3812.5079233792417
1579,149.47414239398088
1580,243.88060013054263
1581,4000.8456516548654
1582,11268.217044163202
1583,2385.299808633713
1584,2483.0219202166923
1585,3959.6531423171846
1586,851.485895461702
1587,3511.5308941927183
1588,7155.945166923998
1589,2729.532087541509
1590,2251.973205208328
1591,931.6502684287178
1592,5284.030036091943
1593,3350.1192828532903
1594,3161.3240647586717
1595,3716.600168484915
1596,2067.028635351886
1597,957.1499279948978
1598,1908.6636208711159
1599,3792.981145063995
1600,3290.241696212712
1601,1018.3740335881062
1602,2549.436802195173
1603,2080.892859288455
1604,2395.952000073244
1605,1022.9394896282728
1606,1391.2787771784494
1607,2612.209229666142
1608,2005.816427761965
1609,281.26109033686777
1610,546.5747485593557
1611,3185.2626197940194
1612,4855.159391239416
1613,6788.912036683025
1614,2547.368719848462
1615,1159.084206548223
1616,4400.044671940078
1617,329.2916478252974
1618,2098.6360450399006
1619,4157.242569515736
1620,530.0145577559074
1621,963.8118610549024
1622,1432.9063713671117
1623,3625.347397531591
1624,675.1555335719614
1625,1864.1427242088594
1626,2558.3394686454017
1627,1444.0297650489501
1628,1404.0184436539469
1629,5378.269533078978
1630,3594.7765519889217
1631,3465.9977711825404
1632,3957.947022763947
1633,3983.2155888619354
1634,2447.268511287078
1635,437.1434427422774
1636,2400.6895184642854
1637,5716.417101007865
1638,907.6799072050914
1639,3006.653445104175
1640,3726.4608702202418
1641,2142.8414451004296
1642,2822.196849136807
1643,2235.5827199454206
1644,747.5409944756539
1645,856.7173193013497
1646,1008.285723174167
1647,4052.591178848512
1648,3220.7349622831703
1649,747.5409944756539
1650,9377.60971449199
1651,2034.9328612343113
1652,2198.1150284063438
1653,6015.325504522563
1654,3981.193174787002
1655,6808.743055956454
1656,580.061131147128
1657,3675.241544064672
1658,1451.664113313045
1659,1889.9237640606664
1660,5392.852708735011
1661,3800.7409439466414
1662,1216.00377834684
1663,1840.412983408129
1664,2082.202862139593
1665,1577.0765824281093
1666,2067.622543391066
1667,3672.276678120105
1668,62.18935631827426
1669,3203.711633970257
1670,1338.3276658072734
1671,8187.536637878267
1672,2069.76012309366
1673,2798.3871193488753
1674,2656.594577357765
1675,821.2330666029334
1676,1666.212486122829
1677,4028.1087722982625
1678,582.631366211333
1679,1974.974074054337
1680,1913.73766768646
1681,992.4886432252939
1682,3500.0251105507855
1683,2125.7235406257187
1684,2240.9124402200155
1685,2423.5651764221197
1686,1644.8383559028614
1687,2773.0299370197345
1688,2744.2110576180003
1689,2052.3712313743204
1690,6650.920407181537
1691,3543.761517232734
1692,1369.5327218576513
1693,2802.5607347543964
1694,2639.0423755650368
1695,1031.2519054481309
1696,1510.262800494231
1697,4941.421916158358
1698,1082.275503956671
1699,3027.383915089601
1700,4549.729089484728
1701,2047.0354058547998
1702,3019.283464552763
1703,4982.322288511279
1704,4115.991554849333
1705,759.532042195197
1706,4644.599142806234
1707,4765.644309095563
1708,2772.5629659177353
1709,4302.173846517121
1710,1735.2879163122477
1711,2917.0124442811343
1712,3995.5424458534035
1713,1825.7869511649258
1714,1562.3334784935573
1715,4922.411177222492
1716,728.2675385140722
1717,1000.7097537025943
1718,4728.788082343405
1719,1784.842921930759
1720,1880.1245235464378
1721,3041.688326497886
1722,778.9291672557025
1723,4409.493658220134
1724,2044.3526428877983
1725,1760.694665304855
1726,2328.9790859206173
1727,5216.767090998352
1728,7329.160948291921
1729,4506.46589951102
1730,3841.233047744333
1731,455.973948653171
1732,3078.0258669394543
1733,261.03723604819623
1734,4403.997757564118
1735,2220.5670536404473
1736,2284.142441075171
1737,2605.4611656644333
1738,1508.261326387235
1739,3069.3530108926775
1740,1942.8682624719652
1741,5679.141478884438
1742,1481.3477994946
1743,2386.964292554497
1744,7376.025699083132
1745,1149.7018444411244
1746,3541.342248823327
1747,815.3994317515492
1748,529.9113539466445
1749,4886.833033564692
1750,1038.1175198593628
1751,4332.252490764885
1752,1840.412983408129
1753,4169.839662391135
1754,1345.657977008353
1755,2919.75140793329
1756,1359.6606239371329
1757,5289.074576555174
1758,700.4172440796657
1759,968.5898031168156
1760,3406.8835341015497
1761,740.6332109600679
1762,1698.1990221570156
1763,2124.5237129590823
1764,7656.8598544831575
1765,2322.8410698608786
1766,1598.714508321465
1767,9709.575865841114
1768,262.0236682142418
1769,1022.0331604536718
1770,6053.554449758472
1771,3809.342998323617
1772,456.19404285952385
1773,2245.6537236823424
1774,1647.1065083771339
1775,3023.1449131163295
1776,4656.08058011345
1777,5835.366185554158
1778,1060.1002515362584
1779,1428.7700922691015
1780,5835.366185554158
1781,2219.3208429468914
1782,2315.8941514627973
1783,2759.4672600418644
1784,6002.586528382764
1785,1234.8624687728113
1786,1425.4657852561672
1787,949.5994786914267
1788,871.6378031146924
1789,3434.326802792744
1790,1010.4271603773234
1791,4039.132941652117
1792,3853.1757336140286
1793,2647.351318561313
1794,3853.1757336140286
1795,5512.659714974316
1796,3673.2321237839174
1797,2654.2627192690566
1798,4697.37628300723
1799,1877.9649954410595
1800,1976.8817489650942
1801,742.2275804428078
1802,1331.829903680381
1803,4242.869088789762
1804,3413.7367188552757
1805,978.6641699613364
1806,3713.597329881068
1807,1116.0376981986567
1808,645.0269059878333
1809,1552.9515066064191
1810,2864.990618251478
1811,831.16510011952
1812,995.1949062500202
1813,3161.049990147285
1814,4568.879142847207
1815,2866.0723017644013
1816,7343.65890864128
1817,4447.189462530307
1818,2408.0322681928233
1819,1491.7062792263766
1820,1298.4772012466256
1821,1060.5802696831588
1822,2234.7252397693765
1823,1278.3385209499595
1824,2383.0290441480734
1825,2215.610958812339
1826,1711.0881413809273
1827,5151.040395720388
1828,2264.2841194235352
1829,4326.11837168247
1830,2208.648149413805
1831,2442.0587380607662
1832,2268.991745468121
1833,1281.8693984590384
1834,1221.5140985269288
1835,1824.638675677936
1836,527.8035236475476
1837,4383.529001153943
1838,1628.5914763346018
1839,1983.1196305605665
1840,1947.1325943903066
1841,1312.6484740480062
1842,1542.3011209795231
1843,158.43373796608304
1844,3099.9684233020557
1845,3993.13266357906
1846,108.46945232892323
1847,2666.416413141589
1848,4531.841400473702
1849,3900.7526452358807
1850,4351.993586712298
1851,7247.05037138518
1852,8006.506975263986
1853,3515.5730379881265
1854,5256.578068505574
1855,3746.06107896019
1856,1154.0883225940045
1857,2303.5097185032682
1858,462.6312459008791
1859,3365.773299003627
1860,2519.900827803684
1861,3653.626468913645
1862,1577.5065542878244
1863,3349.666150001007
1864,1722.301511429903
1865,4722.68742725306
1866,1867.4585781144908
1867,3433.209409680309
1868,1383.035903790627
1869,2362.616833169203
1870,5150.220090972037
1871,7351.2522324231
1872,6039.354778122192
1873,2605.182268552811
1874,1496.1814396385957
1875,4052.2187358316464
1876,3381.904378931363
1877,2561.200632163332
1878,3268.1316570222853
1879,1697.6697565011782
1880,2921.7640619062718
1881,1380.3832845550353
1882,7570.380102928542
1883,7985.13370381299
1884,1087.7395389829119
1885,1399.014666468757
1886,1061.3517264314269
1887,656.3542197859182
1888,716.3765235047985
1889,970.2180030705642
1890,2771.803572395274
1891,1244.1889045053613
1892,2800.6422100141676
1893,1471.8633469456845
1894,4411.857510801764
1895,3091.961905229581
1896,3091.961905229581
1897,1449.4088475244455
1898,3603.9890005810043
1899,5250.931444615069
1900,1443.9960358504213
1901,2411.9158746456046
1902,1967.8362804081455
1903,198.4873055245549
1904,2380.960890332058
1905,5846.517296627743
1906,3788.8986160471004
1907,5825.162650017178
1908,5666.089969488213
1909,1427.241683723114
1910,2215.498977580348
1911,1051.8052684453678
1912,1100.1111704046466
1913,3453.60303981301
1914,45.10953070835102
1915,4336.486466173893
1916,2939.904679215651
1917,9464.035386058733
1918,147.2267130837418
1919,3416.3941529407653
1920,6458.94099239002
1921,2972.402027145029
1922,1285.78114722771
1923,3497.7914070147795
1924,612.8661606671989
1925,3521.4651542240517
1926,2145.767912757804
1927,2933.361337289376
1928,275.2539326533274
1929,1668.2939577634395
1930,6804.896377986504
1931,3918.007186719721
1932,2033.8927395620276
1933,7477.38379086929
1934,1572.7158023123436
1935,6756.423846612723
1936,2178.370075227195
1937,1913.5646076359517
1938,1505.6675095700514
1939,4422.901638115308
1940,212.98735720873034
1941,3476.552309892292
1942,1375.7161649234972
1943,2031.0528171502492
1944,3290.129467939036
1945,1198.7515672862644
1946,1693.5706844633576
1947,4114.229147532055
1948,3093.4362067490356
1949,760.9413607565585
1950,128.4057886305768
1951,1546.6773683288131
1952,2232.107117560161
1953,3544.020304046011
1954,3010.174991950725
1955,3780.288319593363
1956,2003.3317542572377
1957,1930.69502889795
1958,2632.9152647053706
1959,2294.4131990164615
1960,3994.0807800489456
1961,2041.2321205964065
1962,8641.733657921648
1963,6198.806689183909
1964,2577.586872218898
1965,2480.9269656618694
1966,3554.3369822786944
1967,1136.6948162199867
1968,1920.7775360868463
1969,4095.885841771788
1970,1162.7340453652007
1971,1189.72042093421
1972,1683.09737533646
1973,8286.291714636163
1974,4205.231581747019
1975,353.6122520596609
1976,1827.9255759259013
1977,2722.6393134115465
1978,6291.958271246594
1979,2425.0472223456195
1980,3120.0016437856434
1981,1069.867541644038
1982,2394.3671431432704
1983,6043.180998701888
1984,1991.713346499388
1985,1314.69578719085
1986,2319.289571942362
1987,1581.5652397139136
1988,2817.85274247656
1989,3429.2268223699407
1990,6101.063317438723
1991,5558.163334788932
1992,2339.881531836203
1993,1052.629401798134
1994,796.241449609264
1995,2519.900827803684
1996,1149.216518578639
1997,11436.19217127876
1998,1327.6604377285103
1999,1470.0252659671391
2000,2354.3393383400526
2001,3175.168135205963
2002,4518.624929742233
2003,738.7938652058756
2004,3034.003956689283
2005,1870.2471257370632
2006,1036.9076693086176
2007,3121.7874811021984
2008,2167.328492641173
2009,4067.3169124799665
2010,5579.812830125527
2011,2963.9051932851426
2012,5250.360066460113
2013,3023.1449131163295
2014,2624.187067823412
2015,5865.627059529977
2016,2614.989621523753
2017,427.020733150897
2018,1802.9432763393454
2019,4518.4097919866745
2020,3782.487265604718
2021,2118.6813992240936
2022,3691.4834446081727
2023,4757.905697636765
2024,2831.691398298318
2025,2068.3857256129127
2026,2197.585840572337
2027,4044.647391721245
2028,6512.273981893684
2029,3608.8612639034864
2030,2718.8029565738957
2031,3445.96004837905
2032,443.815767154529
2033,4485.082402471903
2034,281.1986820246234
2035,542.9281453402904
2036,1432.7385671022703
2037,4120.896197206643
2038,3802.393798895697
2039,2771.945547373377
2040,1465.1016613355068
2041,336.52732216222
2042,1578.0227347276518
2043,1333.1639127491787
2044,2278.9389893622842
2045,974.1766134439774
2046,2003.9336366294128
2047,3231.8915454273333
2048,800.0857673450296
2049,3310.4806011820906
2050,800.3302688884384
2051,2332.1689428033633
2052,468.53985816269847
2053,1105.3246075911031
2054,3716.8343729076028
2055,1358.7866469546739
2056,2960.694458560235
2057,900.4302859217854
2058,734.6192714002829
2059,1297.7647670011813
2060,2116.4382583263655
2061,606.4715120997336
2062,1314.362024170948
2063,2659.824324238933
2064,4325.940858864985
2065,2722.1481444462734
2066,336.2842925127628
2067,3816.467752748771
2068,3581.457671877775
2069,5862.055446900836
2070,2773.610734493096
2071,1866.3458183968467
2072,3615.9519885917025
2073,428.0688798074541
2074,2688.968176314479
2075,4453.719599698794
2076,1680.0142620914207
2077,1869.9934047658091
2078,3130.5773160303074
2079,4890.572209438872
2080,1400.3967238791101
2081,5696.8024914102325
2082,463.33307944972114
2083,763.8722916147719
2084,1788.018607627298
2085,2762.441467346564
2086,4750.199987565595
2087,4500.795105355193
2088,1154.1120947602715
2089,7250.097471170651
2090,5450.504363799075
2091,2608.473870485507
2092,255.452607939459
2093,3919.857239519074
2094,1348.2937617951234
2095,3663.933850439816
2096,682.9424129390711
2097,1255.7032963856302
2098,2465.1457623372594
2099,1993.2177388849323
2100,3375.754725303186
2101,1996.9962555000122
2102,11816.605092298905
2103,4541.541905854536
2104,2082.1251598145527
2105,4608.45125638852
2106,1063.7729983284753
2107,2033.5805182677072
2108,1473.2572933060474
2109,718.1961762730192
2110,1774.6469953655358
2111,1881.3455667763776
2112,4947.221867245398
2113,3992.5953104493306
2114,1494.4845944985746
2115,4559.382283896466
2116,3303.492969675663
2117,1142.6963125766126
2118,2722.712153402923
2119,2412.291687032535
2120,253.29644664403025
2121,1669.800545497097
2122,7040.671677189383
2123,4494.459758433068
2124,2167.175032123276
2125,4928.025623138437
2126,1864.9322142027515
2127,2092.5162112889443
2128,1535.5203607456863
2129,2569.894296585367
2130,1811.602361251791
2131,3653.5206095657413
2132,3519.991817651389
2133,9336.15983521429
2134,1730.4799343828365
2135,4937.557186589129
2136,890.8576251458876
2137,5205.696823321538
2138,927.6640732869076
2139,5329.660955130414
2140,5977.516508094283
2141,3928.8504064712233
2142,4956.596020482788
2143,2544.440320439228
2144,2630.962368558002
2145,1987.4358524604902
2146,636.0108593111102
2147,680.3612884208792
2148,3360.151669560374
2149,6627.226320756015
2150,3360.151669560374
2151,1327.274035052407
2152,4817.08519950635
2153,4771.376838448491
2154,2601.31509018639
2155,4537.4951522418005
2156,1381.6240376538317
2157,538.4318673141004
2158,802.7451587631335
2159,2758.3195755310003
2160,2262.684256108495
2161,6309.416952940005
2162,5626.507139480193
2163,1614.5768487636428
2164,1274.7830964700684
2165,1633.1259226708116
2166,6312.1138803818385
2167,3436.7077230380523
2168,5301.152711713168
2169,3426.743067445157
2170,2931.6930895844357
2171,3427.781356135959
2172,2286.6866654549867
2173,3433.4508554088347
2174,1063.9806316993038
2175,1276.2138563696933
2176,1326.9952626879979
2177,2278.1359136805886
2178,6434.569575382345
2179,3259.744304178229
2180,1448.3296461295733
2181,3608.076138874693
2182,4605.084236452633
2183,2230.920847151322
2184,791.0006841907008
2185,3204.8439374104914
2186,4605.084236452633
2187,621.6055373419996
2188,1055.6728600213116
2189,5588.644468786662
2190,810.8468046312756
2191,2387.847240713763
2192,1952.8636720493355
2193,943.625382513414
2194,2414.6478313736147
2195,4062.3331703690155
2196,1674.1606605421691
2197,2997.77183734369
2198,2544.440320439228
2199,2368.8801010340776
2200,2292.338363054861
2201,5787.159888232354
2202,4529.3752962390145
2203,1674.1606605421691
2204,1628.649801984404
2205,3887.2003001697194
2206,1909.0870246789357
2207,1127.2103538892186
2208,1369.510272626209
2209,1255.428082101235
2210,1906.8348838415643
2211,11134.039094217542
2212,1685.3603945214077
2213,4081.70759397805
2214,2746.363920022251
2215,1216.4539673689799
2216,1672.2519413408716
2217,5402.513833692127
2218,3789.1577538376423
2219,1266.4737429524837
2220,2084.1250817139157
2221,1593.095215135511
2222,4401.126656378765
2223,3339.6369706473606
2224,4131.504898673931
2225,3070.920983278777
2226,1041.6934461294559
2227,5189.39512806257
2228,4279.217047706244
2229,2045.2853852043236
2230,1651.8241537062777
2231,2210.3688302023515
2232,3851.757591317593
2233,2317.776888008892
2234,1984.1923792719901
2235,1532.0776672956292
2236,2459.9587796283063
2237,3873.5560914059406
2238,2773.8758660230565
2239,916.59576728235
2240,3583.514962178955
2241,280.9585700750618
2242,7668.662305954622
2243,797.9270971279233
2244,1482.3288887489425
2245,4847.036540528891
2246,1444.4228526231338
2247,2550.8621190542544
2248,1348.532722736985
2249,2175.1651426126277
2250,1987.7917107563328
2251,3676.617439243996
2252,2369.670097330989
2253,2459.7354922981276
2254,1125.7148270157206
2255,3091.9994545529803
2256,430.4337250971703
2257,2258.2028719510654
2258,1600.0059651551196
2259,387.0209143388527
2260,2723.466542701396
2261,891.235788497828
2262,400.7396242108532
2263,2870.244679539557
2264,1868.2976966904218
2265,5027.913309191192
2266,1336.3861722848508
2267,1458.1993009941384
2268,9455.20707696467
2269,1636.9328611453739
2270,1800.5443063534133
2271,758.3478100707866
2272,2007.085481267519
2273,1882.7361680168992
2274,4015.7480542805233
2275,872.2633658151087
2276,1106.809028253777
2277,963.5807309131724
2278,5284.167393278302
2279,5100.611894727898
2280,9022.799750889268
2281,5785.717184130989
2282,2845.442704758918
2283,164.1876651434754
2284,1278.5403408243938
2285,233.4108433970566
2286,1468.7294165487592
2287,2311.3856497334114
2288,3885.893217479337
2289,2587.330309071352
2290,2905.683831139305
2291,3765.675557142642
2292,784.500684246222
2293,751.6975466815187
2294,5070.761179191688
2295,412.64814936022105
2296,1616.5964366499775
2297,3365.5468065671366
2298,924.6403508362499
2299,1611.1369849363093
2300,2105.598700109739
2301,924.6403508362499
2302,4396.842723809913
2303,2471.0759604953246
2304,1359.033652935317
2305,1672.1283407862552
2306,1672.1283407862552
2307,3938.9075138591948
2308,3471.0821723316362
2309,2123.5045596972886
2310,645.0121079001967
2311,2435.794602039768
2312,1692.819677670337
2313,3723.033621720419
2314,1345.3113239490858
2315,3025.141317437813
2316,10355.673072053314
2317,2669.380849665183
2318,915.4428056144636
2319,637.3765458827743
2320,2260.2155333344795
2321,2312.716226046399
2322,3088.5634334488695
2323,4586.876483396513
2324,5832.685651571292
2325,1271.321541309338
2326,1345.3113239490858
2327,3994.048897606758
2328,2801.9949154255232
2329,748.8557309981896
2330,5334.196676518171
2331,5412.986128516586
2332,2934.3143707058143
2333,2610.0625736854604
2334,3673.3030579417004
2335,2609.8140642582143
2336,2679.825993256892
2337,4015.2365868644233
2338,5334.196676518171
2339,3690.915688173241
2340,652.3685796679056
2341,1187.0723120788355
2342,4884.642632821888
2343,2003.7133599840936
2344,930.5308379474498
2345,782.85477837309
2346,5324.364117147469
2347,3383.019530640125
2348,1222.724647164623
2349,2903.0976629842776
2350,1536.1495789079422
2351,2316.458447422877
2352,1844.3797162714661
2353,3340.2392566099716
2354,2313.172995904985
2355,2251.973205208328
2356,2427.520766989493
2357,4154.201209713627
2358,2707.852579251443
2359,1554.9333145894764
2360,1650.9967126624156
2361,1034.8477227860437
2362,2170.108405928356
2363,1509.8381878860257
2364,4206.022190237554
2365,2940.4650461825613
2366,3353.743555357357
2367,1979.884173437505
2368,1196.8244512117988
2369,2525.7237070247356
2370,730.5728085031623
2371,1919.168446230306
2372,183.62976821341292
2373,1537.5598557379847
2374,1844.3797162714661
2375,2817.6716069374606
2376,728.9850680381479
2377,1779.1913459400812
2378,1847.0862291089059
2379,1844.3797162714661
2380,4603.508146082344
2381,1844.3797162714661
2382,2495.446838401535
2383,2700.283202330571
2384,1590.975420914871
2385,2813.073969926719
2386,939.78331041245
2387,290.49707103453335
2388,2274.9947266580634
2389,1883.7484616190047
2390,1488.7828041471753
2391,2805.539521532327
2392,5044.136163364632
2393,4789.0478126451935
2394,2859.009028323353
2395,4513.918481250088
2396,3930.3284113950594
2397,988.5409016740059
2398,2599.8310285507314
2399,3363.0777896335408
2400,2720.066163706741
2401,3489.875097110102
2402,6337.1897438609785
2403,3287.441273311989
2404,2456.6988396908364
2405,1908.5528129600862
2406,1909.6758624980137
2407,1791.2283235858783
2408,3858.4140196077265
2409,1551.2918835532932
2410,1324.6253202463492
2411,1573.9543444802323
2412,3300.2903135286483
2413,2412.243380649434
2414,2084.7735109076743
2415,1659.7546647153713
2416,1120.96946604101
2417,2104.7040009893067
2418,3797.0659132829505
2419,1331.2190282590375
2420,4878.8591039191415
2421,5864.937705051688
2422,5323.640871930589
2423,2075.410379760741
2424,1604.170277843397
2425,3178.9082090484317
2426,3135.823697685952
2427,2444.8967054699956
2428,1905.2665088017475
2429,2066.4989887376614
2430,114.86366537094098
2431,335.093056942576
2432,1364.4982711387527
2433,3144.53814105544
2434,734.1499335911666
2435,3407.1270233993823
2436,968.5898031168156
2437,2979.3665826563597
2438,8631.844222056892
2439,241.0749195755706
2440,3027.871131670253
2441,1261.7751955854214
2442,574.1549929147806
2443,1446.2464063576272
2444,1225.4734778371799
2445,1978.1643478414026
2446,2765.131370628856
2447,2179.4828239797566
2448,6434.503751116838
2449,1995.9204793248216
2450,3124.687192208524
2451,5593.320422466885
2452,2040.463638503277
2453,981.4275165445886
2454,807.6013450244407
2455,675.5905629380637
2456,9163.71169665034
2457,876.8091176599207
2458,5270.544756183062
2459,1284.9650076480016
2460,2065.8393650471603
2461,3637.780585850852
2462,1614.1751675607552
2463,1679.7690634595479
2464,2163.8386849271283
2465,3009.095261253038
2466,2347.926911875842
2467,4942.8863516401125
2468,2128.3724540271232
2469,6368.106637467509
2470,518.3880538124064
2471,901.2282560233269
2472,882.4022328535377
2473,5089.74993997069
2474,1832.683770922118
2475,2362.936667212076
2476,1086.04458361771
2477,4820.452578232073
2478,1753.196831430688
2479,1560.251606243457
2480,3142.430264058412
2481,670.1515245184988
2482,6004.495920238239
2483,1408.2148046113014
2484,2064.2502315092775
2485,2951.8280456273797
2486,2288.101113035504
2487,439.621861963627
2488,2170.881911930975
2489,544.878775872968
2490,1872.138806141791
2491,5472.134394997517
2492,1794.3960207911114
2493,2691.135384870196
2494,1087.9129217461502
2495,2536.8272543630947
2496,2248.5527802596953
2497,916.5858071734997
2498,675.5905629380637
2499,781.2453169067386
2500,2385.35780446204
2501,1833.5314980157175
2502,1858.5552172917423
2503,1695.1831480832361
2504,1845.498717386007
2505,3155.9173638526536
2506,1248.1666865394475
2507,1687.6365233322974
2508,1708.2675574131652
2509,2300.0312209294993
2510,4497.81611895046
2511,3238.822001897109
2512,549.7444624166509
2513,5319.903549732568
2514,1865.1516673159429
2515,951.0401452628918
2516,549.7444624166509
2517,3398.3375116110024
2518,1544.523813997304
2519,3806.4294566250387
2520,4654.740309988981
2521,898.8070617468873
2522,907.1219712671832
2523,5517.493902413233
2524,2831.385298376477
2525,646.2769010721621
2526,5071.99640644466
2527,1063.9806316993038
2528,3540.229515572761
2529,3760.686382030988
2530,3629.7717561556133
2531,1237.0296988543216
2532,3324.292638897877
2533,338.7860788349721
2534,2132.969312034866
2535,1028.7511669977532
2536,2060.5661350664845
2537,5918.220031788346
