,nearest_lake
321,873.9061013373088
322,3698.1683689142965
323,1443.5848243476682
324,1065.1026546524356
325,4408.743014712284
326,2074.1594985435117
327,3798.45101289011
328,1130.4003646254594
329,506.31191289825205
330,302.93155008085506
331,4418.4620518454485
332,2330.9787754954514
333,5518.155896902463
334,2958.241075888211
335,658.7567539582375
336,1207.744494438853
337,5410.443072674457
338,106.95096393230777
339,2770.2407714508827
340,6204.3280031262375
341,1601.2578469270943
342,860.9631942877065
343,2753.8485256500094
344,530.6158112002039
345,1238.5217405424441
346,6361.045594454493
347,3245.1680486395135
348,882.0380299835381
349,1652.3779940026259
350,6079.686049943651
351,1816.756873894865
352,933.0516424353821
353,2327.204471482048
354,4750.7315892789065
355,3313.6618613213964
356,1364.830682420635
357,4794.4043559871425
358,5390.601149404284
359,2969.3813076389506
360,8356.662049822451
361,3777.9797380139867
362,3777.9797380139867
363,2158.372778667938
364,1793.9001448702322
365,2507.033893898149
366,1980.3992590130504
367,401.8737921449887
368,415.10283494013606
369,2689.764790812994
370,2761.854104907644
371,5065.271795830788
372,3847.4434521382786
373,726.8138390801773
374,7534.250287974867
375,3132.8786249339582
376,3576.2679130043734
377,1877.559308298167
378,2987.237871216541
379,1831.1141793709546
380,2597.034792556874
381,3416.6825491256045
382,2599.4240388069697
383,515.2175930435905
384,5496.378587124166
385,1912.8018477146989
386,4568.904201593046
387,6213.855289945482
388,3379.2051384383376
389,1969.260807697931
390,4245.385946615478
391,2601.7401631080365
392,1632.4332855472358
393,1268.7049651491584
394,988.2977138836541
395,1060.583502971594
396,3255.1613474169294
397,4263.890303091022
398,2740.353077079166
399,1491.0609326089123
400,493.0534225841656
401,5216.126698582345
402,1379.4838767834117
403,1065.253415241195
404,1174.6911555195209
405,3038.971419187329
406,3581.3567446391335
407,3920.293638328115
408,9214.974982155534
409,333.0583655936595
410,2669.448925164668
411,3339.9377937189106
412,672.7766964259673
413,1224.7769088418124
414,3709.9394136392575
415,3653.711861572026
416,5258.787903142274
417,711.7515506414595
418,1229.921353594389
419,1419.9723620460052
420,2293.261681268785
421,7745.670436429252
422,5379.359775222059
423,1575.727313036058
424,3728.0869660444637
425,4805.053931846334
426,2352.0562147060655
427,6063.978587251124
428,4165.302858521905
429,4558.866565105166
430,3700.7416406410066
431,2107.806389513474
432,5648.853224810358
433,5141.017077764101
434,488.7907314227101
435,1085.9823204470486
436,3337.4286867465826
437,3161.5183647762124
438,4312.048101149553
439,4864.230005306922
440,479.2573059553735
441,1853.5159474636814
442,1940.1515963146885
443,3065.6802342106184
444,1219.2560017141418
445,2665.583662169292
446,1102.3100891473614
447,805.6157575285646
448,2987.531564947275
449,1846.3807663918788
450,2414.9093573367572
451,4470.192514243305
452,1675.0328723124626
453,5942.108570850601
454,2718.241716065442
455,1903.332959669523
456,5900.970416802373
457,2008.9920567696515
458,539.497145149672
459,3107.0841469741363
460,3331.669180474771
461,1070.1621313397604
462,2197.5719274103712
463,1403.963810636806
464,358.84924238610307
465,3929.755314838078
466,358.84924238610307
467,3116.4313776191693
468,2326.529671293757
469,4897.134381397493
470,3116.5776801770744
471,2326.529671293757
472,1575.8398458239974
473,6026.378547814707
474,781.2453169067386
475,646.4718745858511
476,829.291180704555
477,5354.013695488274
478,1178.3716515627277
479,3481.5537246578874
480,2313.3436739430563
481,3204.0197067279923
482,2357.357511419839
483,2138.8640747805757
484,1608.407198229209
485,3246.7678734643087
486,2337.1124999981694
487,3940.491841043854
488,2325.586220708156
489,1140.5329123829276
490,5609.462250330348
491,813.0265061029118
492,750.9940428050896
493,5612.563752007591
494,2383.2009611093245
495,1779.8856622918
496,7553.037281978666
497,1268.3495572719573
498,2613.5841217578877
499,1972.2519493719556
500,1478.324734601188
501,1067.8762543100613
502,1286.5219017476982
503,3682.7752596201053
504,2059.6859919144154
505,3268.1316570222853
506,4987.14420961242
507,704.6928043690199
508,2428.3596662823493
509,2498.5219213523224
510,4673.440825342754
511,2329.970004125127
512,2281.365498615819
513,5881.119798187904
514,1527.0734210975565
515,3455.349593584881
516,3867.0670741755475
517,382.3493952734142
518,6161.583229458176
519,823.6122501308151
520,1053.9262496263837
521,4853.020172566169
522,606.8436740705845
523,4054.321249682271
524,3322.271055729332
525,777.3859535091946
526,6973.505147383305
527,648.7674507276316
528,1231.4358942716483
529,3817.6227474318416
530,2579.6767216931103
531,597.6899985853939
532,3116.1366423227264
533,3412.0013659182855
534,4020.405072594645
535,9543.82471370788
536,2816.670489986877
537,5095.553795219414
538,2178.9892056926897
539,477.9120094218968
540,4149.873993335222
541,3321.974552101688
542,605.9048423674632
543,2829.2272000918397
544,2675.569130096537
545,2901.8031483015334
546,2901.4425695050686
547,936.1811795189146
548,222.13627052450974
549,3773.714992982205
550,624.8177540002579
551,3584.4634407900817
552,776.3098058901538
553,1028.4325750405758
554,3160.1630020041903
555,5723.419015286953
556,694.4021233368513
557,4003.6989946143367
558,2455.3198415247057
559,604.850886280182
560,92.96118949727871
561,4765.644309095563
562,6304.157348191149
563,2558.6305467504462
564,1277.5237127690434
565,6194.44436065552
566,2058.153085109212
567,2796.5199929793
568,2796.5199929793
569,999.0851038970022
570,2052.191000611793
571,166.7751874916702
572,1425.9936801874774
573,3502.023934167856
574,2625.9121198671473
575,1819.2787827051604
576,677.7346624775151
577,7044.236692272026
578,3171.2155732833844
579,2107.4980631135486
580,612.989502164177
581,2250.605162513656
582,616.9182599688893
583,1540.9494667004546
584,478.44890142299477
585,2272.85411242896
586,308.2265536812104
587,694.4021233368513
588,6593.976641206805
589,2625.9121198671473
590,1864.1432361688185
591,142.357521133258
592,1707.0972408263779
593,2915.956377148149
594,5330.294619503885
595,2101.1182939461974
596,1722.687915104953
597,1715.913208418473
598,445.23213682163737
599,3724.4232214661083
600,1468.92121825488
601,4551.6232504725895
602,1418.7553384941507
603,1760.1163304074882
604,4526.720325957547
605,1540.6096084898459
606,2582.346989990463
607,3202.6838867261163
608,1518.6338726588174
609,4552.403668007741
610,1716.9280423174935
611,2677.229470162869
612,905.1844222998662
613,4792.49669913807
614,1025.018401883607
615,1397.5277275471533
616,1822.5007165911209
617,1064.3772953078649
618,2076.978641687214
619,651.0139854323788
620,4289.202310659775
621,1513.735910168943
622,1218.552054730822
623,6161.583229458176
624,1399.2961452148224
625,4097.419353539978
626,3137.2246643730628
627,6593.976641206805
628,7192.1807997228425
629,275.19799008695657
630,2335.93649245136
631,275.19799008695657
632,3508.1184361744204
633,569.041686340685
634,1685.3661381645422
635,2978.6846581597433
636,1554.3675601173936
637,3160.826965318604
638,4844.0107921851595
639,1376.2047303042257
640,7966.783569621964
641,3764.408843149286
642,2170.7257448049913
643,1700.90590598922
644,3983.75275487264
645,2261.8224685061746
646,4785.098073250882
647,1321.5626409207682
648,968.1934299028231
649,582.631366211333
650,2096.800762711777
651,4620.412625755775
652,1188.4524283066264
653,3773.4768491096092
654,3373.2448794216743
655,2006.5104167642155
656,2654.2627192690566
657,2428.866004557587
658,5822.377217156282
659,5686.280971629208
660,5256.222629575699
661,3271.725730827372
662,6532.303452556346
663,3014.6768217391786
664,3346.2552014500993
665,1980.1836644868363
666,5559.529587161198
667,1121.5669720548408
668,1494.5604835126699
669,1493.4349201141176
670,4869.600097636269
671,5340.4739880827365
672,751.6975466815187
673,809.9339240911718
674,4083.6171838721643
675,2549.794872120118
676,2538.7342719423245
677,655.5923151735097
678,4478.647598875238
679,8755.16806007463
680,613.6173900642856
681,2559.297539193419
682,1175.0230735649038
683,2986.155894104938
684,2678.972886315422
685,4427.800195742651
686,3562.3197704974446
687,2685.0462203818643
688,1674.8508759349659
689,1052.257951835828
690,2470.7575048549897
691,2830.0228449728097
692,830.5365919277122
693,4166.382548339678
694,6868.631587631398
695,1584.7791018312325
696,5122.078537949834
697,5405.938100597807
698,3463.535539524304
699,3009.2377957435847
700,3162.741959277385
701,7618.483301391908
702,4466.842502075822
703,7639.029038771178
704,3021.6574663831443
705,1202.3099996935891
706,2092.1084464366663
707,2718.1359491097546
708,1770.343814162087
709,2914.496051666369
710,1715.0692339394107
711,6039.354778122192
712,4130.754947325479
713,4894.790760532194
714,917.4240660085467
715,1860.9255797991057
716,4791.265575077705
717,461.4523956211205
718,1590.3313739503765
719,622.7691612612356
720,4495.909485683882
721,3155.0137048312326
722,1099.2954521860051
723,7884.416530884224
724,4410.143729791326
725,1989.2834911296213
726,1193.1160730047825
727,6727.498826102852
728,2824.3010904645935
729,1646.1055688024971
730,2139.5401744368983
731,2167.891690917776
732,741.7084511293103
733,2797.617849288805
734,2232.216951910699
735,1838.6565431328702
736,2031.02026105094
737,1057.4860528447816
738,1248.1929858543572
739,4270.994092604339
740,2231.657034826737
741,1184.7777931549444
742,133.99376135670423
743,2245.892201496669
744,5280.083223864672
745,5075.78229523473
746,1949.2087024291905
747,1634.9625317937725
748,6944.6876895602845
749,8041.3235561332995
750,2865.6412062290497
751,7766.570515585417
752,658.2802689544794
753,3285.8751514992164
754,4255.572691673775
755,1521.9503574838757
756,2577.5397864873576
757,1448.1373701918328
758,6946.78596244186
759,5733.102623463466
760,3730.3454993810938
761,6257.604820350486
762,6871.890076229094
763,1991.9577317320313
764,4238.371944044378
765,4718.792785615436
766,5150.502768174495
767,3530.091697639582
768,3602.416053360753
769,3660.699885161844
770,3602.416053360753
771,1921.3653352131023
772,2660.1415351284527
773,1191.3268623025272
774,2818.812082264592
775,2140.8885864248123
776,2544.440320439228
777,1904.5381287283876
778,5329.660955130414
779,1300.6518760104998
780,4862.227366158689
781,4119.268590871838
782,727.1414863517949
783,2158.1048217322204
784,1056.6859139441212
785,925.7827142123917
786,6390.607817877082
787,2817.380458279024
788,7479.935717381041
789,2162.375309043137
790,4303.312457131654
791,8893.03928515479
792,286.2506467707012
793,2010.1350759598035
794,1308.673607455971
795,796.1576324964639
796,2369.3895007108554
797,375.12197698697463
798,688.1577352691788
799,1143.416621043272
800,3544.208939656663
801,896.4580274232292
802,1845.71698305015
803,1463.3674896465777
804,2855.7781774083883
805,1845.71698305015
806,5090.12366789451
807,2757.757399409543
808,2726.013653166424
809,798.0678754405167
810,2006.5759439226536
811,863.5968035343473
812,7446.644385758913
813,2057.680768725282
814,738.5997216963162
815,2231.168130363254
816,1598.0350139861641
817,5903.834730026945
818,1346.8329474256593
819,1320.0950476743294
820,1924.298885556505
821,1936.5797112637222
822,2731.4039875546264
823,3841.608550218872
824,1557.1188569024973
825,6124.642397089599
826,3776.0428581223514
827,6124.642397089599
828,3665.183000672879
829,470.34914723200984
830,8214.836996265103
831,2049.32742704692
832,1315.7619972862597
833,3432.07348196104
834,4033.1604826932726
835,5320.277281151724
836,2401.7477332705253
837,1925.4940156504942
838,1807.1951104363554
839,5644.423833186631
840,1603.6352866450347
841,1516.2855511654689
842,1269.4005684969165
843,1170.9077283290555
844,1027.3362100081013
845,6531.214806076088
846,2429.945405812234
847,5173.70465957016
848,3503.925700614791
849,332.4421558218225
850,5673.453387855284
851,582.7015074324243
852,3478.1509728459114
853,5055.6917519923045
854,994.089410123927
855,2184.117518216308
856,1120.5544434145309
857,4564.7645762903085
858,802.1718576136681
859,3110.5588125461136
860,3543.6872802643115
861,3186.733093795173
862,6237.55467084175
863,3522.8756876728876
864,1257.643698101209
865,792.546357597073
866,174.13062842988356
867,1612.5536157438273
868,1917.4581145615396
869,2168.1868655714698
870,1552.745352229945
871,3773.6833722017727
872,1737.8339664932903
873,2221.617525160199
874,3357.918107308608
875,940.4391551939888
876,2524.5578001772205
877,1623.577871110216
878,126.11408353143241
879,1998.217482252208
880,1384.778208549069
881,3349.0535574397322
882,1964.8972065058501
883,2616.5324000728583
884,6233.476451434803
885,1311.5783243739409
886,1347.6935624459447
887,2154.669831340914
888,4874.122486912286
889,4097.582682405397
890,2114.8324439028465
891,2888.1739381741063
892,1062.112530406809
893,1484.9591654983672
894,3120.4674061258875
895,2590.278113420361
896,1062.112530406809
897,3293.755333520099
898,2022.8011115988218
899,2261.554041354143
900,4442.453770429161
901,865.6494971803523
902,297.98617205753675
903,1720.2639131579303
904,1860.6865398334396
905,3053.167658329273
906,1629.1174568765866
907,3258.8357678249095
908,4672.807661649268
909,1308.551495421904
910,5515.828491168685
911,1396.9476371793212
912,2753.5720955121824
913,1356.989826925861
914,537.9580416048503
915,2184.839931354776
916,1219.243871262731
917,1327.5996139974372
918,4216.630430550285
919,1039.7410510117172
920,2429.670391063947
921,5075.729702103496
922,2362.7634584570374
923,692.8742381538268
924,1202.3314275804637
925,1535.5138857925651
926,1278.3385209499595
927,3243.1682315545186
928,2721.085504938027
929,2845.4158336029745
930,3188.8990138055274
931,2032.2659663295317
932,1369.789552284459
933,4183.836629578566
934,4042.6088698484277
935,6052.67249760861
936,3587.3831372809946
937,3266.171090203156
938,3995.558963733467
939,975.4439172886731
940,1743.3302618152545
941,4822.285721183302
942,2053.847963840519
943,4208.417924512589
944,1353.3519815265236
945,2112.56300296105
946,5039.063784957573
947,401.93960517397903
948,1779.269956971532
949,94.82175106268518
950,647.5190453277081
951,5236.828025789456
952,1810.7638813647304
953,3567.818961308474
954,791.5230767677517
955,1601.042795927214
956,3066.6646967248985
957,5199.288274691861
958,1875.2472085481636
959,2127.8537818576524
960,1053.5994336237777
961,2169.622704083915
962,8207.332075534916
963,3557.852408633469
964,694.4021233368513
965,1621.1510247634747
966,3412.0437724779063
967,4295.083277672311
968,4017.7582612486844
969,3502.874353564466
970,2316.4236691642905
971,4239.278056033599
972,1631.1478657064831
973,2062.917798127167
974,2352.7453927231218
975,1645.3962387049596
976,2007.951888857448
977,744.1303240796336
978,3574.882025404415
979,2024.6972770605212
980,1124.9139150089081
981,4616.198969855565
982,1509.0073468271296
983,1855.9031854619238
984,1690.4048960199464
985,2377.414214943675
986,677.7346624775151
987,4756.446841769193
988,698.3131268811558
989,4668.47075103487
990,1874.403473695126
991,4592.366591018994
992,1228.7700001998
993,1583.1352483254282
994,3207.5939893834234
995,1815.7935935838518
996,1027.6373911341173
997,4109.394141179463
998,3096.7157522473544
999,295.32654794553724
1000,4168.191372308213
1001,3040.802251235588
1002,2889.27654802937
1003,1917.132118751129
1004,4188.068240961173
1005,1682.1521824034614
1006,5299.416301874334
1007,3186.7461176235965
1008,1242.4244411949885
1009,652.6236882968846
1010,939.7361436543781
1011,1525.1231794228156
1012,2308.9238617906963
1013,2834.9561969807105
1014,1445.3073019737092
1015,3283.5630212755755
1016,5405.938100597807
1017,4648.281745019573
1018,1284.8230946883311
1019,2055.327597182835
1020,4912.706756439946
1021,4909.546341234799
1022,3151.7723970137686
1023,4912.823418333121
1024,4300.9622568659115
1025,5560.957416683959
1026,3842.4493846609957
1027,4547.249282295778
1028,2850.871572411252
1029,6161.583229458176
1030,225.15118027189746
1031,486.3032566656026
1032,2211.2503029784248
1033,2104.3170344460395
1034,4157.242569515736
1035,2044.3526428877983
1036,2045.9150476088803
1037,2426.0149368588836
1038,8168.046524047817
1039,1113.505824587512
1040,1041.63211678485
1041,2791.475261230478
1042,3208.482717469848
1043,3149.400201184378
1044,6039.354778122192
1045,5708.98050782466
1046,2116.2307866299784
1047,2254.33128800982
1048,2564.2300206879218
1049,2394.0749922498558
1050,5170.012093571589
1051,2274.372735363301
1052,799.5361632952608
1053,5478.013977684647
1054,3764.9574719988377
1055,1163.1966085445376
1056,2285.5417596897933
1057,2067.185684766173
1058,1858.0115144660458
1059,1932.6896486331132
1060,2227.1103512662617
1061,1346.421263615776
1062,6637.775970393512
1063,247.33386305816805
1064,1329.8845629150492
1065,3457.2982926145064
1066,5284.073279194537
1067,4201.165061333413
1068,1743.3302618152545
1069,1743.3302618152545
1070,1394.8830654753858
1071,1302.822668571139
1072,7528.949103899334
1073,1202.7668489978666
1074,2781.9108065480564
1075,3500.021756776778
1076,4460.923599117002
1077,2593.662634033786
1078,2139.757089136549
1079,3100.7540254899936
1080,1446.8703694748956
1081,893.3472316863462
1082,3654.6792280620375
1083,848.1132700345933
1084,1632.706987561529
1085,1980.0264700277444
1086,764.7829737564688
1087,4685.8566570137455
1088,2771.324790190941
1089,328.8030268371031
1090,3238.822001897109
1091,2296.1396174239935
1092,3363.0777896335408
1093,1542.615968452547
1094,7056.957390310817
1095,3041.688326497886
1096,1620.3094190181646
1097,1893.7042475602957
1098,1847.3749774167609
1099,9174.34556238557
1100,2145.0650481178577
1101,2388.1889514482573
1102,1886.5744720097773
1103,2365.7998417948716
1104,1835.4734114593223
1105,1065.253415241195
1106,2873.6546823480094
1107,4696.517228242353
1108,1563.0445247895743
1109,3603.269113418419
1110,1661.622655555321
1111,1054.8661292534994
1112,7261.970884058459
1113,1508.791002899871
1114,1653.4625243712826
1115,1474.8063802011702
1116,4775.195045064167
1117,1236.0599607171237
1118,2861.731478147325
1119,809.8258411350388
1120,8692.33459197055
1121,1825.4227702473731
1122,2425.7474716251522
1123,1111.6348459220276
1124,2354.435836345879
1125,3286.1322161894286
1126,664.780291450707
1127,2981.5517715923183
1128,546.9322667846002
1129,191.37947148193902
1130,638.1435000660466
1131,2847.1644405910256
1132,968.5898031168156
1133,3584.2421308886737
1134,3514.308444092062
1135,3533.472705881923
1136,1334.683297543114
1137,2719.9221233123185
1138,78.65730235934852
1139,5082.3096644953275
1140,3037.9558839430174
1141,1581.4010595908776
1142,3671.071853662023
1143,565.1441820146704
1144,7384.179030423158
1145,2079.4175081292146
1146,1702.35584194094
1147,7065.32593251055
1148,1658.7562316352303
1149,7044.236692272026
1150,4190.126851099316
1151,2684.751348184058
1152,4384.918666916321
1153,4423.805050290666
1154,930.8441240065935
1155,11655.545978192098
1156,1955.5502150409775
1157,46.804965756345474
1158,6252.996431024695
1159,97.98313117021809
1160,1568.0123764082052
1161,4594.398839372533
1162,1005.457518263308
1163,3911.129580875513
1164,2651.8848934657876
1165,6638.212406435398
1166,2641.2691419561297
1167,1101.3743009880152
1168,5787.963699654007
1169,1578.9872943345636
1170,7392.533629618138
1171,2740.6262772967407
1172,2120.772329216438
1173,1771.1470350392128
1174,1522.1738953349093
1175,2051.026703158763
1176,470.1738043270971
1177,470.1738043270971
1178,7455.409647621922
1179,2664.127000635071
1180,353.514379922632
1181,1284.3840949683974
1182,2627.3531511609744
1183,1228.8751073652568
1184,1421.4353777930874
1185,5111.939988510478
1186,1228.8751073652568
1187,728.2675385140722
1188,1106.711971933319
1189,2958.515923973286
1190,5779.053107710664
1191,4005.120651494361
1192,1820.9694827223034
1193,5990.110920649784
1194,1866.7139378034935
1195,958.1616738459014
1196,1866.7139378034935
1197,2000.8043171052682
1198,1401.796270307844
1199,1529.012313256825
1200,8258.28214872491
1201,512.8280420523232
1202,4099.259936057025
1203,2249.6798374165173
1204,2954.2433765369733
1205,3296.742564200873
1206,8554.978299530138
1207,1921.382829798005
1208,1383.3538997806143
1209,299.3405832075227
1210,3420.607131718782
1211,2298.4620738471326
1212,1883.7953300639142
1213,1254.0609916437975
1214,4196.177337794937
1215,1352.7839624728151
1216,5500.849666159574
1217,938.4330044484079
1218,1899.7474569291837
1219,5417.281927794783
1220,3826.3819017920387
1221,1136.5760939994268
1222,5871.699773392932
1223,2373.233537249471
1224,5527.4764114863865
1225,1827.8889022412786
1226,625.3530588980664
1227,3930.0686638019783
1228,7237.095393426046
1229,3298.561282295177
1230,1841.070362669932
1231,1932.251826798735
1232,4605.974610271745
1233,1447.164711231058
1234,2528.109090073229
1235,4069.8333425425126
1236,3164.04399808851
1237,1478.9901796624972
1238,1314.8718252250997
1239,1370.3875899991083
1240,2917.5990585693994
1241,6732.756268652994
1242,78.63070865589786
1243,2729.7893795788696
1244,2416.3674703869146
1245,1831.3625113146134
1246,2972.5485900097824
1247,3212.7308212746907
1248,7946.053960348975
1249,1577.0765824281093
1250,756.4145873697189
1251,1395.2370251765733
1252,1887.0302994584715
1253,1679.814164371522
1254,2010.096747626039
1255,1941.9049766876833
1256,887.8275301927897
1257,3015.8239933226796
1258,3810.1352518386793
1259,733.563716150912
1260,2028.6967351050207
1261,2170.2718421317286
1262,1576.607030329545
1263,3717.71220362913
1264,1502.8841821941096
1265,1372.2333518904593
1266,1272.2925876252698
1267,980.6115513611837
1268,1035.6128013347306
1269,6620.968875400437
1270,1580.2815674273056
1271,1351.5777891424448
1272,2484.0380575394306
1273,1124.9139150089081
1274,2885.9071853605096
1275,1182.4053590337908
1276,3152.705916182475
1277,5719.269273397243
1278,2388.6994122089573
1279,3401.6158381069063
1280,1820.5232694886272
1281,992.9800884827145
1282,4854.316867830908
1283,8258.28214872491
1284,4616.838577791328
1285,628.0249169881224
1286,1650.7247852142546
1287,1984.8700610492647
1288,1959.3461823861194
1289,1620.0129785598667
1290,1306.336736323417
1291,3150.0860080796792
1292,1548.0457638047283
1293,1041.429238060823
1294,4758.089783928176
1295,1398.8671955864686
1296,1929.9660256228258
1297,221.561654533001
1298,1331.4898379581152
1299,4305.701906267301
1300,1786.0234783662384
1301,4563.904573814297
1302,2307.912796012131
1303,3351.3699702703993
1304,1692.57892965726
1305,1776.2449612625253
1306,1832.668705565309
1307,3590.8450253516653
1308,2534.241591273331
1309,2333.409719358098
1310,4508.8955246668675
