,nearest_water
269,375.06556220170893
270,289.64898997592474
271,257.05860249455174
272,691.2813056499544
273,651.7871638594515
274,987.3295342908453
275,322.7822861914956
276,1050.478091462544
277,701.0398972830119
278,1991.6638163752814
279,690.7969646741032
280,860.61277900173
281,543.5258036246388
282,126.92987475179679
283,214.83307701941402
284,1271.68671356074
285,418.1041119237151
286,631.54932849853
287,310.39684045487434
288,203.85972603831408
289,136.84330367115894
290,1273.4736727892732
291,532.727456997924
292,827.4484606187724
293,112.24908242665462
294,0.0
295,5.770311272897308
296,478.3667093971618
297,229.84640306479366
298,515.0104027016498
299,117.130302207431
300,826.7213298836972
301,1101.1027821989355
302,672.8566708097068
303,1065.6991126676683
304,798.6434113480777
305,307.8237834926829
306,916.7590725130817
307,664.959290290278
308,369.0979247666341
309,820.5162683117442
310,867.8703643097447
311,729.970765787781
312,317.9523865474643
313,116.55827166902473
314,635.6795790441296
315,1483.3206659770424
316,244.74648530216473
317,1070.351498636327
318,801.2897892616097
319,199.5885336492719
320,48.040883022974036
321,812.1955446390388
322,315.80145563794076
323,7.632960953278925
324,343.48544968390286
325,502.72925070403244
326,686.6748012442104
327,279.69507883736185
328,587.3820491991015
329,294.59383538452016
330,80.96887530481735
331,700.1426581883483
332,977.192416509961
333,1039.9690190654183
334,645.912505611369
335,270.69845909885976
336,54.31407876592381
337,1232.4743900034211
338,106.95096393230777
339,301.59411882692723
340,659.213602328893
341,682.0574107588394
342,291.43274527775276
343,251.44616580888442
344,512.9017287308715
345,944.0309394860623
346,1422.2713922032203
347,380.2728335471708
348,43.51887578430334
349,272.3655043677466
350,750.9687041187735
351,1270.4686597245445
352,933.0516424353821
353,275.76601753922256
354,214.83307701941402
355,402.7540632183559
356,569.2147769999847
357,148.0714680900426
358,560.0745124359388
359,78.97830209051196
360,1839.9300400244394
361,943.5351772344264
362,943.5351772344264
363,883.8760112744698
364,201.8069326936091
365,994.7584503031865
366,493.73753391061075
367,326.7142669305487
368,380.0197193919863
369,1421.443395030662
370,822.1885383651334
371,1735.45361162814
372,920.2462246144794
373,51.026514450597865
374,291.8275651620709
375,306.97237186182235
376,696.6375029522179
377,772.4358868184537
378,231.96468173631206
379,391.1082492172396
380,203.68814151342863
381,1304.2940256485308
382,88.74474477660368
383,444.7942748139388
384,338.36433261457444
385,600.6605473863224
386,370.5652807720672
387,39.07445003257998
388,881.8278175492903
389,1031.0832842841512
390,389.5964158839258
391,66.16044263406958
392,401.3433558701893
393,489.4067644902809
394,190.6685134752186
395,266.48083507678626
396,610.387067731523
397,1531.0120677622895
398,721.5058889605461
399,373.6614662340144
400,126.96168576710119
401,124.78575622530636
402,619.143840429247
403,804.644502266085
404,459.8873618016983
405,274.81008561711764
406,1433.9717057974203
407,1171.6239575024108
408,1434.5943493506327
409,333.0583655936595
410,532.4127519601423
411,544.1019548947916
412,427.99468310704185
413,943.0482690894208
414,1027.23085684184
415,897.5055501635173
416,530.7501131766685
417,33.96706234878687
418,211.47847317751763
419,473.8541399321679
420,411.9380687376443
421,631.9063971807805
422,993.8455679710515
423,141.44977098087904
424,181.87542022740476
425,163.16251434250543
426,710.2565900882794
427,528.5214242024456
428,1681.55998488849
429,1080.7630028767885
430,397.66176071120844
431,598.6437491697696
432,430.75273258430644
433,229.99578857176166
434,235.36505999421624
435,300.1508278579548
436,273.9330812607394
437,563.141516021028
438,944.726623483084
439,1149.2543548439291
440,305.23019366080985
441,5.589515962811891
442,221.00477345210837
443,632.3136840165707
444,213.59813685990864
445,327.70122884618297
446,1044.6844615422974
447,362.52000100739275
448,707.6435525336387
449,328.5836308382787
450,1012.2730915221778
451,1296.9788927758982
452,468.1330558445241
453,680.8083781331982
454,113.43707455268137
455,577.9906455333045
456,930.5504073947848
457,103.06372825719045
458,372.8438451094041
459,527.0502143413606
460,857.4871916956704
461,828.411402829533
462,676.4991409581621
463,1105.7168935330471
464,81.20214715975399
465,698.2097148361385
466,81.20214715975399
467,663.749674482633
468,384.4342571701033
469,444.4291535446263
470,568.5985988644813
471,384.4342571701033
472,480.1712224155073
473,429.20103149762934
474,781.2453169067386
475,0.0
476,418.1272287259372
477,570.959687600678
478,676.0631527933798
479,1723.7608780290084
480,875.6496958057962
481,496.969610582419
482,867.4894196977785
483,654.6917465450151
484,1481.508307674357
485,358.9242719566475
486,1069.0924261153586
487,1109.9107192613749
488,693.6053885033589
489,775.2654869176737
490,1046.124724731648
491,427.7187176002052
492,314.65028001001156
493,1309.5990785091756
494,218.6627861129565
495,692.3292805043491
496,934.6639497915216
497,506.84896946643624
498,550.3976019729549
499,454.1230819875166
500,217.94033125078715
501,92.28491928963776
502,1261.6243003993657
503,249.73576123056566
504,664.1463463118578
505,595.3677100693853
506,800.0227657882896
507,383.8135427282003
508,697.4994072234522
509,947.1658460272258
510,1142.1713524564996
511,413.8110015321744
512,291.5704371164654
513,876.6982060197467
514,696.3711341493544
515,309.9814091731182
516,627.2712180231357
517,356.0742642735547
518,704.2119050897693
519,137.8026385605209
520,402.0226397592387
521,943.2458975542268
522,520.5611154712188
523,1062.3381168101744
524,587.5424792296368
525,354.4051242178909
526,540.3344730236654
527,648.7674507276316
528,22.997916136671904
529,1054.2976291630205
530,595.6607712300811
531,505.98034200948183
532,325.4418302769
533,1099.961107315226
534,1542.57658624134
535,961.292520151807
536,677.3416373518238
537,656.7909854119856
538,166.3282106960651
539,237.45878093166087
540,328.46631339537566
541,1108.9616573877304
542,514.9095068214207
543,677.6199911817821
544,521.1328576084273
545,247.31351941752214
546,435.7970120239769
547,458.30621459705475
548,222.13627052450974
549,907.5729646350352
550,0.0
551,463.1363239045479
552,776.3098058901538
553,497.51653850829587
554,744.1395810080883
555,1356.674794004341
556,50.72646806845341
557,1283.9314153664586
558,1081.4111329226082
559,518.7700513899708
560,72.60902333347543
561,126.64701226085678
562,727.2035760986058
563,203.3391442269568
564,913.3993834722633
565,731.2287237903579
566,1082.0242643680774
567,233.79375510897307
568,233.79375510897307
569,959.7820745396023
570,459.1272451393313
571,166.7751874916702
572,438.9438081044659
573,0.0
574,118.6177343186884
575,509.1427542946762
576,677.7346624775151
577,309.32331383173977
578,948.3177612625021
579,103.3711748453649
580,612.989502164177
581,765.2336800925455
582,0.0
583,818.4716620293469
584,446.3914313079153
585,234.672093155885
586,308.2265536812104
587,50.72646806845341
588,787.5411550589487
589,118.6177343186884
590,455.96282074638924
591,142.357521133258
592,362.08736354493175
593,0.0
594,500.0629882180576
595,99.3175183284789
596,1117.3623394910167
597,1116.3516275141474
598,80.68016803192461
599,94.46045886605395
600,268.7318685728167
601,657.5753712430667
602,637.8841606352156
603,800.9941602717385
604,836.5596354909492
605,70.10538451009066
606,1409.496018211694
607,1000.8105338723693
608,239.03407181601872
609,383.40600035690454
610,400.89467473521756
611,221.38004364690133
612,905.1844222998662
613,526.8342394872335
614,495.65158571210844
615,751.367739913152
616,28.231917764323274
617,292.39888178459734
618,891.5204182739682
619,586.0763455844614
620,308.56938499205904
621,1234.0543593175337
622,695.8632824179931
623,704.2119050897693
624,591.2890798941297
625,739.7183482461176
626,0.0
627,787.5411550589487
628,9.04445924154227
629,275.19799008695657
630,146.5799783238458
631,275.19799008695657
632,317.35674400366867
633,560.9937990825407
634,1035.3475865913324
635,58.560640430556184
636,391.62817785469804
637,594.9520710555541
638,988.7634547055086
639,592.0716471729922
640,220.645692986122
641,978.6946087841961
642,403.2842270709689
643,89.43054034678285
644,608.4257543242443
645,917.2315021440452
646,509.19508173265086
647,361.17495432883953
648,233.19149642892344
649,331.7684907553688
650,158.7131813063321
651,412.23222229642437
652,769.3368108476312
653,670.1568020357281
654,515.106649959843
655,790.4096398056598
656,834.682831293678
657,868.1890617776846
658,899.731867443939
659,265.23711660103794
660,504.3553560711505
661,319.8156546261822
662,412.23327153344394
663,264.10240676058055
664,1500.2363144223254
665,438.5511667686313
666,446.65743605310956
667,531.4849694525108
668,264.3997704636268
669,262.1275877750313
670,894.0344822224291
671,1318.4556945609233
672,440.75031883342024
673,809.9339240911718
674,409.3398915854394
675,540.9026825932931
676,587.1461947372155
677,596.1902055785372
678,585.2516091730422
679,278.70838353345624
680,154.6556684763553
681,138.1580008425226
682,459.0209720241656
683,392.0407546352984
684,500.8377465828307
685,788.1180242515885
686,767.0530124614737
687,1116.939948947653
688,683.8116972442732
689,346.8893158446975
690,769.4015004402369
691,95.09563325817409
692,830.5365919277122
693,1531.9495071555787
694,712.5017065514006
695,606.8415933828479
696,755.9750085597733
697,896.561040844526
698,1097.2182053572278
699,252.9172380888835
700,688.7329870606807
701,679.8923181318612
702,486.2076926125961
703,639.8966138828126
704,1307.8374397609534
705,391.86345360605117
706,428.26205079429093
707,703.0134503032621
708,320.0120100634508
709,129.27147626235038
710,302.98093373117865
711,213.75992169359128
712,363.4241710182271
713,1009.4476722445638
714,477.8149819444156
715,185.26221845014666
716,359.1115572377398
717,112.74561081765583
718,657.4550647609775
719,603.9095854779657
720,539.8777285748974
721,821.8964793701368
722,613.6721272097825
723,502.53370778706204
724,1429.5415811171802
725,1214.5594648344138
726,825.0759130162786
727,282.4074899221722
728,155.29939833014012
729,784.7035020975547
730,746.262318935204
731,989.0012670021804
732,402.9064728337889
733,657.5096623756256
734,1019.6318991296044
735,740.5834224827702
736,862.9502869379547
737,35.325658899929486
738,810.3939136419762
739,1306.3167176533082
740,556.3510472163474
741,911.8478780765562
742,133.99376135670423
743,796.2257200648877
744,1479.5048324921522
745,1114.073733964664
746,491.93138933716705
747,502.0388511962052
748,427.73376038661956
749,533.090520655769
750,488.07259186934584
751,961.4403081693506
752,423.5120267225152
753,638.185168449476
754,1476.8468454235501
755,122.25417470203358
756,569.1448665223508
757,1037.3216368591056
758,735.8253422507694
759,120.27788858965279
760,297.6839828763728
761,399.96479170805384
762,523.0396348987202
763,743.9140808452199
764,1572.3275034069309
765,1782.90805897275
766,674.3342124713356
767,1361.1739959760744
768,1127.1030213956863
769,243.17985817248626
770,1127.1030213956863
771,410.36830361686754
772,282.5155977952407
773,340.6634792749752
774,15.106369194804257
775,164.56725833514338
776,47.04490076546251
777,1423.6916746358365
778,452.0540281119265
779,239.06655211485955
780,866.5604877402591
781,490.98787749706395
782,509.04602053010876
783,305.10064236392344
784,706.4430534889918
785,634.078329998589
786,1283.313538799386
787,1084.7154414275853
788,1044.2673736889226
789,157.80852700968342
790,1225.0876243317177
791,1344.8057960173473
792,286.2506467707012
793,682.1995690434846
794,354.10651524831127
795,495.323306646041
796,626.7431493168154
797,352.27281920372513
798,442.67241873783104
799,232.6205012763188
800,998.772641742304
801,207.99843857523436
802,60.593858405779685
803,269.1595909256857
804,329.02325719140987
805,60.593858405779685
806,579.9817262362768
807,990.7349353438326
808,891.1844676965652
809,195.07552704749875
810,1010.0765125353812
811,397.59918506565725
812,305.7295211867833
813,359.0837784800185
814,738.5997216963162
815,332.87906256724824
816,625.4068311699648
817,796.5791001303883
818,60.479677602138075
819,401.235584898803
820,743.8161773166754
821,536.9090153704392
822,536.016911973633
823,1389.8220417316393
824,44.030753822522904
825,361.743916958989
826,299.8388481856048
827,361.743916958989
828,227.96326661338762
829,139.08378515903874
830,249.0373043521555
831,704.0488811110857
832,320.6894513892696
833,367.9845410614661
834,1011.1618730019391
835,899.123257161535
836,455.2228332853089
837,540.3609938837525
838,1807.1951104363554
839,252.68410900725902
840,857.8605299461035
841,398.3836542838798
842,396.41341353831916
843,382.7223950821085
844,728.0428817741515
845,851.0528538808817
846,413.33848250910825
847,848.5231694112271
848,158.27502763278835
849,23.104754511629782
850,804.3072470367608
851,396.2594421481043
852,715.2231007832345
853,554.145703184548
854,338.7197919354134
855,726.0801037868569
856,129.68092554292068
857,1440.2882658029503
858,14.616076027001242
859,595.0359804458532
860,615.7705364275611
861,590.0418379863887
862,54.1587531116666
863,1064.430555644628
864,252.65678288258553
865,792.546357597073
866,174.13062842988356
867,136.52783898850834
868,313.66592173312694
869,883.0931861644798
870,312.3615593841867
871,232.85319747228
872,423.27153866737194
873,32.28457431815993
874,243.76687140072553
875,757.4428262267002
876,346.0748455696743
877,89.76820543953338
878,126.11408353143241
879,390.69345050029415
880,230.51798860127536
881,984.3581113877104
882,346.489365469265
883,599.49152861203
884,772.7093757015912
885,1078.2505277944795
886,1347.6935624459447
887,186.6787006467578
888,1515.5037668392995
889,456.59698404642467
890,529.6895872684194
891,355.8097162732533
892,329.9062370162657
893,1146.5998528058383
894,515.9392265977515
895,1329.4914378562337
896,329.9062370162657
897,242.56075749027445
898,650.0267514482059
899,310.93047396028965
900,894.7122860400618
901,117.14643426977906
902,128.48414024634596
903,639.0458668325664
904,42.08412207861918
905,360.05216302549525
906,906.6113603008531
907,1304.975856323442
908,422.0773153365933
909,505.8570793483543
910,993.1392275445877
911,233.6349194874337
912,161.38333175126638
913,1356.989826925861
914,334.59605736630243
915,414.5957137113538
916,687.8223947691602
917,795.8818048146779
918,1510.6161108817164
919,722.293942572867
920,406.0299228013963
921,958.9644913382623
922,1062.324507979692
923,692.8742381538268
924,666.1944099911053
925,834.9967350371211
926,540.0096688380605
927,417.945101784085
928,13.641430947427578
929,971.6463432260273
930,902.7878104483968
931,476.07825603531535
932,10.187160164140332
933,628.1335899239249
934,943.8874758356621
935,517.1363876825078
936,260.21243513906836
937,739.0920026074401
938,976.8315360573399
939,433.82186310891814
940,166.66075629168782
941,796.5653314190944
942,134.7940151468028
943,1174.4902084594564
944,298.895422515098
945,481.06566862999426
946,570.7890545389024
947,368.20819717234684
948,785.0025072853259
949,94.82175106268518
950,554.8309582528932
951,1021.0064251310146
952,469.36222298990117
953,493.76890130594705
954,435.7951445614434
955,890.4449111060794
956,698.983951697549
957,953.1656423765148
958,724.5811456309248
959,583.7352187049127
960,34.48984239736616
961,770.9030991398502
962,1050.5815101144642
963,804.517112623407
964,50.72646806845341
965,549.9867196821568
966,158.99258624547574
967,1146.071027422735
968,76.92453282742198
969,318.4129782014507
970,487.97581684872705
971,230.4310397686326
972,827.6852565775621
973,578.029504613802
974,798.791832870549
975,344.0933429295203
976,569.0277665223281
977,744.1303240796336
978,187.91030385160207
979,523.2124286797831
980,73.9806020668564
981,593.6920358710181
982,975.2346953458851
983,1147.74691171495
984,1690.4048960199464
985,443.47062897340373
986,677.7346624775151
987,921.0056585762235
988,441.0112601551234
989,961.1713161804544
990,466.4225771805939
991,1427.9578845314857
992,436.0422634597387
993,671.9084143334431
994,945.8959680187542
995,511.9983996945288
996,376.54876217044773
997,337.3648837680164
998,59.47621095571409
999,96.93554420935995
1000,1191.1677082171238
1001,837.9349963776139
1002,820.1612845801874
1003,1091.9214328561068
1004,1440.133794171459
1005,369.178265932044
1006,460.2667199798485
1007,517.4880792434433
1008,528.661131735976
1009,147.55805640077082
1010,510.10708615232124
1011,446.27995249662274
1012,25.794514278050418
1013,596.1324301517651
1014,738.6976892839783
1015,193.10929039724067
1016,896.561040844526
1017,1164.0537438541867
1018,295.17723701066325
1019,203.83165902244122
1020,81.53583267778941
1021,632.3032983225273
1022,478.1374121073014
1023,957.211697418861
1024,538.2121372350373
1025,659.2384552378365
1026,1224.7424606352895
1027,704.3648919954633
1028,1175.8498893605843
1029,704.2119050897693
1030,225.15118027189746
1031,353.68607726116346
1032,134.52086345888847
1033,733.8850294935837
1034,498.6123074485403
1035,628.5416229091242
1036,233.70637066125227
1037,209.5380717867761
1038,375.90461242965296
1039,581.9224268638334
1040,1041.63211678485
1041,463.6331723301245
1042,651.2877619604197
1043,67.7980049361771
1044,213.75992169359128
1045,1086.316585610516
1046,157.47290672842925
1047,354.02993674951296
1048,378.88357033995743
1049,433.9264255549416
1050,1004.769997041099
1051,616.8607903221111
1052,0.0
1053,198.0596157908298
1054,520.7223980021392
1055,214.08287526255899
1056,412.39737059703384
1057,523.5853591605849
1058,270.9320752552069
1059,188.15681310605382
1060,320.30462543293925
1061,755.4657178510369
1062,119.01042685215667
1063,247.33386305816805
1064,504.5422651303846
1065,870.0163873704729
1066,484.1724025617562
1067,465.9058239523103
1068,166.66075629168782
1069,166.66075629168782
1070,830.6423581350492
1071,583.6894949093589
1072,672.7665426929166
1073,419.8141277700414
1074,583.6308783842848
1075,523.7870407513259
1076,525.6810572934102
1077,223.48614855684937
1078,552.8778562902074
1079,1101.036779972437
1080,940.6634183299876
1081,653.751869709443
1082,71.58267481525199
1083,296.3816937677394
1084,541.9757436551511
1085,910.3939536346866
1086,48.97165618127426
1087,760.203571400493
1088,782.1577804912405
1089,328.8030268371031
1090,291.00244559776115
1091,713.8445087984802
1092,245.58987703846458
1093,469.89087477583234
1094,665.8684578865391
1095,1183.0891530942633
1096,1088.1799115208664
1097,45.429853385983435
1098,340.3892454778888
1099,878.6024067904733
1100,853.838423255774
1101,621.8578363785047
1102,292.6113792266336
1103,1745.551114716409
1104,432.9423344354374
1105,804.644502266085
1106,227.4580497026539
1107,1202.7028650769782
1108,109.78787934793971
1109,914.6357777633002
1110,858.9750152824514
1111,404.42678069668074
1112,0.0
1113,989.4418938465841
1114,77.08364892717645
1115,268.7602586118703
1116,841.1828175314059
1117,1151.8637117645414
1118,0.07779524581618193
1119,352.4562789612808
1120,1707.5535883887062
1121,15.75878886172623
1122,672.140412118623
1123,264.59932700849157
1124,859.6468138762265
1125,1132.3550801746767
1126,605.7348653345914
1127,1036.0217249528228
1128,298.63189690833536
1129,144.4458820963078
1130,638.1435000660466
1131,166.54325279467542
1132,183.66672333440746
1133,526.8596807846162
1134,1315.1338420451639
1135,171.98202570017327
1136,996.1723894259757
1137,18.14090020167588
1138,78.65730235934852
1139,201.00301901160174
1140,171.48054865367206
1141,1254.844822793652
1142,486.8173558818811
1143,359.7222952337002
1144,1067.7179344024341
1145,39.04686192424299
1146,408.6975559870265
1147,728.5332591063428
1148,123.85174371729052
1149,309.32331383173977
1150,1390.892774158301
1151,89.40496477212115
1152,67.5464300002892
1153,9.020569469284895
1154,264.780930981435
1155,303.36734545068884
1156,104.42026520521404
1157,46.804965756345474
1158,294.29018131407634
1159,38.190479079359534
1160,352.56109764995034
1161,351.82012469828186
1162,219.9707981763161
1163,908.5214308245468
1164,708.4329688689614
1165,237.38728189603015
1166,455.2972051059694
1167,1101.3743009880152
1168,226.57104815314284
1169,20.949879097309534
1170,856.2862309500351
1171,111.85236063441721
1172,70.12656187199424
1173,158.938070797465
1174,54.11185114797169
1175,562.0005295895955
1176,470.1738043270971
1177,470.1738043270971
1178,1027.5988463070296
1179,661.6781937210515
1180,53.41342477991532
1181,652.8763068731188
1182,617.690342073134
1183,352.43082225183554
1184,538.8342796810534
1185,188.80833989073477
1186,352.43082225183554
1187,337.53193102439985
1188,974.2644800884003
1189,120.06190010863509
1190,777.3020540242561
1191,1431.8483282922243
1192,610.0784971586669
1193,708.3094668345968
1194,462.63706940452545
1195,616.9825110117472
1196,462.63706940452545
1197,363.88716048078646
1198,87.25486764326004
1199,688.0493235241306
1200,1964.3070929309724
1201,460.7588171449011
1202,513.7359942007741
1203,584.5077599637111
1204,684.5229148314897
1205,1201.4237632390157
1206,237.07998758633772
1207,665.5525584293512
1208,1130.6737976347233
1209,39.2988060532539
1210,450.89890310554625
1211,1145.8057555445985
1212,314.2178362175151
1213,892.1250270434923
1214,538.6256483289986
1215,392.3161519011592
1216,442.67343589142877
1217,906.4249505455027
1218,790.6951964131501
1219,610.9598927941835
1220,318.85538028322685
1221,755.2131015310547
1222,896.8063019286318
1223,600.0263084421161
1224,388.81143996624445
1225,1024.2821322751806
1226,94.55324111025996
1227,1325.4877582916101
1228,0.0
1229,1623.4052905473634
1230,327.5318464426191
1231,454.05913796558883
1232,87.26452455514263
1233,714.0335258089988
1234,772.4294317732099
1235,320.5285641031423
1236,256.41619071219054
1237,5.522308368182879
1238,228.7244832418537
1239,1290.6634057928557
1240,952.9946993178804
1241,1010.2761624154438
1242,78.63070865589786
1243,537.4423849710221
1244,468.4247570433364
1245,511.82509123286025
1246,838.8510602283311
1247,1063.797165361889
1248,226.20822881976068
1249,679.0797438217213
1250,65.9661930234943
1251,73.48202715695759
1252,400.2154485012342
1253,165.3902899030161
1254,467.32662321004057
1255,728.256786802531
1256,2.319881011527977
1257,683.2786145997801
1258,412.37714269418933
1259,603.1805061137419
1260,739.9286007598461
1261,993.7630980849214
1262,266.8843311204903
1263,741.776737102678
1264,717.9565057990083
1265,706.2334330503171
1266,701.7649285752677
1267,105.15507541400095
1268,0.0
1269,1836.6979941654104
1270,999.8624215276299
1271,389.42867698593005
1272,183.38086099496914
1273,73.9806020668564
1274,431.40888567933837
1275,8.166296431260369
1276,551.1758140774609
1277,474.1010515390492
1278,345.15099946119904
1279,272.1760947784531
1280,1279.129551000621
1281,903.0095488331565
1282,571.5462966039439
1283,1964.3070929309724
1284,1149.5160299215854
1285,628.0249169881224
1286,910.5286163621792
1287,451.3589314030707
1288,567.3195348986263
1289,91.60250954926269
1290,1139.9346525518545
1291,263.9472296331085
1292,743.2054602283482
1293,414.0053766053863
1294,1059.8956780216429
1295,157.25450369464494
1296,1089.237699606261
1297,22.326218666489762
1298,690.4825741793054
1299,252.21169905542124
1300,316.0704130183839
1301,668.1287347809277
1302,1229.506113539879
1303,786.01842893535
1304,518.7695174398971
1305,1422.7340390557454
1306,387.0969833314317
1307,614.4463320346968
1308,1146.1517213612012
1309,721.6614670185083
1310,57.12968811321338
1311,759.4078435096702
1312,395.59209523689793
1313,83.47335847811567
1314,395.59209523689793
1315,182.13828680169902
1316,604.6640700059786
1317,1291.9067125928293
1318,625.9501210881175
1319,608.151324892903
1320,799.5963552289884
1321,678.8386112614095
1322,954.0194643663874
1323,570.4929225288867
1324,247.2155663595717
1325,1185.4314272403349
1326,684.8366784457484
1327,849.1420543000988
1328,382.2757591534179
1329,558.1454752123811
1330,270.69845909885976
1331,598.8927319525037
1332,1481.1804459553425
1333,981.4426176446581
1334,322.19378849929427
1335,233.65003845110388
1336,270.3938102670291
1337,308.5910359976888
1338,456.3805032708919
1339,217.93196406412795
1340,526.1898723662531
1341,200.42537933984423
1342,820.4580467140062
1343,1612.8072498890779
1344,1253.950390497193
1345,747.2269253289714
1346,388.5897261111091
1347,643.7159624333366
1348,659.0911508508364
1349,347.75525997293687
1350,402.6557830056257
1351,640.9698536314589
1352,199.5512172340866
1353,973.446585246292
1354,808.1452878662204
1355,642.3815904120922
1356,828.208142396647
1357,747.4750283639728
1358,730.7343394695848
1359,592.4285090724326
1360,553.3158849980396
1361,109.88941813390575
1362,368.8590688578091
