,nearest_meadow
584,2008.7332693489227
585,1215.0298966524401
586,2928.352606080675
587,3052.829539848899
588,2691.814855991154
589,2573.6641571264167
590,2727.256822606002
591,1759.4001174269529
592,1427.197328531272
593,2079.078566816557
594,49.66584381982007
595,337.156625207029
596,1103.07034477365
597,1088.5616367794557
598,191.87784980722915
599,945.9903383208759
600,2204.0236867190392
601,1219.0655180328818
602,1021.4504584619896
603,1827.1530195812654
604,2354.08536504379
605,941.1434712880814
606,1741.6378475896377
607,1202.8600342860593
608,3964.884875197701
609,337.4777734052152
610,330.2959226859969
611,896.7253465192479
612,1361.2890718350288
613,2112.5151916556756
614,356.6894769287446
615,400.7404481356564
616,1527.3288935149092
617,2443.2807136160745
618,859.181542081142
619,2674.1470975137668
620,1552.1601396608019
621,939.7718275788363
622,333.32724045677264
623,337.8842778539393
624,494.2902450677381
625,1929.6312838112763
626,1440.4102965811921
627,2691.814855991154
628,2236.744344168022
629,1395.8069304641497
630,3134.475476542977
631,1395.8069304641497
632,2797.888809731073
633,2018.2515568624908
634,546.8792841016275
635,1333.7534959539269
636,3044.3639070787
637,1037.06855845625
638,522.8481044257175
639,1273.2900899561707
640,1756.9607906533556
641,2904.2775958503244
642,2914.761910136778
643,2770.806489735718
644,421.244695619389
645,1287.26028135953
646,964.3465742025704
647,390.2622155188075
648,1581.716589690535
649,350.42795455689094
650,913.6673529436226
651,2715.6722492326066
652,309.8589135871592
653,3644.7071890691086
654,3293.359929992286
655,925.4780427522446
656,2954.9153000284573
657,1000.8019344098623
658,1276.9306045205115
659,1497.5556347311708
660,2176.671581701678
661,1150.7550073507916
662,1063.2007980906649
663,1802.5368067441539
664,1815.756932109272
665,177.87947247015225
666,636.1750696522284
667,655.8571029386598
668,3400.307020301087
669,3398.35665662095
670,1444.6697350586228
671,774.8168056652332
672,429.9146895198407
673,1173.0903699627963
674,439.84690309532704
675,1341.6172912342815
676,2770.1305143059394
677,3049.989773539947
678,1925.52787298222
679,1792.4514362350671
680,2425.1232020964817
681,2536.7926468232367
682,2809.7397903087526
683,560.539983631195
684,618.5293198324589
685,2966.524662446646
686,606.3498317157391
687,2862.041474601885
688,1970.3054278465645
689,2432.2133754950037
690,542.5520676971072
691,3608.8178064232065
692,1708.0810915111201
693,2668.48116193427
694,1497.1466164788578
695,3793.846891112435
696,876.7030010139296
697,1400.239200990922
698,3138.8649126762707
699,1633.1517935529246
700,155.28944385225324
701,1174.3905519107698
702,1615.1214852108842
703,1204.5488365760546
704,593.2463644865785
705,1101.940510383595
706,53.22363689870965
707,1173.2204618291648
708,681.0409981421612
709,1873.5936414002126
710,1015.7600735849559
711,27.976445188026442
712,227.4085337058721
713,441.81515570225764
714,841.567261121764
715,808.1918873693468
716,368.20678074375377
717,3458.012103847219
718,2448.5676485558524
719,1914.74754517034
720,1246.406296679142
721,2624.813548506702
722,2842.0767802367423
723,1427.8956069226135
724,514.8750597272417
725,1188.8941402633322
726,4436.425861412616
727,1121.7332229247695
728,2879.375626542739
729,2074.1323149921172
730,708.1534798640693
731,65.56398442191734
732,986.33313402604
733,1593.3763504479784
734,850.1042354194095
735,1175.2603239716761
736,865.3797555881736
737,1378.1569088074802
738,5426.222935478351
739,2410.369352394754
740,134.79169800943876
741,702.3265927020452
742,1539.7912190640502
743,5569.399683124826
744,3049.7621719754
745,1207.9044992978868
746,2022.3721072013086
747,4099.009873954161
748,2021.5789489742913
749,1334.8443778500205
750,493.40596410644673
751,1050.1611431561964
752,1276.8529038398015
753,1830.8851163017598
754,2793.717936115999
755,2514.1768132509424
756,1627.9919503013864
757,1627.8110758559055
758,2187.7618944907667
759,3826.2923028247947
760,3597.5274696335086
761,1036.5260748165979
762,2238.3478585383236
763,1008.6507842631612
764,2715.8007559398498
765,2821.937210621349
766,953.8817468043108
767,1984.8610461011951
768,499.4554786474314
769,714.9351068283979
770,499.4554786474314
771,253.62564778309556
772,2078.4863234456357
773,2783.6820646872625
774,2717.9888446271457
775,1381.9435824757952
776,882.4201929825243
777,1825.986661977251
778,671.4053245194771
779,1596.1851835634545
780,842.3563247056834
781,319.60008099213815
782,4324.729536939932
783,745.5187574117191
784,824.8256810770263
785,1654.4684494712355
786,2971.655936329546
787,590.7459652945255
788,762.0921273745612
789,2480.329319983461
790,965.7709808564014
791,1423.9709176076174
792,2360.3647054251896
793,1112.1367152944795
794,1427.2500572273832
795,4098.294174326142
796,1985.2482207839203
797,2140.743920124107
798,4496.565361363503
799,1745.1550137621782
800,1316.3141098713295
801,1930.5301438964232
802,1151.426849917551
803,755.122782625603
804,1474.7148755381436
805,1151.426849917551
806,2376.8701179062214
807,1607.519364523925
808,1752.060819404598
809,94.86266880604943
810,279.5630503266823
811,2016.2616101482868
812,2167.542543810438
813,1818.9879809844163
814,63.09364628422654
815,1342.6305849394678
816,513.0855518608666
817,1161.9883154812053
818,1235.3414933712847
819,2564.0894793432462
820,5264.803524893841
821,952.6076298079652
822,3674.76328581243
823,3312.7387864849006
824,1988.6657809422015
825,1521.6192537531012
826,2109.095688947652
827,1521.6192537531012
828,4053.8319870864766
829,544.355285773872
830,1640.4667026873142
831,5216.144184875676
832,517.9898954065168
833,1959.0742558121392
834,1335.9527011474177
835,1075.7520784336027
836,2877.0937316324407
837,1241.7267060550357
838,1025.5166384547017
839,362.4405186984173
840,259.5110163914183
841,3976.9247115324006
842,666.7988776138795
843,1333.5402609192656
844,3299.628957636661
845,2048.5041192832696
846,3119.9943539223805
847,2948.714198150822
848,292.81921103016674
849,2142.1690018838635
850,2431.209534227012
851,1857.2398857393307
852,1389.9002321344162
853,3850.51475928952
854,3195.5267405989107
855,1226.0216678040406
856,957.84645778536
857,3791.692949444908
858,531.8335425796087
859,1632.4545255409091
860,1230.3581964810483
861,1827.6991395233722
862,1071.8704992498112
863,788.1583906914813
864,270.50100717489244
865,774.4441685884694
866,952.9883945305107
867,3262.8139823426604
868,2139.5105880323845
869,2216.1648789366523
870,545.5425239082323
871,217.5241082742051
872,3603.58750181579
873,2613.298875912646
874,4464.376803672958
875,277.5809118593388
876,737.4627170342642
877,328.5029448587264
878,130.50067042554303
879,1581.882049605178
880,238.82712446832315
881,743.0438855713088
882,166.86473793551198
883,2297.7101514925034
884,560.4309179433933
885,2372.6632886600228
886,578.8558688211245
887,678.6167957804272
888,3332.1189742954675
889,1622.6654578228179
890,56.09443118148847
891,1427.3749575953857
892,1782.380351762953
893,2275.3948599694363
894,2057.192083177112
895,1704.364491125164
896,1782.380351762953
897,2096.2516197786967
898,320.044236241773
899,1483.5893831258004
900,2960.8440283363598
901,3080.2968332315927
902,2289.179868690044
903,677.3951922909383
904,1548.5005848120152
905,752.3213223065371
906,1030.9695507905979
907,1439.4080286561439
908,515.7422352674323
909,1843.2830792018062
910,1291.606616758647
911,512.2248164517797
912,3384.103488816603
913,1371.5157279699743
914,1106.1042614253504
915,1451.84687435507
916,2930.593463043502
917,3109.5969580714223
918,1057.4461892849606
919,181.1873119645392
920,6.906726779740214
921,2332.1046519214037
922,5617.553003720159
923,1674.416891834054
924,2130.5080875752956
925,5329.261494340219
926,681.8707801610001
927,207.42663395392944
928,4477.1532982460685
929,3142.5292546142396
930,1500.3156249308615
931,574.8061795138125
932,1329.154200386436
933,1691.7321202638577
934,1938.5418054854206
935,1404.5823456912724
936,1049.8785603969675
937,1794.5644243301858
938,1191.8012446665987
939,1459.4839906702769
940,1259.489599384706
941,1587.3356647189444
942,965.0484961497993
943,3811.051697498144
944,66.6754085831112
945,382.11758766307986
946,1002.0660866783278
947,223.15466397361627
948,3844.735118292128
949,4151.040624415185
950,745.2665022046012
951,1145.0357370607223
952,3351.0676131589485
953,1653.968402360679
954,389.4833158087648
955,1096.2774305935072
956,1446.6357824131867
957,2048.460784442107
958,2507.44166868773
959,2565.0838761469113
960,3084.5159653495984
961,804.7960506788074
962,3119.5054765993136
963,946.879841476679
964,3052.829539848899
965,3167.7178523781736
966,2023.757057928277
967,1918.7717767573554
968,1956.8397353456037
969,151.19576910392595
970,987.927410470531
971,832.9777715970388
972,697.1213572666284
973,752.1542502965159
974,3067.649782745472
975,804.1685279236649
976,3423.8147030992127
977,1077.447968314351
978,960.1197248627467
979,857.7873724473229
980,3664.4289878867326
981,449.91062408152436
982,415.44927563906487
983,2473.3496940569294
984,958.6690283290029
985,2910.8270698715874
986,2376.5007394238487
987,3649.789070759807
988,896.0977215418825
989,4473.009558294265
990,296.2754628918274
991,1303.638827997202
992,1719.9800360251668
993,780.5514557582961
994,951.4432001435406
995,3792.1818678203454
996,1352.1049345664412
997,361.69932177026897
998,1203.5293319044563
999,931.1154292058284
1000,3774.5875155328886
1001,2253.6990491996944
1002,3410.772257979164
1003,446.7138922334752
1004,2717.948256007209
1005,1295.4901382549097
1006,813.7167273265417
1007,3086.3486673043126
1008,3164.9833729604557
1009,2821.6548183556124
1010,1942.0907141028754
1011,274.13426871489247
1012,355.56278797919447
1013,2533.264572357483
1014,3908.389578092607
1015,58.33163556511485
1016,1400.239200990922
1017,1392.7875924591083
1018,920.6911095817361
1019,2009.8541756365566
1020,550.9847181960976
1021,895.8900317395351
1022,1102.813835337348
1023,1928.3107667237373
1024,2891.166049312566
1025,2862.4971294495554
1026,1356.432974829512
1027,866.5899692732394
1028,2962.903961794531
1029,337.8842778539393
1030,1784.2583269490835
1031,4535.280548669601
1032,1184.3777426448144
1033,669.9159631846558
1034,1445.670276641037
1035,3340.4873753460756
1036,4770.293396764022
1037,2037.5703024662503
1038,1094.7233850775074
1039,2967.2131161194
1040,937.2166041482221
1041,1534.1689616426775
1042,3637.5455941246005
1043,1378.9626537860222
1044,27.976445188026442
1045,2591.857806592723
1046,1471.1561501358603
1047,1148.555346248578
1048,1541.1968157959739
1049,2517.558590380827
1050,1176.7929000528613
1051,3568.6834512131286
1052,1028.5755048699466
1053,1359.1333326359452
1054,1833.9090759626079
1055,238.6008134661202
1056,695.9626617542875
1057,191.0677133283446
1058,982.8681883478404
1059,892.2054373895512
1060,825.3455692920165
1061,1283.2623464504245
1062,4922.927857515276
1063,1643.447771643098
1064,3836.925264273963
1065,36.45464492965737
1066,387.1275689463451
1067,2980.005949480649
1068,1259.489599384706
1069,1259.489599384706
1070,456.12991441911345
1071,233.31930672817802
1072,1128.6794518708286
1073,1236.6577713870547
1074,1462.1675039918593
1075,2015.4276911369852
1076,1632.0145946543532
1077,679.7884583546754
1078,41.438526177909566
1079,3685.2974849670127
1080,176.35826918662482
1081,766.2698046788057
1082,1052.5089178399933
1083,1341.9686926463469
1084,107.04109729344236
1085,4443.672916684289
1086,1370.536131303262
1087,2466.92949136978
1088,3393.4173857557357
1089,787.7277070308489
1090,1757.2469971449284
1091,1707.0568064525607
1092,1144.6839755004426
1093,1171.2155488200674
1094,2239.780221489292
1095,72.82677403133127
1096,797.7256158662088
1097,3124.9238438751263
1098,993.620168694347
1099,3253.6554894270917
1100,3781.316953524858
1101,776.8180954019663
1102,1393.193133735753
1103,1926.7119482161386
1104,841.225179062718
1105,1608.4244557476347
1106,270.77915566004805
1107,1244.6029634720057
1108,696.1555696637482
1109,2517.4522508863042
1110,2634.2320455475347
1111,430.45217608472353
1112,2305.9283820209034
1113,3052.1000524643864
1114,1159.9852378074386
1115,166.9361809934572
1116,1937.2724786672934
1117,2170.4320150430444
1118,2138.6963542492836
1119,1769.232438986534
1120,199.00548988549116
1121,892.8135298238722
1122,2460.7004958426
1123,3496.821274956665
1124,2093.907915731372
1125,1021.7221972869828
1126,1112.857666058023
1127,1611.9449222057606
1128,315.4720603635661
1129,1669.1395024033768
1130,283.0042518337782
1131,2910.5418033658793
1132,167.54830073687089
1133,461.7392245796723
1134,2979.1165422025742
1135,1111.663685675237
1136,2009.7469686594566
1137,75.33988739637188
1138,47.004847258762084
1139,1264.131174946981
1140,1959.8384544518103
1141,2110.8000594452815
1142,2343.7865957099375
1143,318.019212170555
1144,1781.5949787611075
1145,842.937098018883
1146,2882.2262394663935
1147,1369.1648324792989
1148,1887.648776249934
1149,2611.978986589087
1150,1605.0048248102933
1151,2426.3403252256257
1152,2117.6031460812787
1153,3630.462172018758
1154,4225.683091821794
1155,217.2821217524093
1156,2924.607063120933
1157,4924.725927295077
1158,1449.540758702534
1159,1286.1614905670554
1160,895.1482176430549
1161,2661.706998190078
1162,387.8630252766563
1163,2052.174185448039
1164,899.9737917536257
1165,4789.565716385453
1166,357.1149027637346
1167,2237.4020359333635
1168,3100.1485878957083
1169,1457.520522886322
1170,2643.8014490048076
1171,2193.517245215355
1172,270.9282854358996
1173,33.070050195763805
1174,22.7138433705745
1175,1150.8589001520093
1176,1889.2686779888688
1177,1889.2686779888688
1178,3080.394678215545
1179,697.9510163778452
1180,2368.9011669805654
1181,2266.8030514387356
1182,2980.034104375608
1183,746.5079574144349
1184,783.0769316727536
1185,1251.2837320006095
1186,746.5079574144349
1187,207.1806907390752
1188,2865.8509454664386
1189,2254.993622259704
1190,1417.8207410564341
1191,1698.0497357010256
1192,399.12953082715234
1193,1079.05201710985
1194,3723.198129545642
1195,743.3954704378175
1196,3723.198129545642
1197,4896.320063203938
1198,160.50940694696962
1199,455.9077436501961
1200,1784.8093549781786
1201,1963.1871162117257
1202,3263.166625551958
1203,1904.18510841404
1204,1484.890615678323
1205,174.1987187998687
1206,1487.7978557583137
1207,1296.004300339578
1208,293.85571609987477
1209,1313.539400946761
1210,1894.2320877703812
1211,1105.2889425121787
1212,647.9593675773704
1213,1540.3253858298942
1214,1444.210552333582
1215,1905.6187795699764
1216,570.136313153505
1217,1432.1695724147942
1218,834.0024782647666
1219,385.3464867016809
1220,3482.576393361608
1221,26.098283999427
1222,2462.8603435238124
1223,1614.4845287919413
1224,3000.1082190855386
1225,846.2994454371911
1226,269.8296080778154
1227,3852.9844594387896
1228,2281.165182347054
1229,1780.5101001691844
1230,719.8177131222302
1231,706.8930118178322
1232,66.20351008765711
1233,231.7442639653326
1234,46.08941984663555
1235,637.434652699723
1236,759.9869223479719
1237,395.1871948348058
1238,2637.9100469764617
1239,321.19450224365545
1240,3172.489078704991
1241,1656.6699578460384
1242,1037.0063857094337
1243,1791.4171936431967
1244,2354.9272669403995
1245,1690.0172207547237
1246,1737.7566113852924
1247,1127.534965689194
1248,1459.7168350542927
1249,925.1875133551965
1250,1306.8931133474816
1251,484.11956422375016
1252,45.782322469726516
1253,1770.7683631834725
1254,750.0660384848364
1255,1432.0522992551619
1256,3158.4362221187866
1257,3552.6849459115538
1258,965.1263701752215
1259,4421.967367234952
1260,401.4716556222702
1261,976.8829012838546
1262,845.9626769523554
1263,4226.027177158043
1264,1223.5307952423811
1265,1658.4921403144538
1266,2769.495700014412
1267,69.25863293601084
1268,2407.4109367174738
1269,727.825622697173
1270,1679.4985151535304
1271,1580.1094896026
1272,703.4096140042654
1273,3664.4289878867326
1274,4956.878267261501
1275,1799.024850208605
1276,3836.72266545305
1277,1447.4105741933872
1278,3308.4859869716784
1279,1404.1748212280534
1280,2810.203768422353
1281,2813.5265087727967
1282,712.3311366909703
1283,1784.8093549781786
1284,1867.9137959433444
1285,2823.721735624897
1286,2558.0328708357756
1287,2020.885722812613
1288,2664.3539404736266
1289,1072.49445037173
1290,660.6753029405518
1291,769.0400458215959
1292,891.0607825008352
1293,513.7428415479208
1294,1360.904645445347
1295,2788.8416236285284
1296,3605.6078929951436
1297,571.949332858258
1298,858.8607982253162
1299,3232.814814152784
1300,529.0647977734392
1301,738.99263130063
1302,1267.4620858173673
1303,1678.8466222912648
1304,2585.9609796828445
1305,888.7045254824374
1306,3487.107825929835
1307,2534.5995501146676
1308,2088.650409093051
1309,1377.1614653854022
1310,1637.8960284297348
1311,711.9734814786596
1312,2135.14680312402
1313,1650.7158075039365
