,nearest_commercial
621,140.5164678701531
622,1946.6915002712024
623,2541.3576152374644
624,1913.7372930857023
625,362.9118921321634
626,715.7512104223389
627,1440.0510051221643
628,1774.106575375984
629,426.3475436344206
630,384.9137907124713
631,426.3475436344206
632,675.4564158434006
633,296.44739590271735
634,1496.6784782101513
635,1123.9428900898172
636,145.9818620977037
637,352.0561869849618
638,5293.478854750958
639,201.96342212008634
640,732.2729578007136
641,1323.0047153713604
642,134.27126426853076
643,580.9969987060039
644,2722.809315508482
645,168.98293825268013
646,1404.7621318953773
647,458.71592947567524
648,937.0892513399851
649,702.2634472441673
650,296.9508757534673
651,1642.3910792013564
652,1540.4175425723422
653,894.9378187021738
654,429.16977442413867
655,100.97200230842269
656,1052.2587052310234
657,594.8329410247163
658,158.99611881661113
659,790.5577556653892
660,367.49494973912545
661,892.8029373444992
662,828.6196895439789
663,536.4976095516715
664,302.51553846705514
665,1231.242741529503
666,508.1718904544742
667,193.93063544143538
668,274.2899521447454
669,274.94508032651873
670,723.5044259477526
671,403.0106998679738
672,12.841400798133629
673,840.9370375650196
674,614.659754681275
675,237.20863819911108
676,630.3993126646478
677,480.8156051051646
678,650.9544058529516
679,593.4939970306098
680,245.49388040625172
681,706.0240999527018
682,251.66113526556512
683,229.0524432729275
684,662.6183445526052
685,1551.2151235727524
686,448.55126091003314
687,546.802553281003
688,294.5739950360317
689,111.35430654189919
690,457.49967653685206
691,182.8747584854067
692,439.0147315161305
693,448.9333110262437
694,256.09097830579304
695,105.2204824994643
696,2078.8396549240556
697,223.05076813603904
698,1100.82369610706
699,436.44259244078535
700,1981.5849005375912
701,178.80675859215071
702,800.6351248223723
703,148.30777598182564
704,936.1377901261868
705,158.6992625217334
706,934.7192783695637
707,68.87844132126254
708,78.32918819949741
709,817.1879288646072
710,405.0339943951287
711,6069.873743113828
712,627.4789806928469
713,5626.994712255599
714,547.4953512541558
715,197.78003314190573
716,1387.54194864639
717,49.68717133468911
718,80.59100631277498
719,575.0204374933004
720,421.65056536079635
721,147.86104179013614
722,538.2485319670242
723,59.46525943833636
724,2339.397349388145
725,647.2166474033802
726,291.0174509379532
727,690.9591759196859
728,1010.23125382557
729,664.4661813429169
730,2103.2982180550625
731,314.63430638308023
732,1558.9747787804918
733,1094.9832740135885
734,436.0151124485414
735,809.0065039819376
736,489.5312112999662
737,68.76297197069457
738,592.1713814508416
739,585.1957787365876
740,942.5389886994535
741,1100.5262367633366
742,1796.1744630167827
743,180.326155751283
744,56.04236235455876
745,781.1650997063902
746,98.1560392818443
747,1196.6047886528272
748,1370.285606567317
749,549.8401708321665
750,963.3460144620516
751,845.872566824487
752,566.7476727093053
753,484.7479225497065
754,166.98101168691505
755,285.8514859464281
756,94.340878455138
757,166.83599235858864
758,1561.007637325869
759,2957.705836506432
760,1881.4335323896873
761,990.4610974044919
762,1624.9162949182323
763,510.24402206800187
764,117.83128571948725
765,865.3521954068914
766,551.6382483643953
767,43.52569464467776
768,428.16833061420755
769,645.185938222442
770,428.16833061420755
771,1204.7013205051205
772,3469.912710019325
773,1673.7338015161572
774,0.0
775,222.21707091182944
776,995.0505174795458
777,684.5498978271895
778,245.68920014531543
779,1341.683416750787
780,1417.7227572431684
781,2712.3425288220096
782,111.3536351550375
783,1198.4457339374685
784,289.6598935281989
785,867.0497612182149
786,780.2789029852411
787,326.42509096150616
788,4089.15841835149
789,76.98054909827259
790,875.6059321190049
791,1057.100458265926
792,2049.3825941724767
793,737.6784019011935
794,1563.4782848907064
795,384.3442520141776
796,54.34140813346445
797,277.18032871066634
798,215.66937788760347
799,43.59515814218557
800,238.89734840824622
801,650.2579794390437
802,475.8058975643374
803,742.3285535652267
804,88.16388439036446
805,475.8058975643374
806,1881.123882266081
807,676.7686770365409
808,290.4521872030353
809,393.70194512224793
810,662.8150847949532
811,230.3618109992972
812,1627.7532089860883
813,1504.5429070174257
814,275.2063075187514
815,553.8212163302647
816,443.60945260510346
817,270.01785319530495
818,211.1142376180751
819,897.9810433941924
820,96.6638401783996
821,800.2745813978322
822,793.6214191446293
823,1532.082464587061
824,223.5956441028338
825,454.34337986065924
826,277.52836292913645
827,454.34337986065924
828,1664.6185227300728
829,118.0608126040184
830,174.85087715029997
831,125.66073805100338
832,1606.7807473559717
833,380.70225014643336
834,924.8031413888679
835,431.7213214006805
836,413.36532810437416
837,238.27217440537342
838,144.7785715034849
839,471.2542519482029
840,373.7825625997677
841,1213.766866935268
842,236.20169470325868
843,464.86066201203994
844,866.3333444165382
845,1329.1112486600348
846,234.48763703927585
847,343.89512305364536
848,177.0343407472341
849,541.8070454203618
850,566.1814330791279
851,207.47391949926396
852,1163.4302001827252
853,550.50583404921
854,116.19317424755015
855,788.83310257951
856,216.1549309097026
857,380.1642910798544
858,77.57577842472602
859,367.7370040621076
860,888.2295567508273
861,196.74937210150435
862,408.5569699443174
863,353.8835041598745
864,218.4483876581877
865,1070.4031371624365
866,594.4946394920214
867,77.60943570517348
868,4.458852145179455
869,2154.8119388030964
870,602.5418561723139
871,1868.692309286807
872,100.48175196910314
873,214.4968992659994
874,223.1872761010218
875,76.7210508246096
876,4.649767713525807
877,821.3004798395442
878,2689.6058156648783
879,737.1281832630267
880,494.56179546587015
881,1600.0074355786699
882,1019.4439576485087
883,116.34235587255503
884,5003.054855508192
885,346.7401402768452
886,2190.2773403721517
887,452.06520893158705
888,2225.4044911003643
889,540.1174003322477
890,1116.6546676247697
891,230.29423140717086
892,106.72400843946042
893,1755.9794680437326
894,360.73869321262623
895,794.7136070975806
896,106.72400843946042
897,80.15162275611435
898,1339.0978123107268
899,1152.131875503819
900,2449.6999689204695
901,186.49126179073937
902,273.5322036268325
903,2438.823255824721
904,322.13652128037535
905,131.86949656385158
906,568.2253270721553
907,500.3522651965851
908,659.8347055240134
909,1029.3944950485616
910,192.86795213711858
911,500.64566426430713
912,906.2750207750345
913,1395.2683585438142
914,248.35629645033734
915,1033.0737503690677
916,671.0053096715731
917,723.8846793866239
918,1727.222021054779
919,36.718297727198504
920,1054.0702277269747
921,1228.6536916252635
922,417.7348856585544
923,1101.8810558381995
924,495.05515215285004
925,504.42182169186816
926,562.5697810244511
927,436.1355909783906
928,283.11229385627973
929,339.9163796405761
930,3057.381738376064
931,887.6999704363972
932,98.76269908994358
933,100.85344684731689
934,145.68430715448054
935,2100.3941972703296
936,285.48834758044126
937,359.7422975750129
938,797.1178983754667
939,560.6506475269217
940,1126.5201784916667
941,1263.8103954196702
942,2092.8063055147113
943,537.8841134979713
944,2956.6313290698486
945,112.84743002517358
946,431.30936633184797
947,2415.513882614678
948,80.71920884759992
949,87.2722961776915
950,141.15430273403362
951,2315.2010246491104
952,258.2727294357101
953,490.51033118782027
954,799.0771036795174
955,623.8324736039718
956,1335.9542492088656
957,1525.506343602272
958,882.2484384358845
959,557.6678232120362
960,260.2008409519404
961,1222.288996255065
962,601.540529276118
963,1420.5799244870109
964,2188.6936281135636
965,429.64291325988444
966,989.5978011378961
967,2373.5590247879923
968,1087.3288314245644
969,112.9454385127972
970,54.01778903073952
971,1337.3895287085627
972,1277.440929875915
973,261.1668588379157
974,237.53263928087404
975,3.8873853637901545
976,191.31343841550736
977,2280.4004969032494
978,61.54561780223526
979,224.94791942399735
980,414.8149740732094
981,5219.37836721101
982,720.9160796139618
983,52.68130346321042
984,160.3707630792282
985,486.0497668392119
986,1483.5054688370942
987,833.9975333671619
988,0.0
989,464.48501500844475
990,778.7172736518601
991,279.73927516399397
992,90.51829336154444
993,164.81069568812674
994,1623.421566243682
995,214.052049683709
996,441.8668946829314
997,167.4855719565034
998,185.89031422959087
999,531.5960724786355
1000,535.6730196463076
1001,3746.0507324436776
1002,239.17619144336663
1003,1106.9368408146872
1004,80.47584628107762
1005,248.638318983889
1006,1124.641516568355
1007,1267.0282007418557
1008,1298.107984997627
1009,273.8730912089783
1010,361.23347060914807
1011,30.58772846619818
1012,1332.2167496560949
1013,61.98395183781248
1014,1229.3042606690797
1015,393.3844541058002
1016,223.05076813603904
1017,1800.6541839364304
1018,74.66153687047009
1019,318.523224325684
1020,436.8236012719205
1021,378.7068341670177
1022,254.17600536172418
1023,670.449991973802
1024,1551.7605881560878
1025,1042.0200227608564
1026,344.7820387573363
1027,854.5568389786889
1028,355.3256909135814
1029,2541.3576152374644
1030,1410.2259588428635
1031,58.500413554227265
1032,127.82545925295946
1033,735.5701286255412
1034,262.0774313186878
1035,135.88877237674413
1036,250.48648266544748
1037,630.1201684192721
1038,288.77487210917286
1039,1899.510109680588
1040,1521.5134968844716
1041,0.0
1042,260.94033379991237
1043,89.86285758089512
1044,6069.873743113828
1045,435.66532170216607
1046,2263.902694482648
1047,614.6573288827018
1048,1289.474147305976
1049,514.5778018900807
1050,605.7134932512528
1051,894.7766006742626
1052,508.31427094011383
1053,1594.8866858361766
1054,341.3153726825969
1055,2150.621503847383
1056,440.3748466382586
1057,264.7028843017487
1058,291.01350521163164
1059,1811.8961986228414
1060,307.3128598031871
1061,1010.3501838297386
1062,3322.7182523930746
1063,1856.9662137329242
1064,239.23335044724482
1065,1182.7791835231512
1066,2324.565213260381
1067,1550.041883071719
1068,1126.5201784916667
1069,1126.5201784916667
1070,582.2581198392336
1071,12.78341255604001
1072,243.51017323676896
1073,1560.5097322902395
1074,599.071050691374
1075,280.1137936212272
1076,246.06185362263636
1077,567.9973162637343
1078,1086.641478079059
1079,308.0015061172449
1080,1166.6065424613869
1081,1483.3033873531085
1082,374.51872767339574
1083,538.7929852843521
1084,1621.9763384471917
1085,911.6726160384806
1086,299.5044882655687
1087,184.2772576962431
1088,133.93387384227984
1089,118.43988421848536
1090,361.7798877229777
1091,372.9177727136685
1092,598.8880322117353
1093,510.30249862276736
1094,1375.408797200671
1095,2221.9441333235413
1096,631.0234072021608
1097,1116.95888211522
1098,213.23528751519785
1099,908.9012736151966
1100,1099.0383949975642
1101,380.3594003354578
1102,569.0018539776053
1103,0.0
1104,197.4946595588913
1105,426.0840999725598
1106,333.0509110496479
1107,1233.6490437434563
1108,344.8191598140863
1109,1752.2168034859058
1110,460.34377571214867
1111,98.77180215121592
1112,1839.903659160054
1113,863.8631077293642
1114,955.2967757288324
1115,442.52632073032123
1116,818.2382417149756
1117,2019.273424660247
1118,1087.8236100532097
1119,771.2075402094089
1120,261.4366827523864
1121,731.0704777223302
1122,317.3241850805479
1123,3473.2144617346944
1124,457.1713008484388
1125,1313.8273523722373
1126,702.5197442651771
1127,226.28164248734262
1128,676.6091065501176
1129,544.764076233707
1130,312.98469630240334
1131,390.0956526140642
1132,1337.2110110186086
1133,145.11754610959417
1134,551.3165096666866
1135,215.1313024448435
1136,518.3537874801478
1137,904.8124523908631
1138,731.8991339575302
1139,1343.7701167219302
1140,519.3035903086336
1141,581.6451808173668
1142,65.59359130282405
1143,620.360044113927
1144,373.9601533227705
1145,450.9895615776107
1146,1944.9244353154252
1147,317.56523482806784
1148,1267.2490297288357
1149,1816.2922005628936
1150,241.12712407406278
1151,153.6912514123307
1152,310.6886296135475
1153,765.5877891444388
1154,759.0678342367557
1155,475.0434267527448
1156,439.0301886184405
1157,793.2651473386239
1158,521.0631269765811
1159,653.6224919623777
1160,426.68972470053666
1161,711.7646688171333
1162,1776.4336452952466
1163,229.21443497165953
1164,191.0222317146571
1165,3200.704529160084
1166,1662.2907595581012
1167,1278.8248452078813
1168,676.0526963620362
1169,916.9075760696853
1170,931.272139723595
1171,202.56558788359567
1172,613.9559083656947
1173,400.77562248445724
1174,613.6455403075863
1175,261.40163864376694
1176,452.50187969586096
1177,452.50187969586096
1178,1348.6457974122388
1179,604.681171708218
1180,753.8261965757612
1181,150.70018145404438
1182,616.6756591558681
1183,307.5556842820858
1184,113.58213083102353
1185,1370.2092845122095
1186,307.5556842820858
1187,281.80500342489154
1188,277.9568495538752
1189,0.0
1190,864.0272898853794
1191,1175.503398035782
1192,1224.2403355642316
1193,342.91032525849903
1194,721.1908121036737
1195,249.62330619559228
1196,721.1908121036737
1197,176.49031592695263
1198,1765.2789313805401
1199,717.8821419286824
1200,949.8435519965464
1201,444.2688205290015
1202,1363.6629730553107
1203,0.0
1204,288.024181628269
1205,1470.8939834242924
1206,473.19378308509596
1207,46.805345119750775
1208,1333.1465449049492
1209,635.1814516780651
1210,442.8782123445021
1211,398.75643913931776
1212,54.81206700564742
1213,2134.963399930521
1214,210.03958681544208
1215,343.9961084747249
1216,489.08620653814984
1217,1211.0699946411908
1218,557.7954073671168
1219,4008.6178351332983
1220,1976.3694319883311
1221,0.0
1222,500.5613702521714
1223,53.24147708765922
1224,1160.9369639054628
1225,1744.9810086127732
1226,141.1782871838525
1227,335.84081690527165
1228,1817.8046751871816
1229,302.66132766771767
1230,943.4339052865685
1231,996.8524122794738
1232,1247.382815288497
1233,909.0202009295473
1234,712.6958468124161
1235,325.9429728514063
1236,166.2031662555987
1237,618.012874878154
1238,474.869457220273
1239,459.57401235722745
1240,405.0059835313622
1241,341.40080811978527
1242,369.3409558002025
1243,211.59995455507246
1244,583.5980930711129
1245,407.09449483732067
1246,712.0416781343024
1247,163.6754170934721
1248,424.76682942976106
1249,243.99270570754433
1250,311.5497447909113
1251,245.54591979567007
1252,1270.7606792166007
1253,312.81070075190075
1254,1891.2523304932524
1255,113.24224539497844
1256,307.6319427824071
1257,288.5600998354391
1258,1074.751111528745
1259,168.85729562881306
1260,363.9797438583348
1261,576.1612374242989
1262,466.70510304853667
1263,958.0689470342837
1264,1786.3217478609467
1265,668.3865132425325
1266,321.4752296472442
1267,806.2166588440547
1268,253.61846521390441
1269,2736.108595165685
1270,62.41113014695847
1271,394.3125142353211
1272,1138.8174282685416
1273,414.8149740732094
1274,303.98284427203095
1275,438.79439136885367
1276,291.82218956091833
1277,1694.499291299156
1278,931.5787657406556
1279,621.2610130864379
1280,271.2305486546823
1281,542.1785651298284
1282,424.0271209676578
1283,949.8435519965464
1284,945.3267386633306
1285,380.89867445318475
1286,440.63378933456494
1287,63.01277319968319
1288,35.319541290485525
1289,508.6014650973255
1290,557.850720275907
1291,149.65636998241436
1292,318.2602845008415
1293,446.9718512756999
1294,452.9770135410797
1295,59.87452129811366
1296,622.2739888529013
1297,133.8549481326667
1298,811.8990062208724
1299,434.0701041066676
1300,275.91286084295376
1301,5002.537771863182
1302,135.92710899919433
1303,700.1946360610317
1304,372.05988479791864
1305,1492.7168477746839
1306,103.91024530140865
1307,1391.921592637039
1308,878.3482412646612
1309,665.8942974003722
1310,123.99325578246705
1311,577.2177062689962
1312,1687.885489024828
1313,399.3749485495124
1314,1687.885489024828
1315,55.52497484669721
1316,607.757293944979
1317,2397.499866890744
1318,394.47418419958836
1319,480.0206991180312
1320,1373.1220855206493
1321,1554.0265242007613
1322,259.46906708725027
1323,212.22046431539727
1324,168.868787482936
1325,362.71714342082726
1326,479.0601042592648
1327,542.1993821136979
1328,160.37364382991015
1329,1500.4185994892225
1330,1491.6301386953849
1331,437.8776996893446
1332,427.68128375780225
1333,232.7287039901691
1334,255.72544891234554
1335,302.44780872047403
1336,127.14188037708053
1337,787.9563538657632
1338,492.445220981401
1339,137.87854351676899
1340,380.5752467023962
1341,9.329582777593641
1342,580.3231109326133
1343,1001.6683451162318
1344,1079.7319698674182
