,nearest_park
996,128.5249987418632
997,236.83448930383716
998,191.789685635926
999,268.9545500900009
1000,193.74298877916723
1001,369.81455813340443
1002,155.63630330584422
1003,174.26614547351062
1004,315.6356472793859
1005,292.81434642143995
1006,306.11999159811467
1007,402.3446115831766
1008,484.45333515080534
1009,40.997614476786275
1010,195.12224849016766
1011,274.13426871489247
1012,0.0
1013,153.80860933865145
1014,194.2971273048515
1015,459.3737417359137
1016,523.551646432067
1017,59.20212373911139
1018,28.487881397427696
1019,105.5614159754132
1020,46.21903517673077
1021,397.4481165013418
1022,407.80123955014744
1023,356.89956227649105
1024,25.21128978483692
1025,64.0037959422483
1026,269.5184807149749
1027,322.61683156395543
1028,101.50369438159419
1029,449.3988871357316
1030,0.0
1031,315.76232464451266
1032,129.14657903203718
1033,427.8731467730094
1034,34.84337330852335
1035,484.0306005171761
1036,263.0602092256737
1037,22.78532023763356
1038,796.5524532468545
1039,211.05868180553915
1040,147.04188533229888
1041,117.81508463864112
1042,351.5512798988454
1043,0.0
1044,592.7981784132353
1045,578.5581999066352
1046,23.304249509160943
1047,340.579245104279
1048,265.1666306460063
1049,155.36351462184007
1050,189.3211770239308
1051,75.2965259032905
1052,729.2494514874817
1053,82.08784719952654
1054,76.50971649724919
1055,647.9423673591223
1056,14.482064954498547
1057,442.1637385610761
1058,162.47275073430058
1059,61.51043970995379
1060,131.82429529249615
1061,104.13774493721735
1062,70.0630533921618
1063,43.098679495426666
1064,259.4086711161378
1065,279.44126590874663
1066,563.4590526880953
1067,26.516979958570154
1068,0.0
1069,0.0
1070,107.86918359897321
1071,139.0105358298152
1072,299.1212514146713
1073,140.91176500949385
1074,47.92085866297741
1075,44.68863391694616
1076,188.60232857995157
1077,102.96583284775392
1078,75.4438336826168
1079,287.75534311457596
1080,10.548249873078614
1081,359.21750262345716
1082,78.84085844981153
1083,115.05101158720687
1084,703.5437371463183
1085,106.45855673243561
1086,202.1993068118988
1087,715.9189650157726
1088,521.3468671752605
1089,148.38801160092177
1090,121.60630364671712
1091,546.0685273996502
1092,121.40259185814932
1093,22.107461166403038
1094,72.46237063340358
1095,678.3936523539966
1096,145.7926199988237
1097,0.0
1098,226.57946354195062
1099,414.55862842118853
1100,222.58811595340347
1101,241.33866159887097
1102,270.89258684329616
1103,231.61952089297898
1104,251.52145926696835
1105,326.01318095179425
1106,226.51410923230094
1107,119.97579386851069
1108,141.78795995839195
1109,101.90187902057457
1110,145.99057174574554
1111,380.10964505770227
1112,0.0
1113,404.4550645062312
1114,291.9761798111984
1115,40.80448777064734
1116,224.03567696471677
1117,87.0971246214848
1118,331.0518962336841
1119,335.2063032812789
1120,199.00548988549116
1121,315.1436829180191
1122,471.8644732520394
1123,903.7864586552005
1124,0.0
1125,588.0072424574095
1126,117.8296966085766
1127,408.73304319812894
1128,50.43993901486274
1129,21.854225313044978
1130,52.76705737046573
1131,17.624359375380887
1132,0.0
1133,372.7416156089814
1134,617.5444519072225
1135,81.61133276837425
1136,176.19222113059578
1137,54.79340212767104
1138,617.5728493340193
1139,281.7002160042169
1140,111.99484142113796
1141,250.63936987001594
1142,61.87828844476198
1143,90.22089050502822
1144,412.18666796215336
1145,174.18275196553824
1146,309.9058570444478
1147,182.33313636774284
1148,54.20523890541076
1149,20.01623345085177
1150,188.05095199497742
1151,0.0
1152,0.0
1153,715.3069609265667
1154,78.11346422361689
1155,1095.2094418232798
1156,68.1675534518147
1157,0.0
1158,253.75706089625183
1159,53.03010021883698
1160,274.3872986845862
1161,5.099238058265641
1162,115.14668847395116
1163,461.26056604163244
1164,123.23846579437827
1165,91.25367604661945
1166,219.09809044049544
1167,83.95561775561465
1168,268.1159244370478
1169,0.0
1170,460.80464404650826
1171,52.3151106117457
1172,0.0
1173,1122.2608875777016
1174,1042.1880428713414
1175,181.39390052735496
1176,182.0285709777491
1177,182.0285709777491
1178,83.19426227004494
1179,483.17141194666607
1180,249.74899360637988
1181,188.3375309548001
1182,20.758312428132307
1183,327.0247432758103
1184,347.0779576700244
1185,286.60964713568694
1186,327.0247432758103
1187,286.03146037694887
1188,27.63957798918659
1189,101.12999678126405
1190,204.04990062973815
1191,319.1058810006615
1192,285.39730133310985
1193,220.47777350651432
1194,9.540064130162047
1195,37.14541250937445
1196,9.540064130162047
1197,255.24476004554924
1198,29.416443548471147
1199,55.70668543635147
1200,130.9460120688605
1201,86.8980981924764
1202,544.7401379330878
1203,60.23197254230237
1204,64.46702941133098
1205,554.7551936660989
1206,159.3054171758317
1207,0.0
1208,180.8113040547285
1209,409.1092743320613
1210,73.6635798620315
1211,177.75798481751823
1212,183.2779592244563
1213,34.21382271177614
1214,87.63601249199189
1215,343.9961084747249
1216,227.52765890100935
1217,208.45117828866518
1218,106.03191107240869
1219,668.5088301135321
1220,59.03748740434118
1221,26.098283999427
1222,457.50698154226114
1223,213.5199384088215
1224,98.82830000680583
1225,46.50875567533073
1226,38.5004211268196
1227,0.0
1228,0.0
1229,475.1869623895786
1230,321.93343378721096
1231,158.45474649778652
1232,700.5582423149642
1233,81.50745898187692
1234,114.40772472896548
1235,76.3568504265897
1236,35.42192902669946
1237,99.15473281569736
1238,467.0058975568145
1239,28.55427281345925
1240,168.58928334070757
1241,369.2387719991889
1242,204.08648993001455
1243,91.45870078381506
1244,71.74775590403925
1245,161.76082713632167
1246,169.9479943687526
1247,676.1950051080534
