,nearest_forest
900,3552.0869168194267
901,3582.996071537404
902,430.32367523420754
903,3192.977023998487
904,719.42155604273
905,2541.949134977703
906,917.453969872686
907,1850.6698616023705
908,1850.4502954235056
909,1064.370933149319
910,6739.2229577544185
911,345.9766582024896
912,2031.6030041564745
913,805.240849499857
914,571.3980882032159
915,2778.174323264915
916,2198.224943732032
917,2335.7543315789508
918,1243.8475121243105
919,2078.1339023261635
920,184.99834269201543
921,744.2530336016151
922,2253.312821945618
923,952.7042909316355
924,1758.8045197830165
925,1687.350243765274
926,273.29103399675233
927,1750.7441167815891
928,2009.231950421362
929,1701.3032174772918
930,1797.6538823076085
931,1895.9575265316498
932,863.0422128731233
933,904.3394729684516
934,24.113007096811934
935,2476.824961949562
936,2152.534537011763
937,922.4728222309851
938,1999.0072690089385
939,1710.0519779179904
940,4828.831674221055
941,1959.1860908229635
942,59.10934635643991
943,1508.8131811838405
944,219.8180123890509
945,1006.7753947914199
946,2180.320796915142
947,485.08973170702
948,3327.3659542156993
949,1698.0356158545264
950,6971.1842745748745
951,1986.9365351379024
952,1404.832094116698
953,872.7871743276755
954,1141.0729169649364
955,2368.6553818244624
956,3604.8013428461377
957,2674.233024107028
958,2476.0143320876464
959,1908.231040614422
960,3636.7303280259152
961,2811.004736525994
962,7065.853844320617
963,3036.99343861339
964,1073.9708114113917
965,2076.6242575571882
966,1619.9647396148446
967,2778.1448052743067
968,4334.992827260897
969,2323.0125957935084
970,1312.5082629912351
971,2755.812019126063
972,736.5968068514547
973,7728.929569478563
974,3052.054409234432
975,3482.4167138795515
976,2939.057242032862
977,4116.488718147624
978,2849.7210369886584
979,1979.411309942546
980,1875.9870628170002
981,542.1243993938984
982,417.7564736668203
983,1191.6657756770253
984,1422.6028671688719
985,2473.514483775063
986,360.7858022956441
987,2134.3101227493235
988,4834.991122936258
989,2080.6321103181963
990,1381.866979011229
991,3948.964393065529
992,5639.941766256317
993,2265.1721609967076
994,3412.1388599388474
995,2829.688597822503
996,630.1714063337082
997,1702.7950727700334
998,1733.477395204975
999,1412.2930514431102
1000,1463.8399616006936
1001,2069.1915633935237
1002,1510.6113850543857
1003,3464.6968804739545
1004,660.0506589751831
1005,815.0562280882791
1006,2145.283965926272
1007,3567.7451187732245
1008,444.36771209605286
1009,3045.7026569122004
1010,5856.274902947601
1011,1771.0496176673846
1012,2419.908902999633
1013,9217.17460993775
1014,264.8529813608139
1015,146.2256307738886
1016,6918.400612426358
1017,1894.4273279557249
1018,1220.053258392069
1019,1266.1802351953647
1020,5309.772635835422
1021,10033.856343683217
1022,1665.862742360229
1023,1391.2436831037091
1024,684.990578722714
1025,1468.1361432955102
1026,1275.1524379732775
1027,1485.4554827323184
1028,1879.9650878045618
1029,1396.3094015285185
1030,1414.7147143860177
1031,1900.695634852137
1032,1636.209463616316
1033,903.789678116891
1034,1196.975912996184
1035,1696.3520156150353
1036,1531.7122389457245
1037,1932.3362693862382
1038,5022.178955958672
1039,957.0525099957817
1040,725.832533051499
1041,3017.7636374415806
1042,2009.687926729242
1043,2425.546096026454
1044,394.6603592588953
1045,828.0217003371454
1046,1615.9960272283474
1047,1628.4316283477779
1048,623.9394737616673
1049,971.3869057823701
1050,1267.9538040383025
1051,1238.4278789561488
1052,308.5903025430683
1053,80.50822289761837
1054,2283.669361207354
1055,477.9933527945669
1056,1249.8624206583272
1057,226.68593337443465
1058,634.8211292610168
1059,512.9523561955427
1060,1322.5325072704393
1061,1903.3495399824624
1062,4346.940258404941
1063,1027.2091147822134
1064,1189.80563759125
1065,0.0
1066,673.8319182579477
1067,616.7704587928231
1068,4828.831674221055
1069,4828.831674221055
1070,1265.3320540247555
1071,267.67991046810755
1072,5977.886375313228
1073,353.9144676605972
1074,2089.846854574899
1075,2020.3877333009116
1076,1883.3092735392063
1077,3424.5467049869358
1078,308.7552372203961
1079,1821.7677238610231
1080,178.2534707714489
1081,21.179618616734473
1082,2069.23520948168
1083,1416.2375128147553
1084,468.33036090379323
1085,759.7379736157419
1086,155.99023503894614
1087,1232.3598608398186
1088,1072.443742666396
1089,1840.6980065675762
1090,338.22089209984216
1091,698.0130113591862
1092,1075.6547351658683
1093,1574.1232214918255
1094,3108.07250924091
1095,207.39379027373653
1096,1298.7567917291908
1097,1237.8972133157201
1098,701.2412299338337
1099,7761.1373761233
1100,721.4601924447661
1101,714.8703083883559
1102,181.2712840015895
1103,144.2010928914858
1104,514.7833142218444
1105,1119.2163364911942
1106,2117.107439050639
1107,1777.8203620992033
1108,1325.3222527785597
1109,3332.7163194721647
1110,872.4890833533627
1111,1104.4548044597934
1112,3314.813103289572
1113,2538.6436129738245
1114,5842.4638133089165
1115,551.4997279428613
1116,1320.0822941736305
1117,1695.9014397736375
1118,31.609766807828425
1119,669.5337273314873
1120,3141.78454333435
1121,1632.9546014752436
1122,2710.871156645838
1123,2240.884588068302
1124,0.0
1125,1201.69896610453
1126,999.159015601751
1127,4059.9713744550613
1128,10268.654439309448
1129,1151.5521088552898
1130,776.4276257938915
1131,3394.4187539431514
1132,1039.8713920047273
1133,1730.0656626736622
1134,2966.352581179212
1135,2061.839509519606
1136,957.6688184953558
1137,1558.7617390228584
1138,40.692724832575635
1139,739.1733674264688
1140,3123.469994252621
1141,3278.1166760168994
1142,733.3954140413971
1143,10242.105616441237
1144,9012.451691974533
1145,1930.4076850709575
1146,1179.9855280693364
1147,4772.942307755551
1148,1981.493932907449
1149,3694.9356276501844
1150,950.3087933739023
1151,338.3805183787322
1152,1011.9169250077432
1153,1470.4623616710176
1154,1893.0206497151548
1155,826.102568719844
1156,33.56859717226953
1157,1711.5889289040822
1158,8105.854139124557
1159,745.7235272686992
1160,1839.6517126509395
1161,1552.1242267349055
1162,132.97075429698725
1163,3893.7936203794347
1164,2163.7635521176812
1165,4188.787131868123
1166,329.391794119522
1167,1318.2582945935187
1168,2050.1593522055055
1169,4954.109596321634
1170,8182.897644996804
1171,1468.831038745476
1172,2203.5330845984618
1173,903.6264412317234
1174,700.0214400363466
1175,786.771479000302
1176,1725.5542607274012
1177,1725.5542607274012
1178,7759.27264572657
1179,2457.7980120469015
1180,1116.873648137267
1181,395.1097115930391
1182,744.3351611785533
1183,1835.3747157516163
1184,1676.9126009808845
1185,722.4127829223956
1186,1835.3747157516163
1187,196.81703463564645
1188,224.80532855436545
1189,1841.0005441736073
1190,1699.0462721957554
1191,1817.7872960694126
1192,412.85415631032043
1193,1840.1916513616495
1194,790.8975229391402
1195,4854.633175636879
1196,790.8975229391402
1197,1563.3371950222245
1198,45.44668384717342
1199,2119.0471642203775
1200,5820.599919875503
1201,1226.6415549765816
1202,3428.3711872124222
1203,2207.0715393987352
1204,974.0374373820052
1205,31.46504230956673
1206,5610.842581252551
1207,1726.2250742368265
1208,470.3724599855286
1209,665.1929873489324
1210,1952.5845858259947
1211,1292.1453406789258
1212,958.5488337274757
1213,1577.7007385277166
1214,1205.4036106200876
1215,2935.4219655438883
1216,815.274928877231
1217,3018.4390667315593
1218,1836.559119713416
1219,2182.066957391007
1220,3916.443531612079
1221,2056.587496584578
1222,722.6017259505762
1223,2690.864021514228
1224,1695.0269255792612
1225,46.50875567533073
1226,431.76275575503325
1227,2209.260228444808
1228,3289.8006705709513
1229,676.3049714224837
1230,1508.618854889318
1231,2320.950846633664
1232,31.561468740669675
1233,460.2877415893188
1234,96.01151238293608
1235,2002.6959670543117
1236,2642.2117096805414
1237,2186.939975703703
1238,1819.1616434596908
1239,418.35376924538565
1240,1764.644780497803
1241,9444.277864772124
1242,1031.9655951110785
1243,692.2309866231305
1244,824.7400676877761
1245,2470.1117283598164
1246,705.8780896841795
1247,9319.577117748508
1248,6494.531970973726
1249,1394.6067614457133
1250,873.8676760656451
1251,706.302243725898
1252,39.67342995368561
1253,3265.105024150687
1254,2477.051119341625
1255,906.2330524975769
1256,611.46687664489
1257,726.1860088745073
1258,2750.1437450355706
1259,1181.9606715999337
1260,806.5519543010687
1261,1504.2918027429907
1262,1850.2141455835476
1263,2783.080351721782
1264,259.47131318732295
1265,2548.1816490070523
1266,1374.258588289085
1267,79.86209292088587
1268,3128.171657189516
1269,6417.347303515312
1270,7727.358234141008
1271,1772.731423858181
1272,1640.537677724177
1273,1875.9870628170002
1274,2343.666085645415
1275,1544.6333393786415
1276,2071.7007973604796
1277,915.1618627540097
1278,1355.4822511731484
1279,966.5572889473036
1280,3438.2022171274066
1281,2181.193302733915
1282,2037.3141750940551
1283,5820.599919875503
1284,6981.124963699115
1285,2171.4252551539475
1286,1679.7488939488378
1287,2954.236530565423
1288,1223.5052014144123
1289,806.3297915687342
1290,2068.0655989815637
1291,2625.765308038336
1292,1111.8475561926855
1293,712.616313938623
1294,990.9814296865737
1295,3063.9147366050056
1296,2591.3462434003027
1297,338.61422916097035
1298,575.0377634949291
1299,1037.1104400147574
1300,1115.1887071835629
1301,723.3189162365129
1302,1895.6234055204295
1303,8629.06594518542
1304,2716.766267124753
1305,1208.9749437600683
1306,2039.379007097668
1307,1064.285560284479
1308,1669.899439960158
1309,1197.6888049690413
1310,1330.93261896315
1311,1293.6973911609302
1312,2130.9336063901583
1313,1653.771749191389
