,nearest_farmland
1325,3419.3373883475406
1326,775.1320597530529
1327,6451.90739585108
1328,8292.256247793066
1329,4699.07189856376
1330,3028.2626061962237
1331,7938.678103880014
1332,1954.8142361359462
1333,7468.49251025663
1334,2504.793806286572
1335,1924.5786012827657
1336,8931.871415917483
1337,4512.382428647579
1338,7101.368442760858
1339,4788.029621421841
1340,6377.964621656999
1341,5015.331635194034
1342,1596.651176414702
1343,528.8388074294795
1344,905.5419494418644
1345,2033.2972563160997
1346,5704.3745626351465
1347,1600.9044791076503
1348,6349.885589507276
1349,7749.234434238291
1350,1671.8224278868552
1351,6986.240644532292
1352,2067.091254399898
1353,7034.082590739263
1354,4625.001343742684
1355,3396.9990254433865
1356,3014.1050672662577
1357,5262.458054596342
1358,5869.38640011294
1359,5239.66343528003
1360,8948.02600122081
1361,924.4967943066126
1362,3958.5535057884044
1363,4659.403937503437
1364,4914.6602103915975
1365,898.4691624304576
1366,5712.674927592037
1367,973.6818248056109
1368,2986.4323273168798
1369,2282.4455610377267
1370,7054.21429975563
1371,2577.994037691674
1372,6499.584536451622
1373,2247.437789236282
1374,3389.6400376406655
1375,6169.268268687817
1376,2988.4091551341985
1377,8413.875102931897
1378,6871.972065669272
1379,5503.188291325869
1380,1416.9863942317088
1381,2972.925048474382
1382,2567.85493535967
1383,4308.566530730059
1384,1633.2707302141096
1385,1047.3791227560314
1386,6716.181818674476
1387,1764.6826616028543
1388,6603.919402394627
1389,544.568646985445
1390,5941.016442985257
1391,178.65785212080442
1392,2377.9125447849265
1393,1750.4479767329356
1394,591.5461670265837
1395,6959.6919814847815
1396,5666.360979562213
1397,698.4154848922499
1398,7700.5806023442055
1399,1792.0778552896159
1400,4675.641625460698
1401,1742.0784076554116
1402,1078.6987390860677
1403,1046.3595921294714
1404,1331.15690023384
1405,6335.110897682938
1406,359.2074336078191
1407,7704.956074646299
1408,3715.6190295548818
1409,3991.544226031555
1410,7944.1720356650885
1411,5453.840849365103
1412,6392.1752945208955
1413,6357.005216911411
1414,6784.419580563428
1415,5892.466687715577
1416,2147.2620346735744
1417,6654.4440625685
1418,2184.3774173790907
1419,3712.1199445891834
1420,4624.960554806233
1421,3529.2728794590694
1422,6295.31727694485
1423,3269.1822030448925
1424,2258.2542247272736
1425,2188.194470735937
1426,1489.0512203361025
1427,4156.21578326259
1428,3299.674434686315
1429,7033.759607545216
1430,4772.719926266097
1431,5177.99359680321
1432,6453.148575488224
1433,1327.6535160926912
1434,2559.2449945309104
1435,6956.180888395718
1436,1525.6909103611742
1437,4525.8069535881295
1438,1386.8043381322002
1439,1466.3415114071981
1440,4000.547161871949
1441,8692.35151252229
1442,8052.587469688816
1443,2454.2981536339453
1444,3172.135467751981
1445,1740.865242458258
1446,3119.4311295291786
1447,1444.5540351012644
1448,1037.3245426479496
1449,2323.954400984156
1450,4729.009241957476
1451,3766.275522721968
1452,2566.3481308749638
1453,2940.033494092474
1454,3693.3875532533725
1455,3157.642587522214
1456,3158.3138006688764
1457,4201.220378013705
1458,549.6116707269713
1459,1378.7183774433533
1460,7677.363350013695
1461,773.3291791244117
1462,1976.231032991443
1463,6558.49589696693
1464,1498.3979895268892
1465,2586.7649545305726
1466,6168.240369908009
1467,1275.0505462406936
1468,1976.231032991443
1469,2447.3919344417054
1470,4245.617784888522
1471,526.1872441936501
1472,371.9983305875423
1473,5329.577516815816
1474,699.2891124856355
1475,1173.7343112141782
1476,4147.329876357917
1477,6727.85283901114
1478,6815.953875347542
1479,4619.990659687936
1480,7225.461979625997
1481,3330.7003036985666
1482,7225.419298323354
1483,2219.633376659176
1484,4865.210231949208
1485,2649.227514264459
1486,6467.827193204013
1487,6740.510496898529
1488,5479.657898822692
1489,3631.1805057705997
1490,430.1972317541667
1491,2197.232020459738
1492,253.13323116959563
1493,2582.7968101577026
1494,5343.040863774988
1495,1744.1078537983144
1496,8155.284057952061
1497,6095.727825751093
1498,3472.88148653006
1499,414.0118289343439
1500,2545.071146190253
1501,250.67662110026475
1502,4026.6604359127427
1503,2829.8395317961777
1504,8224.38720715214
1505,1772.856263146641
1506,5662.589785558671
1507,3957.3861812727846
1508,2629.79878568598
1509,747.4999991231169
1510,4488.791443199555
1511,1392.4713071694941
1512,4820.049490999896
1513,6956.850276525326
1514,4025.7604877405083
1515,8740.082443809202
1516,3827.985716980212
1517,2614.4117656385465
1518,5765.831848161619
1519,1666.1191076448247
1520,3107.4699801983043
1521,7047.210389051855
1522,5169.291624301629
1523,5023.391063281549
1524,7773.251102589484
1525,551.0872940056179
1526,1659.0302776710955
1527,1659.0302776710955
1528,7883.552874470113
1529,5412.666890167363
1530,4628.570085840249
1531,4693.1747530545335
1532,3109.587525731798
1533,1976.231032991443
1534,6101.860814171686
1535,1156.98260507379
1536,5706.4583743977655
1537,7250.185650304495
1538,422.7636935896771
1539,2884.5591670236176
1540,1154.4507834495437
1541,6304.208761984214
1542,3395.972914972607
1543,2841.8371371223147
1544,3526.7869971933255
1545,6312.689093286633
1546,6643.17408279758
1547,656.7171821080349
1548,920.2196111690193
1549,5019.113649311702
1550,3715.353561892315
1551,6263.216166336545
1552,3203.3976014945974
1553,1449.4966688308411
1554,7231.0651092914695
1555,5603.714343116923
1556,6315.661699514281
1557,7233.025193077187
1558,639.7003616659395
1559,753.0714765757401
1560,1128.282137834006
1561,905.8132073372283
1562,966.7658522142573
1563,3659.098885369407
1564,3659.098885369407
1565,6164.2576088386495
1566,3372.3453267980185
1567,647.2645070061385
1568,8222.174668562164
1569,6899.653862386303
1570,5182.562963589955
1571,6213.43778209918
1572,596.2689172680972
1573,4329.362905528007
1574,2141.899877216986
1575,5316.112719727001
1576,2258.814007091397
1577,585.520413985143
1578,271.39631895190877
1579,2219.7939520210057
1580,2107.0014323141004
1581,1230.2169887108123
1582,323.39721387534865
1583,5605.180393250064
1584,1248.5541838137742
1585,1083.3458851859339
1586,6673.376100158752
1587,6790.078025218713
1588,3982.5031717624342
1589,7626.187354875018
1590,5837.744623696394
1591,8155.332800211274
1592,2822.98126248609
1593,4427.805677132808
1594,6896.282903739007
1595,5899.465851841014
1596,2045.635405304695
1597,2039.2004483099583
1598,5229.152440860943
1599,3605.1475754908247
1600,4394.669234602306
1601,2903.2891878430423
1602,6177.1525145829
1603,195.7966876537723
1604,1681.8320940727626
1605,1527.1452871677948
1606,1859.265658460827
1607,1692.6221908238965
1608,270.06941333100156
1609,3886.629875918351
1610,6669.916389164675
1611,1639.4462754367178
1612,2265.158664803407
1613,4307.150246323828
1614,1050.466541541308
1615,4227.33531144481
1616,3876.813252705711
1617,5354.549723636494
1618,6243.605973518593
1619,391.9274302919387
1620,1187.089331933001
1621,5121.813793299226
1622,1886.9826583987192
1623,2301.5400773896836
1624,6765.762805953465
1625,8222.174668562164
1626,3352.9496210670295
1627,1680.7191513542725
1628,6282.310415563245
1629,3104.3617660521613
1630,3166.694326829973
1631,3719.5807620363353
1632,3343.2226656662197
1633,830.944460467298
1634,8582.56098031059
1635,1115.9278583907808
1636,2664.3148751734293
1637,2803.487358930668
1638,968.2204298499727
1639,5096.701614698608
1640,4443.055101512447
1641,3957.3861812727846
1642,4379.677562678684
1643,3849.7487669125244
1644,751.3649516938335
1645,1105.6220528232013
1646,1661.3655612555865
1647,8435.14431865205
1648,8351.639781559632
1649,751.3649516938335
1650,2428.031535493463
1651,5283.796293032453
1652,6155.595844017792
1653,3013.8565664970256
1654,1571.6656733622901
1655,3921.0094816873284
1656,1343.1694086451462
1657,1573.6320425744211
1658,0.0
1659,1907.728722510688
1660,5566.984764433812
1661,2418.00687865319
1662,6408.5627319622
1663,481.1792812906719
1664,964.7968093043509
1665,606.0596198400947
1666,5061.699988460174
1667,788.2294215985327
1668,4832.171205739128
1669,6033.5575587861695
1670,97.41827655604996
1671,656.8733357799395
1672,1649.127132803948
1673,4507.569648780625
1674,2530.1457115883036
1675,8684.468936011406
1676,9201.97715415344
1677,673.7774779664044
1678,30.38640687314095
1679,1593.3833970557203
1680,705.3526567323914
1681,6284.236259155652
1682,1229.4146849886529
1683,3469.834245718436
1684,6238.004516002509
1685,6808.410779123681
1686,2546.3870684099643
1687,1603.591340571949
1688,967.5645830348682
1689,826.1917653534131
1690,3507.2613176497057
1691,4516.667880713557
1692,1777.6910202116642
1693,5227.342002038603
1694,5194.180867566999
1695,165.23690833125667
1696,806.1766840200294
1697,1152.4763289248754
1698,5697.272776050079
1699,1098.8388011849645
1700,1922.6608333361994
1701,2169.8386176122704
1702,6539.92429109957
1703,2405.254255822457
1704,3249.498158248922
1705,8435.676718944122
1706,1060.9594169475674
1707,2619.59400823517
1708,539.4791791882449
1709,5658.750697807275
1710,3234.1970912756
1711,90.68990827473127
1712,1532.173536478025
1713,3220.4323608459517
1714,1605.5527045874235
1715,2507.819002110634
1716,551.6276235836696
1717,7527.312908471097
1718,2540.2550106055487
1719,4179.738622955923
1720,3106.2684977329436
1721,20.940038835266158
1722,383.56561053965646
1723,1406.4119848335563
1724,3954.711299896003
1725,6644.484688777716
1726,1486.0545108496456
1727,3403.541639774873
1728,2987.3535922146652
1729,3076.5777094581786
1730,756.8087209928824
1731,4030.89482634975
1732,3661.9147961327594
1733,1283.1355088545665
1734,4511.036148040023
1735,8550.54412390476
1736,659.0633071973615
1737,5395.526650444808
1738,1900.9330914286186
1739,5021.928590959284
1740,5666.449498004597
1741,360.3268799872221
1742,4596.619608589657
1743,3047.1017493735044
1744,2873.7137638215163
1745,3356.756540368506
1746,5621.930226940281
1747,1093.6987817532975
1748,1124.304436709798
1749,1275.8348808117537
1750,1661.7258557009088
1751,5888.169947412496
1752,481.1792812906719
1753,1739.6524712390872
1754,5682.757339907563
1755,6407.387932415729
1756,545.3211325526014
1757,879.247582530414
1758,3003.1306147615
1759,3193.112251919297
1760,801.2987804063699
1761,1164.156393748745
1762,5746.838805598344
1763,5734.4354606677425
1764,288.1044214796741
1765,7183.636643455463
1766,4650.596648686507
1767,26.6341897682836
1768,4248.272540581432
1769,2560.6262564068165
1770,3776.8567317071906
1771,7022.934784691761
1772,1603.0999846778861
1773,572.8778545900716
1774,5219.915037983271
1775,1331.15690023384
1776,2266.698300285306
1777,2027.0564920068862
1778,6648.065355428326
1779,1797.1723578585743
1780,2027.0564920068862
1781,3602.6012697221763
1782,5399.888422392077
1783,3206.4784096291883
1784,3154.132561360515
1785,5040.834180126042
1786,6964.732469352856
1787,2671.603673245131
1788,4377.452179169794
1789,7221.266475640043
1790,2221.531512088732
1791,4331.911507583781
1792,533.2692671379021
1793,31.481400887044906
1794,533.2692671379021
1795,187.30018623652026
1796,8291.878158545043
1797,745.4825572246334
1798,1064.8098633061147
1799,5265.523273335305
1800,5596.230564885771
1801,5017.12677843174
1802,7395.82987470316
1803,2543.2356343244096
1804,1552.4516674979939
1805,4545.869731877887
1806,5636.828281107761
1807,3588.1120832414954
1808,3350.6974570736916
1809,4058.4464074387965
1810,5259.793535557674
1811,858.195005862032
1812,1725.0933926073476
1813,902.4507656894265
1814,2099.980578273171
1815,1424.3390710122844
1816,2912.78045774867
1817,3275.8602714845015
1818,4219.977012135091
1819,681.0057639783151
1820,6283.1193328768995
1821,481.8432729163239
1822,2342.136325285845
1823,7618.905231300714
1824,286.3580258752845
1825,5835.744005119812
1826,3810.608560015676
1827,2525.5187499630306
1828,1804.7078531613793
1829,6371.544910436155
1830,5037.925814123084
1831,6453.714761746931
1832,507.8287943958521
1833,2608.5092929558273
1834,8519.417049400592
1835,6485.308620622605
1836,1124.2163857722257
1837,4391.210565515785
1838,7354.1043875226405
1839,4764.363726199448
1840,7083.35775380038
1841,6322.558307847619
1842,3197.4515166758965
1843,7852.475298511079
1844,4726.397531921013
1845,1471.9673940852745
1846,4376.0348980695235
1847,792.0780222396864
1848,2704.49411082858
1849,1163.0472607094794
1850,2172.3903575407494
1851,5085.6125358815325
1852,1030.777246298381
1853,909.0934307661992
1854,526.1872441936501
1855,3981.192884971342
1856,3072.7508955627422
1857,1724.5524197465631
1858,3796.6062955885936
1859,4433.651196126109
1860,2287.9268504318757
1861,2341.03421856407
1862,1716.1145765121832
1863,526.1906170092165
1864,6686.237985951396
1865,2019.1520215560172
1866,164.16738719736404
1867,6702.934194861951
1868,6884.829736905515
1869,659.7998891442876
1870,439.970686158899
1871,2730.7533092008334
1872,207.21180745898783
1873,4764.545641512776
1874,6822.027974463047
1875,3492.2749005244887
1876,2817.2874077031483
1877,6633.03184155275
1878,4395.811042009231
1879,606.7955499053503
1880,6439.6817290784475
1881,1661.986374718719
1882,342.34361749642613
1883,1052.9407304682736
1884,7083.260972357104
1885,5427.308900155885
1886,5188.888025504383
1887,2952.477988316422
1888,1346.7136777495418
1889,5739.13859167038
1890,2251.2030652786157
1891,3361.4001174850964
1892,5212.988133496342
1893,1151.26343263776
1894,540.2154284778284
1895,3127.1784940120383
1896,3127.1784940120383
1897,6041.214008028194
1898,6702.334184359821
1899,842.983128607108
1900,5966.053720205726
1901,5870.678218526068
1902,6694.61995187093
1903,1871.20301699959
1904,5992.700087698897
1905,1918.4305176376538
1906,810.4441182994921
1907,739.04320376527
1908,2906.5848671450526
1909,3075.741601286628
1910,1508.1692233631252
1911,8603.3492026503
1912,4227.237513036946
1913,0.0
1914,6358.369001289056
1915,4845.898935769355
1916,7994.466225125242
1917,1285.2499115120947
1918,6093.747297479234
1919,1281.7166880601108
1920,4554.016828551462
1921,2545.2443649274433
1922,2908.8798654417774
1923,458.5772031735341
1924,2309.371380962064
1925,2913.918537825765
1926,5824.373050563207
1927,6700.7451923860735
1928,1890.6939880192613
1929,3488.913830654065
1930,530.0657308989671
1931,6874.611851998617
1932,2021.7738283003039
1933,2745.989776725106
1934,5619.686888656945
1935,172.88135471681719
1936,3710.979320740743
1937,1778.9748434810772
1938,507.3332304355451
1939,1476.9942149536414
1940,2333.4515015312186
1941,5553.987554053422
1942,4385.494455742733
1943,7517.240199149725
1944,994.5678913017715
1945,700.3234035355363
1946,3631.785959092525
1947,6069.191400612656
1948,6502.400900354955
1949,6563.814964038854
1950,3635.733088840058
1951,4073.4553700707693
1952,385.6369429389947
1953,444.15981631666165
1954,512.8516017601422
1955,5621.813392983637
1956,6325.581335129575
1957,7925.7455688597865
1958,955.8451375440337
1959,1547.0840056434083
1960,1857.8570772653923
1961,5688.433596639621
1962,1421.0073169543123
1963,2983.5455976240746
1964,4875.562116291746
1965,5444.177036890297
1966,3177.902265716564
1967,7085.8091395548845
1968,2186.219516652688
1969,5901.447152587521
1970,1740.7533126059404
1971,1042.4319827188567
1972,2466.183297440242
1973,1964.1103030355744
1974,1246.9272422423041
1975,6536.582398181154
1976,5370.968203612032
1977,7267.750391003289
1978,3014.7104252863032
1979,1163.6473343952025
1980,3583.2562907834913
1981,7168.888723446429
1982,1145.7388065556552
1983,4313.281023306694
1984,1884.9033642078564
1985,898.0682308941994
1986,209.26074625644068
1987,2510.0794941865583
1988,5959.044374262191
1989,7864.822067258903
1990,455.3358636646428
1991,4607.991249087327
1992,78.15263238745341
1993,6466.503512611966
1994,2566.529067523387
1995,2287.9268504318757
1996,1030.0229325277373
1997,612.9769042608435
1998,3663.3591440252803
1999,4448.91213138051
2000,84.46469502754958
2001,6403.2654308364945
2002,3055.335077595563
2003,4045.619942896497
2004,3795.2864191172416
2005,2446.91042485778
2006,3427.675659012437
2007,3491.7719584602196
2008,2469.929456195795
2009,2176.9949367061818
2010,1351.408072618718
2011,4220.006259083794
2012,1601.5812425461882
2013,1331.15690023384
2014,5312.642604199189
2015,3380.399547433968
2016,4491.002700975761
2017,1312.1277043786185
2018,3334.7684684468463
2019,2441.756972185694
2020,1585.4223441809181
2021,2855.5110702320108
2022,1569.9045979270693
2023,3004.716870749252
2024,6826.765498438811
2025,6782.954406585122
2026,2050.472425134407
2027,3128.245755382646
2028,1198.9867235498202
2029,410.8344325480136
2030,7529.241318703788
2031,4626.938707275717
2032,3761.484264079746
2033,1963.8475694736496
2034,6573.465455584953
2035,5832.390187603677
2036,2320.611898138398
2037,1025.486259325548
2038,3272.314725169304
2039,4273.42743317152
2040,5465.984242516614
2041,5896.632724971588
2042,1166.754003567154
2043,4239.519642262064
2044,5767.79136991527
2045,3416.6458771995167
2046,181.26495076911402
2047,8418.898544261576
2048,3637.7797651455503
2049,6734.203913330876
2050,3634.6691616829103
2051,3942.805402943134
2052,6736.073538928799
2053,301.9045322750691
2054,175.0105159378142
2055,6913.132155428607
2056,5738.973190131467
2057,4381.215414413833
2058,3504.7687051980315
2059,1091.6443923542447
2060,1210.0378237283753
2061,3478.242012285943
2062,4991.930582878821
2063,915.8588733903263
2064,5214.228902518807
2065,4577.380258051444
2066,4693.746392160518
2067,5223.736626476151
2068,2360.966976970308
2069,1494.188324297415
2070,2470.2849889749314
2071,1721.6210277252171
2072,3652.128957024216
2073,2621.4340378897496
2074,1486.0051836480084
2075,3914.3196334739623
2076,1410.4641897184592
2077,5175.314183884872
2078,6858.6787192159145
2079,746.9320244516898
2080,7377.669402799294
2081,3109.587525731798
2082,4236.309476548538
2083,3304.759264763967
2084,3702.514164845225
2085,5277.197377085279
2086,1344.8441394977094
2087,877.7634824621177
2088,1042.559981025552
2089,4547.776236503754
2090,1084.9432517302096
2091,1858.5278783825963
2092,189.51751281656303
2093,174.154659191276
2094,1697.8438227506326
2095,3125.9510854717923
2096,1145.545501700717
2097,4576.607944269679
2098,5111.207400197564
2099,5992.894826775744
2100,6085.374210030856
2101,4471.538731933959
2102,652.7023773004033
2103,37.852747092179854
2104,6594.725929397745
2105,262.2135794163905
2106,2240.0885037556054
2107,4715.222122213613
2108,6712.296624740415
2109,6517.156675249956
2110,4495.588479791577
2111,3193.5046309643485
2112,556.1530435877095
2113,3400.191945133891
2114,1491.1004624617383
2115,2067.6547321755365
2116,1576.811666778476
2117,3590.6842105783176
2118,5278.859811741261
2119,2575.1150574015355
2120,7206.618119752248
2121,6543.133057703301
2122,4836.580453564186
2123,673.194602067036
2124,5198.304358596749
2125,4866.017256194542
2126,2228.032923874706
2127,2467.8610681791033
2128,2861.182586081206
2129,5367.164751959787
2130,3155.4632508194154
2131,6619.499216152977
2132,840.4160184165053
2133,1599.744275063583
2134,995.8683347059664
2135,3805.2585868461088
2136,6239.2318948938655
2137,1768.3575795042095
2138,6205.218498514914
2139,2102.2759748163694
2140,1108.8586923707092
2141,626.7759453886372
2142,1745.2441276229413
2143,4711.069994510573
2144,1911.6170460480378
2145,1213.5579875509395
2146,766.2933667634268
2147,5929.359575447596
2148,3482.0282612556584
2149,3628.9472839542377
2150,3482.0282612556584
2151,1596.4439534802682
2152,3937.596941567348
2153,3555.394472869839
2154,5985.1759601765625
2155,4631.459971872955
2156,7507.471747730562
2157,1731.7092382085586
2158,8831.24127365901
2159,2431.2002666760136
2160,942.0773749368517
2161,1466.710505947451
2162,3312.5183459200166
2163,910.3336232040812
2164,1124.2688524962828
2165,4735.700082054724
2166,3525.9734406848893
2167,2616.139197855358
2168,888.8586225368743
2169,5081.394745600513
2170,1967.470436024197
2171,3923.2998706514236
2172,1036.3572813358599
2173,2804.969856195018
2174,4042.8687814370355
2175,632.4332730769322
2176,7823.845485042546
2177,5905.63004336596
2178,3078.6920246012414
2179,3712.1199445891834
2180,6966.397240680293
2181,3699.3631521021393
2182,2403.4112278701373
2183,6519.677788846775
2184,6850.34230127789
2185,1987.3429576642843
2186,2403.4112278701373
2187,6827.185790766305
2188,4602.204445970445
2189,565.8415306002242
2190,7999.820483492846
2191,2950.9945401866594
2192,1402.4034808275703
2193,2024.030624922528
2194,1483.013337076548
2195,4721.4235916143925
2196,6337.1301542855745
2197,2036.221930278663
2198,4711.069994510573
2199,5319.495832857872
2200,3018.599758135867
2201,4891.7598521675
2202,3886.653472362771
2203,6337.1301542855745
2204,1576.3178366081258
2205,3110.633685653904
2206,6917.22183519673
2207,4949.01806508854
2208,4347.1348084627925
2209,2812.9701879484455
2210,4847.899031138372
2211,548.886643002984
2212,4869.34129236565
2213,1241.9995521586736
2214,4644.6252027857845
2215,505.10457541572
2216,5025.832703237142
2217,2362.8195463948764
2218,4518.964633428544
2219,905.8280564480216
2220,5877.056699709253
2221,8190.956899030327
2222,2972.663727223923
2223,3571.4024175226955
2224,2803.706275268498
2225,6485.191649862412
2226,1563.8810436332699
2227,3024.7379038331633
2228,4733.230803970166
2229,5418.33586341792
2230,7239.607856643592
2231,846.4161161822747
2232,1664.5521572165626
2233,2764.014013209716
2234,372.4590626427552
2235,3160.4830124555842
2236,8239.11306956405
2237,2570.072088812808
2238,646.6509412593581
2239,4240.878033547987
2240,4176.3087055094475
2241,7469.386508323099
2242,2581.5933910537788
2243,603.6534897800705
2244,2825.864115561743
2245,432.93330953770084
2246,171.62517053980596
2247,6846.790487319824
2248,3530.8077476505105
2249,1567.8743935268335
2250,1574.4628949734872
2251,1634.2510232680368
2252,3584.606706742501
2253,3965.2200219805673
2254,6300.426178128032
2255,4690.450174085071
2256,5014.204065160886
2257,1062.1869756723554
2258,1183.6602556115702
2259,2051.933723329338
2260,4025.8610431362476
2261,5458.449281584737
2262,1802.5688956649628
2263,1213.4045652738532
2264,4315.389439400888
2265,4686.509513624295
2266,7285.633359923503
2267,3669.13440932636
2268,2077.9252696075296
2269,2338.3460116658434
2270,6303.874899353788
2271,2623.994155962283
2272,5458.331351794587
2273,1279.4422802986535
2274,4116.513953045628
2275,5046.782893830669
2276,6205.656281339669
2277,3481.596734779677
2278,4626.147805059044
2279,280.6093857639756
2280,484.25921350463483
2281,4171.415899039142
2282,5250.830690851189
2283,3786.0301509277456
2284,1647.2198312937205
2285,7391.717758642883
2286,3326.9479287587064
2287,5825.917534195464
2288,4927.511699326904
2289,5895.9765485891785
2290,4879.135171887354
2291,4958.70441856751
2292,5315.287717221341
2293,7284.452785143939
2294,5058.409022829302
2295,2301.7493262025764
2296,3819.910889115364
2297,1858.9664345829647
2298,6840.208557326894
2299,7808.754925807706
2300,3921.047956620316
2301,6840.208557326894
2302,3273.6920761835927
2303,3925.0120315866016
2304,270.85276971373975
2305,5672.675171309945
2306,5672.675171309945
2307,509.0086644686063
2308,3253.2034400268203
2309,6279.228477428614
2310,1446.931657646661
2311,3386.437597593273
2312,2202.198484931654
2313,272.8570361246842
2314,102.65410518449474
2315,2721.7356635079445
2316,529.6983208819443
2317,2204.09567260926
2318,831.9924774014929
2319,2007.9696999237117
2320,5784.902451454347
2321,1021.9935250249601
2322,5576.244512776409
2323,4591.56648514353
2324,2130.22506443313
2325,2123.316311235464
2326,102.65410518449474
2327,714.6061074080072
2328,529.0599692589132
2329,3846.177153833518
2330,3947.9935657244037
2331,1244.0674942620437
2332,8233.520040146625
2333,6880.971767612734
2334,1860.6593384186428
2335,1146.0035028944997
2336,244.87625389402353
2337,1430.6894367428213
2338,3947.9935657244037
2339,2306.139624616525
2340,6476.953401757859
2341,2981.1779697987877
2342,2889.0741527215328
2343,1745.7850839864059
2344,5966.549780899955
2345,6099.686285037264
2346,653.2260334299152
2347,7121.597217992329
2348,1102.8180596657523
2349,7082.162801454307
2350,5638.065433316353
2351,6287.962693844605
2352,8261.841245666707
2353,772.4682465264383
2354,1099.9697295109222
2355,5837.744623696394
2356,4928.015057902805
2357,1555.1242990288815
2358,1556.1393166795197
2359,7086.427540494628
2360,5328.783352606056
2361,6884.826754732545
2362,889.2473599018045
2363,3175.3835731201416
2364,2972.3537412114706
2365,3482.868678634859
2366,5537.89142561636
2367,8033.606521941202
2368,1265.072854793148
2369,2218.612263062859
2370,537.5561821362704
2371,536.6462676412758
2372,1094.7178132246681
2373,7007.831032714658
2374,8261.841245666707
2375,2512.4506674348213
2376,1075.4029582860035
2377,4515.76618815982
2378,2296.9129978617048
2379,8261.841245666707
2380,2134.193332041541
2381,8261.841245666707
2382,6569.998592008902
2383,17.727493191797944
2384,6100.269625001725
2385,2620.873093246816
2386,1196.1213836473482
2387,1686.8516464172806
2388,656.7603607309219
2389,3718.4944739157104
2390,2984.5434178424402
2391,2925.2678595546045
2392,2737.7210518027205
2393,3145.398317355008
2394,1605.6354785021208
2395,431.73414710146056
2396,1.3277548438836275
2397,6747.74352971626
2398,735.4556413414807
2399,5238.501142219653
2400,693.4482294292941
2401,2874.5817202439007
2402,2738.189859203637
2403,1212.549010232627
2404,5017.534235175458
2405,7159.7399631017415
2406,6986.747006266124
2407,5333.109296056855
2408,1336.3550502082135
2409,893.2327768471667
2410,2322.2075250135363
2411,3931.08956366652
2412,1784.4691122725512
2413,4710.574028253866
2414,2212.067750832331
2415,9049.27200884717
2416,575.9905850189283
2417,6716.2963532318645
2418,2568.65676302215
2419,3299.6084221100473
2420,410.75231760223767
2421,752.1675377431869
2422,1744.1078537983144
2423,1200.1664125248394
2424,3518.663415582657
2425,4680.240142928193
2426,2176.2909605872737
2427,2675.960953640721
2428,2160.713444541797
2429,4806.62139007523
2430,4641.752112863495
2431,1057.9129904148083
2432,895.2764932852555
2433,465.91841159525035
2434,1643.176443888408
2435,5315.539363794698
2436,3193.112251919297
2437,3588.5870185759313
2438,2060.0506235685957
2439,1855.2615267317742
2440,6227.367909496871
2441,1152.9481547811586
2442,847.3964403114823
2443,4296.881122794137
2444,2084.6642088810772
2445,6587.155915876972
2446,2207.894459444856
2447,3975.283101829338
2448,4242.064200089557
2449,6363.969311662908
2450,1535.8779270853881
2451,3189.0175841881373
2452,6343.187602032905
2453,1819.6571421642948
2454,6893.0186252836165
2455,8308.755409790794
2456,1853.2335069321393
2457,1420.9874303019637
2458,2330.965127745563
2459,309.4273009359222
2460,4559.950201692055
2461,5634.235340308857
2462,3409.0903711458604
2463,7851.132254395667
2464,2185.541367930289
2465,4789.439142227027
2466,2193.4064322972026
2467,5736.6160391172825
2468,4109.633959970233
2469,3943.7504471270554
2470,2239.936037458817
2471,1644.1724639628533
2472,1731.8565894199312
2473,519.3773931875115
2474,7142.704576323863
2475,1783.3443601722329
2476,5630.014574762826
2477,4374.275040936289
2478,6864.353227946147
2479,2092.1033799374436
2480,3059.1938301186105
2481,8931.871415917483
2482,3028.065138509657
2483,3540.9507091660817
2484,4342.237505461797
2485,4472.258822672761
2486,6813.562310910988
2487,3706.1105863626126
2488,5880.229624010022
2489,8349.90192849966
2490,5237.123105084668
2491,4591.746881327313
2492,3089.017641973953
2493,892.8610097002827
2494,8113.423906835201
2495,6932.01558400891
2496,2490.755655678704
2497,8874.640103031234
2498,8308.755409790794
2499,193.38333533037388
2500,2084.1532445038633
2501,569.3262130236726
2502,7920.341487665842
2503,1442.2463118705837
2504,1314.2107110864401
2505,6820.871840274582
2506,7051.856098823553
2507,5854.218752157672
2508,4560.193875313063
2509,2074.020003329268
2510,963.6574850809168
2511,2937.32550094168
2512,5302.649138831063
2513,1269.953732094973
2514,289.3923963414786
2515,2043.786939567863
2516,5302.649138831063
2517,1210.7564899000324
2518,6057.011853543786
2519,918.2032149570316
2520,3203.1354750146324
2521,4347.111328308809
2522,3583.819679888097
2523,2376.9750498378557
2524,3096.9875589570424
2525,3029.150638490035
2526,3701.030195408029
2527,4042.8687814370355
2528,519.8808138867134
2529,1323.3990871929236
2530,1260.7334624075504
2531,5744.395697986896
2532,1704.0759268789504
2533,1951.7189196361876
2534,1559.0386965475554
2535,6269.236391855894
2536,245.98772433902815
2537,5154.29665889586
2538,2364.701387055234
2539,6761.424121681147
2540,7619.430114004881
2541,4134.000781467559
2542,6410.3673994634555
2543,6592.908565274837
2544,3579.4958926236404
2545,2047.290644941714
2546,2145.650324025407
2547,1392.4713071694941
2548,6892.199501788165
2549,5023.96825435779
2550,2331.9845129284863
2551,299.37429537452783
2552,5039.592576595592
2553,2843.263089903128
2554,1656.2779390905803
2555,4707.410436517545
2556,808.4415321671229
2557,6988.0681648970185
2558,1287.2776166442898
2559,6202.826487207486
2560,4508.008235880488
