,nearest_farmland
553,2085.8494151302298
554,2772.188995337749
555,528.7880533314429
556,66.68910408128785
557,441.507158721196
558,900.2257234818535
559,1150.0910596437577
560,1473.456653524156
561,2619.59400823517
562,3798.0171138845208
563,7181.003025343403
564,8062.108691393632
565,1296.1792851969037
566,5954.098662923875
567,6383.580252080705
568,6383.580252080705
569,3586.7539774447464
570,5972.175296172734
571,3841.843649149051
572,2139.9166177924853
573,4706.241911446909
574,3160.0634866283153
575,2359.8837814394424
576,1981.4669006540817
577,4701.753726653101
578,1353.4414995381553
579,5764.767046235377
580,8168.329413076712
581,1669.05909206881
582,168.76384340241503
583,1093.3037807192993
584,5557.751445801557
585,1081.3609206930648
586,5488.368271464585
587,66.68910408128785
588,5058.316036263717
589,3160.0634866283153
590,6948.803986092023
591,6012.779933141469
592,6866.991822510982
593,1184.1198018710481
594,791.4044830199991
595,9910.389605861772
596,5797.893377532034
597,5790.609689716791
598,729.0321797132747
599,671.7747116190892
600,2093.056060790675
601,444.6490222074716
602,3299.2974259512825
603,2352.249915431725
604,2410.560503150783
605,6669.081884115457
606,1695.1694499638925
607,90.89288853057009
608,4318.0073040401885
609,1052.3394776862197
610,5780.2901280848755
611,5007.532066870978
612,8995.224209026663
613,2498.1898847945527
614,1754.9086069285202
615,194.26618114949497
616,3727.642846080573
617,4090.9023454071234
618,1097.373624138684
619,6719.593486535682
620,1962.7336865940908
621,3187.489945727387
622,577.1747411448428
623,1020.5962338113064
624,419.3468927381676
625,5522.119471766603
626,5536.960174839989
627,5058.316036263717
628,4615.8114430789865
629,236.1077060891691
630,3564.0422887262657
631,236.1077060891691
632,4936.366135354096
633,1807.8032017629514
634,813.2552058498112
635,647.6538842176614
636,3643.6035529055926
637,7924.176088963304
638,1252.0565372718625
639,6228.380878301569
640,1860.842246223049
641,3140.750873980896
642,1563.5544907663113
643,1453.546106291362
644,472.4792598515246
645,2756.719896425518
646,2003.043431303645
647,5901.714786742894
648,2961.376368923905
649,30.38640687314095
650,6516.29606724799
651,394.55442693911453
652,1374.3342718762362
653,4247.961975569951
654,3252.985352680079
655,2522.1373562744357
656,745.4825572246334
657,4401.056360509751
658,2781.676356117196
659,1842.820011046163
660,1792.8897206729596
661,544.8426777337367
662,737.9919666981607
663,4750.651735323255
664,5639.097943691118
665,981.6450941155715
666,1694.2625215528863
667,7536.428143194391
668,5588.053899607906
669,5589.859927337823
670,2547.667502839932
671,2563.9566287190823
672,7284.452785143939
673,3892.226421094055
674,2595.8486519813587
675,4251.606165589205
676,5061.778030644322
677,3989.0899193148302
678,56.053210874357625
679,1558.172325396989
680,1226.0287089150709
681,5600.134120253865
682,3100.442505585523
683,7331.773662166274
684,1426.541960360502
685,301.9439206483384
686,1351.106596957511
687,2085.3637144983672
688,8291.754650724206
689,7191.204182267017
690,5841.75789605012
691,5247.073017992955
692,3951.6968100625722
693,3757.8516723163793
694,3046.9484995222324
695,4826.270833654093
696,3596.304617652967
697,2336.2652968979255
698,5823.845653450892
699,4885.010294859288
700,427.0277720458303
701,1805.6448380398656
702,4736.170736568295
703,1765.7448738371506
704,502.84502976911364
705,932.9539148871473
706,2938.0816484196002
707,4414.642797952509
708,3374.702276810897
709,2419.667223862178
710,8452.172967930337
711,207.21180745898783
712,2462.203382342729
713,1083.638741640255
714,6211.786778106846
715,6596.72509489115
716,1741.2343140414084
717,2248.9842188706157
718,1865.0301177976467
719,6196.956834774203
720,644.2847028476845
721,2832.6211941196634
722,2069.820066711674
723,1646.1268655516792
724,1322.1436319503043
725,941.7222267406432
726,5387.730702915117
727,856.9280806722202
728,5688.929243543727
729,4207.514327827306
730,464.94061032551895
731,1648.843767636239
732,4089.3856400104355
733,4185.418663257941
734,4428.4232494856615
735,1472.0469579269272
736,7070.474902282773
737,6934.974569326036
738,5789.345369935713
739,4385.080870156885
740,1998.6831230852288
741,4963.940341903792
742,731.2680365131719
743,7282.439827378518
744,5668.558806119999
745,1913.1442115490345
746,3543.783944014122
747,4181.015035748851
748,4247.0734213586675
749,1863.36742386027
750,1413.9999925620536
751,864.5608885118295
752,1954.2589296558144
753,4444.737229610466
754,5023.391063281549
755,7520.057407668564
756,6415.52814979774
757,2155.7824516062587
758,4514.352934848813
759,3059.6949523813964
760,4433.062211332512
761,675.0365210713345
762,4286.984168404795
763,6341.039697217145
764,5203.770275548101
765,4952.972347168102
766,706.9734354543775
767,5179.8716593245945
768,7035.472007573024
769,2683.4061021572074
770,7035.472007573024
771,266.2775542436805
772,34.7584092013864
773,405.89492312284733
774,4061.415026331709
775,6435.147888155938
776,4711.069994510573
777,2359.6908250813613
778,2102.2759748163694
779,2804.9553249797495
780,1765.826010710759
781,323.3540203816501
782,6682.881353981178
783,3941.8813663957862
784,1427.1506803087748
785,412.5194212972702
786,4531.570362361477
787,1340.1567673156803
788,33.33984469347538
789,2111.134537796766
790,3160.055484467336
791,635.6725835258407
792,4181.804471205761
793,3452.0112917582132
794,2714.5924732910453
795,2948.7298527177354
796,3701.856732407479
797,3857.296419550425
798,4604.496116205483
799,1046.2378226307799
800,1994.4597118825939
801,5153.386240017609
802,5479.589909056218
803,6790.496927882615
804,5421.622240888246
805,5479.589909056218
806,3013.186659186372
807,5884.0746481902015
808,842.8659489572872
809,4694.564263702391
810,1269.9660301466977
811,1022.415434510004
812,2684.6237187021675
813,3154.3234307321145
814,8449.206043623464
815,5915.841466054888
816,5837.52208024292
817,2664.424382021858
818,5210.896571755636
819,5921.016329696461
820,6504.679050909938
821,5296.6718906117885
822,4760.878101637592
823,2776.1259311726144
824,6222.622828764821
825,1578.940863150919
826,4323.082327086875
827,1578.940863150919
828,4252.37940108923
829,6812.372672134388
830,1420.9796833239136
831,6638.332424563527
832,3181.0677681911184
833,4501.466830107986
834,3400.049070693525
835,3096.736666168412
836,4793.548677235536
837,5846.611005555909
838,1731.7503517779382
839,1593.5159861625964
840,7369.665356071375
841,4189.227141507082
842,7918.747163965189
843,5487.15774544991
844,4392.448292927525
845,3276.7349408461096
846,2421.4265303020634
847,4456.752444735918
848,5450.585108779972
849,4188.39186279086
850,3954.664940627217
851,3009.0740830217283
852,1852.829079233179
853,4643.352495311353
854,6961.7601594585785
855,4083.567811078292
856,4891.339505457118
857,6287.44403467596
858,8754.508734319383
859,4441.338400238097
860,760.0845679457265
861,4334.070147727086
862,2610.7726116908134
863,806.5944347339407
864,7605.094073336165
865,2337.143350752799
866,8061.166448948909
867,5637.23880857027
868,3429.5984096001034
869,838.3454570905978
870,767.8812431448854
871,111.61722682300037
872,4795.356742648187
873,2149.5685868906944
874,7062.269977577076
875,8405.609817112929
876,2330.8007862829813
877,4668.857725705797
878,247.12630443765224
879,3272.3126857375983
880,7135.581099409187
881,1354.849855801113
882,2774.5241465186105
883,529.6256723335314
884,75.10144401118072
885,7402.090747755278
886,3157.635092304689
887,9358.824017825404
888,3520.9480834139645
889,426.07254446804546
890,2800.7286583312502
891,5085.885413014309
892,1008.2915882107834
893,1829.8753010904213
894,6351.397335989085
895,1372.3270912946023
896,1008.2915882107834
897,4205.199752981573
898,280.20525448521977
899,6003.021451092116
900,3720.907677250343
901,2545.379736340151
902,6988.816864533049
903,2117.226410598443
904,6875.239469108223
905,5531.385625326728
906,5658.092510567998
907,7722.742346179709
908,2385.679259317416
909,5569.3132354826275
910,2317.6975080565467
911,1595.8227226086262
912,4127.866626887978
913,6558.943716353172
914,7568.797183671973
915,3183.7281280305333
916,6151.440436416152
917,6335.377060501149
918,2041.8972294581731
919,7439.605719342111
920,2617.280618469221
921,845.3205958388488
922,6864.015040822945
923,1601.4756801570554
924,5686.995666179085
925,6014.0624136535325
926,7618.905231300714
927,5698.082870273953
928,7332.448560693633
929,7145.662313098067
930,395.221673637588
931,9545.842198444694
932,8039.09795305747
933,272.6723054950143
934,549.6116707269713
935,4428.355122344361
936,2806.9974835813678
937,4556.8556946488925
938,7997.75129306149
939,8810.093050569245
940,2132.5505430799785
941,1607.1253032614059
942,298.6709733488183
943,5780.126940537378
944,269.55276074029655
945,1142.908365509223
946,4163.006989781416
947,1477.1766118695064
948,6530.832338160426
949,6089.077085498566
950,1264.4355185600875
951,3805.1169672299857
952,1972.3504028018335
953,1841.5412131863677
954,6673.548953670921
955,2514.5690257700617
956,1781.6083496909575
957,4214.2799700147225
958,7342.1513594754915
959,553.407217361626
960,2482.143945409928
961,1889.4906408755323
962,2431.6604425662454
963,1229.29985712495
964,66.68910408128785
965,3824.332598491559
966,5499.049020803328
967,547.6422914656122
968,2220.171830546631
969,3132.386481672296
970,2940.331905649577
971,2148.9683632176657
972,494.94358841999457
973,1965.6251926992875
974,5355.700318355169
975,5938.716002404896
976,5080.239944688844
977,3204.6019521710477
978,5004.331714338906
979,5219.189809072839
980,3669.008601231896
981,942.0293292287865
982,2856.4264007428474
983,1801.812018484368
984,1640.0537057808785
985,4851.94572080957
986,1981.4669006540817
987,5641.575726277747
988,357.6698312387993
989,5130.413578024541
990,3995.0183300896488
991,2715.1394355124426
992,1382.4661917603903
993,2233.7860439989613
994,1589.9668397963217
995,5236.497644830897
996,287.0079717598747
997,2882.4738209273005
998,2607.0995044950746
999,7979.881106213292
1000,5817.192464800151
1001,856.1063662011129
1002,3602.091542815232
1003,2914.5353649797726
1004,5026.279829826092
1005,5279.186276539048
1006,2799.161445635308
1007,607.8644784586177
1008,2966.5258584048415
1009,1174.6303468987203
1010,1704.0039751089985
1011,7727.426452171514
1012,2312.0847266598776
1013,2443.4767416546633
1014,3861.113333678431
1015,1458.1828945087952
1016,2336.2652968979255
1017,3459.361501788184
1018,7315.418109301358
1019,6309.112653362351
1020,3840.9967763004483
1021,1108.7421672539542
1022,1752.3134139434148
1023,2512.6128836157445
1024,724.4739374894472
1025,5421.310170241477
1026,1382.2496118532222
1027,1994.287429549849
1028,7107.605968802157
1029,1020.5962338113064
1030,1056.9096713065915
1031,6388.91632456409
1032,8668.528891970875
1033,667.2501305810359
1034,391.9274302919387
1035,3954.711299896003
1036,6668.287154007579
1037,19.617015276466024
1038,854.491682134961
1039,534.6961950869115
1040,318.84472961861456
1041,4185.592386165494
1042,6578.741129594358
1043,5473.169190383504
1044,207.21180745898783
1045,5100.104241659145
1046,153.99648888209518
1047,1291.7738633118115
1048,4401.0609699864735
1049,5851.225429401874
1050,2919.46346637341
1051,6683.742900261965
1052,6981.650050193817
1053,4173.089485586319
1054,4950.361589540564
1055,437.91730665942873
1056,9203.655539876734
1057,1404.1782575283587
1058,9281.541712381977
1059,2415.522360111017
1060,9067.139730602667
1061,2929.835172370573
1062,3213.1028579970744
1063,625.8932993329237
1064,4397.615465554876
1065,2241.661733186416
1066,328.89867624555114
1067,830.5318245366393
1068,2132.5505430799785
1069,2132.5505430799785
1070,1400.5967570996092
1071,2096.0153467204136
1072,1790.4628815055116
1073,3907.990764515653
1074,5464.573129465506
1075,3922.839147098212
1076,843.6824268725117
1077,811.3824941548555
1078,2064.8082584314043
1079,3487.897404847779
1080,436.2375779067734
1081,6557.29028513098
1082,3083.651597580963
1083,3497.7845093931196
1084,1493.6250204640535
1085,4135.327211023685
1086,2822.2117890377635
1087,2447.4720012617436
1088,5813.727069216242
1089,1591.9670640573029
1090,2937.32550094168
1091,840.7186602207796
1092,5238.501142219653
1093,5621.112985790768
1094,3934.6988644457347
1095,20.940038835266158
1096,3816.9289003188223
1097,5139.398255132317
1098,9214.492321730746
1099,2398.614719735303
1100,2830.71058711582
1101,6344.404164438354
1102,5883.252033979841
1103,166.2260692662181
1104,5577.037830244717
1105,6514.736596195598
1106,2151.64776481782
1107,1302.0249998261158
1108,6974.062918565171
1109,98.77595050630413
1110,7614.067267754905
1111,4354.543285889524
1112,4637.520161736434
1113,6596.61861081694
1114,1817.7855776062793
1115,7210.87704321786
1116,2369.8106402113785
1117,795.9461786770719
1118,44.17437279138002
1119,1475.5491265476721
1120,1358.0206043632263
1121,3604.164539858991
1122,3461.1185685420555
1123,18.972429530176424
1124,1818.0952304866723
1125,285.67017767254885
1126,6497.52682604586
1127,3111.645916301001
1128,15.623582510769145
1129,1405.4571852187753
1130,8641.325636912528
1131,1391.0432470204416
1132,3193.112251919297
1133,2731.3390787061317
1134,3484.321349751978
1135,2891.514926051735
1136,4444.502636968532
1137,9586.851102616527
1138,56.5744720410324
1139,4823.505372049204
1140,2660.595752760239
1141,5885.246161705743
1142,5206.794007847065
1143,48.36709385994134
1144,1706.182037988968
1145,6201.108680430313
1146,3185.490560613598
1147,2871.972318836205
1148,4637.810208342896
1149,4701.753726653101
1150,3639.776281144222
1151,2981.3241785359683
1152,2284.001170455365
1153,4178.483598822212
1154,2376.0385939941725
1155,289.25277116526337
1156,5863.207167062847
1157,3803.8777080517543
1158,1462.298575480539
1159,7347.541878222476
1160,5173.293474127238
1161,2634.245381636309
1162,995.8440774726789
1163,4309.188533025532
1164,5929.495040378171
1165,3039.0088985903235
1166,2607.7777005075914
1167,2380.953421531944
1168,4527.587629858542
1169,450.27533098093636
1170,2525.229148293678
1171,4649.026807840435
1172,9972.88092644989
1173,6613.439151376594
1174,6864.2116652182785
1175,5029.921539184624
1176,2826.3882005738824
1177,2826.3882005738824
1178,2525.265823252668
1179,2551.6836438492755
1180,4140.3927609937555
1181,7372.535341988255
1182,2407.2082608759256
1183,1086.566781710202
1184,1032.5804584935654
1185,4808.974438608204
1186,1086.566781710202
1187,551.6276235836696
1188,728.7420087191113
1189,4561.012002504383
1190,2458.527589257688
1191,3028.724495925771
1192,699.2384733201421
1193,2585.4230126611706
1194,6222.8706560559
1195,650.5808103887509
1196,6222.8706560559
1197,6620.7072733848645
1198,385.2250707453449
1199,6797.080066182429
1200,1609.7201317337365
1201,306.97468168974825
1202,3954.3876108902978
1203,2291.1919715847534
1204,6547.213392428544
1205,282.7733320477398
1206,1289.8767538532516
1207,6716.11167057229
1208,512.4450113530681
1209,6531.637268961102
1210,4258.37447579727
1211,6547.951154932358
1212,3330.287632556461
1213,1620.494559245099
1214,394.9307591685704
1215,3543.629117571176
1216,1591.7619209448733
1217,2589.2772012192527
1218,6420.6514408807425
1219,583.201200591151
1220,4343.739231833684
1221,7330.200558957684
1222,5114.690910390255
1223,3952.364285058596
1224,5149.618353823348
1225,1165.4908724121226
1226,825.5692439939634
1227,5960.436143557156
1228,4632.140267730129
1229,5380.147760915806
1230,1940.2501179430913
1231,2404.4660155143474
1232,3183.8691371767723
1233,610.9893908966484
1234,2812.7229135406856
1235,2358.8245166057272
1236,5420.05330867813
1237,6393.878449175496
1238,175.1203316549393
1239,2170.3628395999112
1240,7075.618699876043
1241,1325.0006702095357
1242,7348.638406133694
1243,6601.474868662399
1244,2450.8301992336937
1245,8078.517142824465
1246,6017.610476699147
1247,889.6401050807622
1248,2189.116215012144
1249,606.0596198400947
1250,414.0118289343439
1251,3778.6068491152832
1252,149.86847752873535
1253,434.0953212583277
1254,2316.9563973660925
1255,1167.1484949918167
1256,5058.794794370986
1257,5464.439227833652
1258,732.9498469403227
1259,5731.672901010747
1260,6297.338027199002
1261,6849.626083487183
1262,5556.989708141316
1263,4240.394498419424
1264,3459.403564465433
1265,2934.8556711983374
1266,4938.31257130472
1267,2193.868878300151
1268,835.9965271920518
1269,12.717132110653814
1270,2202.7225754002043
1271,8595.021738426174
1272,1081.9779133717175
1273,3669.008601231896
1274,7505.308543910164
1275,3820.069524257729
1276,6420.470242973604
1277,4883.292693639568
1278,6941.925221189893
1279,2614.049709505833
1280,5848.805743254051
1281,6973.052030078262
1282,3868.967218711749
1283,1609.7201317337365
1284,3052.485236697388
1285,5928.072237542051
1286,1410.5646015358343
1287,3544.33595702217
1288,6546.935319088281
1289,7673.302143205044
1290,635.6653668335148
1291,5433.127658234044
1292,5525.363396824131
1293,7176.984041728889
1294,1564.8719416945078
1295,2220.4107867690504
1296,1443.7094348258795
1297,1028.8985830238098
1298,5394.192618233939
1299,3889.1720684091974
1300,6951.9985951221415
1301,513.0584438870537
1302,6897.408580484548
1303,856.4778431908923
1304,1828.257695543066
1305,417.68631982436085
1306,4160.880114787368
1307,5508.037974521766
1308,4440.985881315496
1309,7728.605493700875
1310,653.8230931669913
1311,2975.3475929317633
1312,4099.217427422119
1313,3472.570702646951
1314,4099.217427422119
1315,168.45894358337765
1316,135.4365225941931
1317,176.38651641120694
1318,5287.422292974625
1319,1968.6650517044034
1320,4668.096795793177
1321,6192.778124832422
1322,2323.7081874888013
1323,3883.32870184369
1324,5411.535778220235
