,nearest_heath
982,4673.139395444904
983,6142.341312132311
984,4358.164736784814
985,5463.249953732028
986,7746.71334834955
987,5517.230245035578
988,438.20405866855464
989,2518.624512973843
990,4507.430630123978
991,1611.3911910453326
992,730.7259437138737
993,1224.569297373013
994,3350.99950652856
995,6267.744488555753
996,1659.4886786193306
997,6092.291966942944
998,3573.727097861897
999,1142.2992290021991
1000,2302.5045641505635
1001,4911.95817815208
1002,4776.620167981391
1003,2165.7846078776006
1004,8061.809951625137
1005,5882.088600659925
1006,6216.039624910644
1007,8526.248738622586
1008,4667.0384225338075
1009,8959.852606067328
1010,838.9315789602587
1011,4088.5845665434085
1012,6044.973388382201
1013,2813.072543777011
1014,2378.0297136916042
1015,8461.977326322263
1016,2120.490583838016
1017,6512.2198180638325
1018,2603.8764908577605
1019,1853.776536343726
1020,2909.117508045073
1021,2558.1148525216295
1022,4944.265905019304
1023,6017.72276214035
1024,5444.844425848889
1025,6070.357802004338
1026,912.7907042067098
1027,6888.356712960179
1028,4072.884272501019
1029,2242.6994189324796
1030,5469.5149581013575
1031,5035.616839761478
1032,3396.1728627257708
1033,1558.8223367348296
1034,7495.788522300472
1035,5934.263288251274
1036,7456.057214416335
1037,4612.576885621028
1038,4545.88919017832
1039,6816.58610504988
1040,6205.961610519075
1041,5722.347350871126
1042,3469.9560831081867
1043,4563.730139478299
1044,10675.391522136746
1045,7206.662657051588
1046,8170.713934263372
1047,1311.1685861306273
1048,523.4935037907134
1049,1797.8119185088622
1050,6826.721445929229
1051,8294.225774045311
1052,308.5903025430683
1053,7868.870304404249
1054,3841.19080559594
1055,2325.6688570188044
1056,3597.8127051655783
1057,9572.161914430159
1058,4222.5735120740155
1059,5864.63179104883
1060,3568.7249634461627
1061,5251.722121909444
1062,1237.9767534483185
1063,5424.293397503041
1064,7824.234011065264
1065,7170.074722268097
1066,5084.527249130747
1067,5486.201912892953
1068,126.98054364013241
1069,126.98054364013241
1070,1871.0898439301736
1071,4001.208107269738
1072,4563.163633349138
1073,920.4356212218945
1074,3622.623238433101
1075,2874.3573015502593
1076,5907.148177092285
1077,177.0449327362789
1078,8687.448984056171
1079,4711.728293805398
1080,7156.588520146599
1081,3186.7845405366515
1082,3438.5964033151586
1083,5166.82812473705
1084,5386.682143952459
1085,2618.262300354068
1086,2339.814598726803
1087,2428.100135701002
1088,2522.3747474152724
1089,3041.639969679811
1090,5871.853378904728
1091,2404.7530140699037
1092,5185.515377726031
1093,6379.92872388065
1094,6178.604636257327
1095,5527.05031241102
1096,1428.2456605437885
1097,539.9097676272315
1098,4179.519086124921
1099,6441.596209774723
1100,1347.2745922411784
1101,861.852175339866
1102,982.0708873567933
1103,2192.4481420613956
1104,4511.33521082237
1105,1938.0266312200665
1106,2727.663859922179
1107,5493.458983743275
1108,5014.78599402341
1109,7973.435016641077
1110,5127.205392735911
1111,4363.296955246368
1112,5699.45685300624
1113,2593.45689302148
1114,871.6684406324706
1115,5771.0553468067055
1116,5890.7279410263645
1117,6576.00592596689
1118,3008.837906669697
1119,6671.4013997527745
1120,3269.4594420979365
1121,2335.744864430067
1122,6530.746862362973
1123,8906.097748759023
1124,2876.5506860139744
1125,4594.170592381405
1126,5980.068266581723
1127,2395.294777174126
1128,8125.755389908801
1129,6333.785520068383
1130,4823.74334583171
1131,6159.661951394706
1132,4953.490888893865
1133,3131.858799987773
1134,4579.581651585696
1135,3551.7243918047475
1136,2611.1211206976236
1137,3351.275186460498
1138,2267.680312286621
1139,7504.601568287117
1140,3659.6035415137017
1141,4528.173856618933
1142,201.48374865472258
1143,8042.657874551014
1144,5393.458221142515
1145,4450.074491437285
1146,4556.67449496411
1147,4213.919502928502
1148,3202.9596935727304
1149,5349.787861495463
1150,8260.031092387218
1151,6032.194991365564
1152,2917.1579059023884
1153,3944.9070762825827
1154,6965.158797324191
1155,6506.423741091121
1156,2074.959767691711
1157,8136.3323712061365
1158,2701.511292823443
1159,5919.305717991751
1160,2477.4182815524427
1161,2309.1717816518994
1162,4124.957546287406
1163,3969.758012089715
1164,3985.287316357032
1165,1323.1062279235841
1166,6029.597943655631
1167,8425.242309776557
1168,5580.514875053715
1169,2173.1189997419306
1170,6255.11511603256
1171,6253.722313108255
1172,2565.4788287502993
1173,4354.48788986875
1174,4344.791317901745
1175,6388.832894565389
1176,3300.334185903171
1177,3300.334185903171
1178,6690.953103953401
1179,2337.845613605992
1180,3881.1941746324746
1181,520.8427161042163
1182,1268.3220026315769
1183,2454.934278762374
1184,2318.265482255691
1185,7503.980429744836
1186,2454.934278762374
1187,3994.8378781486713
1188,2508.7190238039666
1189,4839.831645814487
1190,6931.610233360486
1191,5912.083216830859
1192,7384.547541055574
1193,6677.5274801144005
1194,8217.138721568665
1195,734.2834135164504
1196,8217.138721568665
1197,7402.26869717589
1198,6251.063616132187
1199,1763.1438114587759
1200,7883.20020669646
1201,3140.3575203928417
1202,2407.528798100217
1203,7905.7873138433715
1204,4122.699538139966
1205,2654.5210912996813
1206,5380.12950301984
1207,3187.5625119147294
1208,7965.928113564789
1209,665.1929873489324
1210,2277.432311468887
1211,2712.3363462684592
1212,6446.182086395005
1213,8029.853094185847
1214,7444.903403439865
1215,1736.8235037885343
1216,7610.598460661455
1217,5130.586236538581
1218,1937.7287838292802
1219,9644.027782796391
1220,2699.7735236860754
1221,4481.797952282928
1222,7075.482766812365
1223,5979.867858464763
1224,5830.245777135812
1225,6633.997463971064
1226,8851.90407323674
1227,2983.6080923835707
1228,5723.2805315956675
1229,6853.483384856758
1230,3478.3618326394726
1231,5573.724279309776
1232,8766.598667676664
1233,8563.036011872387
1234,7121.097381959544
1235,6586.979628772594
1236,4486.997961194452
1237,4739.6752270992465
1238,188.97113488833796
1239,3803.6478159749977
1240,3989.3853075962243
1241,5217.58649515286
1242,5620.185518107289
1243,4424.887077090461
1244,5002.770315028333
1245,2243.6421242813417
1246,5911.357404000992
1247,5274.349833820361
1248,5386.987305324681
1249,1973.7189017552637
1250,2576.740538513428
1251,5991.16625183201
1252,9068.861990109996
1253,8720.850281089348
1254,2229.2249350265106
1255,2421.122520541899
1256,3011.2368436216902
1257,2162.2930434085374
1258,5423.984703144479
1259,4327.821923157185
1260,3712.6815007577766
1261,2754.7378673474745
1262,6051.742644897673
1263,3779.509274743224
1264,1497.498184032274
1265,2716.175596254196
1266,3806.2032330417296
1267,5943.908603136607
1268,9135.27804621297
1269,9153.516781949107
1270,1355.9452153811403
1271,965.1661995861231
1272,5234.803854010337
1273,7867.16764079648
1274,6776.690158845879
1275,511.60965287745637
1276,3282.705248454158
1277,7230.652459818216
1278,3646.487920088618
1279,3104.4578806337004
1280,5197.216277199075
1281,2342.0599097712043
1282,5033.529167762502
1283,7883.20020669646
1284,1434.6819076632794
1285,2171.4252551539475
1286,1452.8179208796282
1287,6388.105058679764
1288,3179.9443898853897
1289,806.3297915687342
1290,5177.520587874452
1291,4474.874111260021
1292,2745.223619410521
1293,712.616313938623
1294,7348.696410978385
1295,7702.57689046932
1296,7720.009571332652
1297,4158.964728978303
1298,3294.910151491291
1299,3609.6906723177717
1300,5197.76844669097
1301,6250.113187101122
1302,3203.9833609659568
1303,4835.040822777962
1304,1365.9336343313782
1305,1055.2416758179704
1306,6061.0317967490755
1307,2402.881825292646
1308,1216.722461802081
1309,2549.168018434363
1310,6882.966259947054
1311,5951.439084291467
1312,6578.455295836005
1313,4817.89384337613
1314,6578.455295836005
1315,1717.3609112326928
1316,7598.586458120206
1317,1462.2812713970748
1318,3887.737751752444
1319,3703.1518671443596
1320,2763.2117857118074
1321,3721.325774289689
1322,2206.537208473577
