,nearest_heath
1323,1021.0456825385062
1324,4495.774328262063
1325,4137.950270830452
1326,1053.388221884865
1327,4770.899584930832
1328,5425.031738426958
1329,958.1001951992265
1330,1668.241183484889
1331,5637.305735817253
1332,2920.639823843298
1333,1990.101249547978
1334,4566.6538418202235
1335,3936.524524949774
1336,4561.566501952544
1337,5755.674119105288
1338,1653.0057859651527
1339,6112.67846100866
1340,3078.274373189631
1341,4890.573232315528
1342,7313.185254691958
1343,3477.867806549142
1344,7539.460231284413
1345,6051.913274798753
1346,2399.242478292715
1347,5615.977114467481
1348,2014.6725508598731
1349,6347.429949879405
1350,6058.724648502075
1351,5632.716598803588
1352,5727.770104962868
1353,2363.7705859404136
1354,7184.231244242278
1355,5569.4841042770795
1356,6721.50205590421
1357,5022.931059086874
1358,2600.321168071909
1359,2173.6842574112684
1360,4559.351918833358
1361,970.1806226066157
1362,704.5688646243644
1363,1658.1221835827985
1364,2117.626312078226
1365,4703.647555279991
1366,4191.985781994705
1367,9696.75290491624
1368,3629.6502558924585
1369,2737.8762558605895
1370,4635.810115956516
1371,6389.343817837129
1372,5981.764996791426
1373,3912.045212356674
1374,5818.164435102283
1375,3262.6068106386883
1376,973.8317422129852
1377,2589.54533598797
1378,2459.9075723354076
1379,7579.075238380992
1380,8162.61814548446
1381,7610.080251362336
1382,5838.4465532687245
1383,6362.259255502935
1384,2989.6526076632795
1385,1563.5540203969679
1386,6272.694482902313
1387,4742.086121356528
1388,5383.8187702189725
1389,7255.409191961464
1390,3247.3514677585345
1391,6244.2508086659955
1392,6674.978239585986
1393,5228.310045503289
1394,1429.9912672159908
1395,1979.2015377888276
1396,7544.611168859175
1397,3982.548399124244
1398,1749.856075217589
1399,4651.435943790606
1400,5394.825913065651
1401,3012.9256338753553
1402,419.6335968202192
1403,6250.15355717132
1404,6124.662300606829
1405,4195.724060352613
1406,1645.375009430374
1407,817.706332302509
1408,2343.9540421761258
1409,6420.761581419852
1410,2381.9323526034923
1411,3441.0408414159137
1412,4738.094440307368
1413,3335.859496804844
1414,7968.698651879483
1415,2294.904452661597
1416,4623.970503346324
1417,2654.1618928550165
1418,4222.007363513826
1419,5253.044167270022
1420,6430.193872254046
1421,1729.6781479127042
1422,3770.5186867046614
1423,2491.2533813349996
1424,5888.2671239917645
1425,6127.052077133641
1426,6169.611110439184
1427,5975.508720838012
1428,5872.769043432182
1429,5855.461329618426
1430,4600.6377540164085
1431,2081.240826901521
1432,6670.555698195419
1433,1433.514294627034
1434,455.99435249966393
1435,3814.564802104317
1436,4805.6403602440005
1437,5458.686071137264
1438,1545.006085051364
1439,3406.74836765738
1440,1649.085298426292
1441,4808.044657648432
1442,5650.9006093582975
1443,5007.12159913585
1444,1676.181513083757
1445,2403.8454141876787
1446,2867.9251511586963
1447,2921.0165221014636
1448,6638.629409756854
1449,5299.48353057342
1450,5600.113771110544
1451,2380.0277660210363
1452,2980.1115445959367
1453,1652.9836489869913
1454,1119.0279751898722
1455,7708.0529480252835
1456,2631.2112519433613
1457,4681.675903525764
1458,5208.849124335965
1459,8116.076931609419
1460,1476.640564420487
1461,10279.80942037752
1462,5444.525401618688
1463,1485.814293435188
1464,5751.860980602005
1465,5740.705361513705
1466,4824.686328092614
1467,5131.043697003146
1468,5444.525401618688
1469,7204.815476481006
1470,7288.482953836914
1471,4936.671972934791
1472,5823.415694503475
1473,3215.9663433203214
1474,8224.654895980751
1475,1678.3116150586561
1476,5756.502354561205
1477,4895.64678384662
1478,6838.501850235169
1479,4247.354525036785
1480,4802.473070105584
1481,4936.92050200585
1482,7473.6638816992845
1483,2013.6934084659376
1484,6505.543584603804
1485,3624.067900332154
1486,5829.646972485247
1487,4142.94308334242
1488,2553.9047399241713
1489,4884.723966346717
1490,3911.2912228939963
1491,7802.391369274986
1492,4811.741038723169
1493,5858.183862750906
1494,7950.255325628802
1495,7427.646675536549
1496,551.9989802996603
1497,2500.7654222119168
1498,6546.17660599574
1499,2576.740538513428
1500,7384.547846364622
1501,5833.130337052388
1502,3564.1019554088152
1503,5275.2227264660405
1504,2553.333483856641
1505,875.6399911741926
1506,3666.8195653942403
1507,5851.324753775378
1508,4065.491362911851
1509,2593.1250164064386
1510,1719.4204755163437
1511,8853.443770746893
1512,1947.1754963017383
1513,313.6046858163058
1514,2439.719125865082
1515,1828.8916150827433
1516,2436.0527175719294
1517,3602.7702812742355
1518,2616.3108989804296
1519,6849.97990291485
1520,5320.561632781967
1521,209.61866427147316
1522,6626.9691704438155
1523,8139.9747135689995
1524,172.67771688509754
1525,4716.931480156123
1526,5326.978785799613
1527,5326.978785799613
1528,979.2035756213027
1529,2404.3130328055868
1530,1704.2051744999742
1531,1006.3205670017622
1532,6043.823543658842
1533,5444.525401618688
1534,1367.8875088198527
1535,8568.437053501319
1536,2048.8649634375074
1537,6160.826876210115
1538,6437.05754699871
1539,3479.9260365122377
1540,1151.6079471691503
1541,5952.605895651343
1542,6810.516158346582
1543,4115.792178793609
1544,2629.1013889501855
1545,969.2013194349998
1546,3974.811272378525
1547,2165.3371641094272
1548,5188.208819224004
1549,1666.4695148921587
1550,3571.2976840324795
1551,5495.028186050494
1552,3738.490119372614
1553,5994.74639844267
1554,2092.272856988931
1555,2817.018441328272
1556,1908.0776605614847
1557,1092.4018365755362
1558,7592.38644762022
1559,724.8561680613516
1560,5700.549387323711
1561,892.1820937968031
1562,5101.025964428356
1563,4354.441095050127
1564,4354.441095050127
1565,2882.4571360989025
1566,6705.196846948421
1567,980.774778641723
1568,5548.263488353743
1569,1830.0213782411615
1570,5885.949698219698
1571,7830.634337370864
1572,6054.771733997653
1573,1201.7790659765105
1574,6763.484904637716
1575,6102.430000768579
1576,6577.382581509541
1577,1053.7952568197761
1578,6079.623967552606
1579,2369.891703685675
1580,2359.3765215858284
1581,3813.22777704956
1582,8518.804241220161
1583,3224.931644755653
1584,7865.289040890079
1585,9416.636848942177
1586,4932.124034374226
1587,1245.5685851473709
1588,4749.1883377077675
1589,2292.3853768718095
1590,4322.270223903374
1591,4644.226269420247
1592,4101.082966855212
1593,3377.411705793641
1594,1510.7273578235217
1595,2699.76546420487
1596,6178.690506970025
1597,7857.299412357881
1598,6438.433049640717
1599,4859.897611059203
1600,1987.0380168337601
1601,3053.5048482215866
1602,3743.647827007489
1603,1344.1660389198057
1604,7713.181740619817
1605,5884.775404004367
1606,1969.3123208682598
1607,2791.7825198941455
1608,1491.4140699609545
1609,4698.989182123699
1610,6037.018405394248
1611,3239.6079934191757
1612,1029.8860473452028
1613,5511.6702160141
1614,3950.4774648538687
1615,863.772562052315
1616,2302.0476896626596
1617,2914.5633523294996
1618,2092.671129846174
1619,7495.788522300472
1620,7629.2669494061465
1621,2783.603914196353
1622,3019.36552184891
1623,1338.8573739336314
1624,5176.349305082131
1625,5548.263488353743
1626,6774.619199441315
1627,1961.3126465701537
1628,6093.013136235113
1629,6917.751180322167
1630,2858.1861715914515
1631,3030.1462696064723
1632,1094.0625126098705
1633,1012.3899993627875
1634,1334.3837356743004
1635,6621.316821438324
1636,3024.329806820989
1637,6438.07005991051
1638,4282.841801722161
1639,5078.9747729720375
1640,2624.7635686758867
1641,5851.324753775378
1642,2864.105625526479
1643,6097.85554035609
1644,295.22700414976373
1645,2885.2282985302877
1646,4408.0588482273715
1647,2723.1263240856815
1648,2796.076984819361
1649,295.22700414976373
1650,6504.475174511607
1651,624.0134113879509
1652,2172.8626857876034
1653,6401.20401448022
1654,7403.976783557052
1655,6438.273512417068
1656,5294.347292321059
1657,3729.7420438240274
1658,4452.457438304358
1659,9126.159375840603
1660,6710.642367939814
1661,9030.4664133231
1662,1881.5271883514972
1663,6206.661427091797
1664,1557.5860134333736
1665,1973.7189017552637
1666,6409.98684130097
1667,1736.3863050032385
1668,4124.112061979585
1669,1404.7247864355422
1670,1512.746224410803
1671,3954.9625039756256
1672,4906.510286171012
1673,5507.0920237461205
1674,4632.239026375253
1675,1134.078632134234
1676,2527.518403097272
1677,3518.0474074532217
1678,8103.434580163614
1679,1282.4313805131053
1680,7291.690450533522
1681,1900.5539072501242
1682,4128.648470999944
1683,1952.9428394404447
1684,3866.726453669116
1685,3021.9040544762147
1686,2532.000647668204
1687,2463.2787888489547
1688,2328.7714641053576
1689,1863.40843881477
1690,6340.204803306931
1691,3110.477218878634
1692,7583.2104469467895
1693,1283.078653112636
1694,3947.3333906865837
1695,4181.416504652609
1696,6967.779691470915
1697,9401.058637867189
1698,8247.395652558793
1699,8518.617357188552
1700,4363.471373170313
1701,5492.288704440762
1702,4031.559113896965
1703,4466.3944270431775
1704,7131.694218088056
1705,4965.593175982464
1706,10050.901991295912
1707,2536.51944101534
1708,5217.861204784319
1709,3080.577326315225
1710,3803.918344390664
1711,2180.9539724184847
1712,891.2787841383943
1713,5215.960344121623
1714,8239.628445956658
1715,2182.3569016381634
1716,3994.8378781486713
1717,4614.3997960427405
1718,1817.4491346801196
1719,3351.3759405212986
1720,3561.9519151725663
1721,5527.05031241102
1722,4076.985076634827
1723,2921.033089249599
1724,5934.263288251274
1725,4990.096336738172
1726,4428.7525937248465
1727,2579.972582201948
1728,6117.74064384467
1729,1206.1049126921364
1730,3576.2159038487525
1731,3928.4174594821943
1732,3760.7001431780827
1733,7114.728910514684
1734,8356.35350082144
1735,3351.247313531152
1736,2727.573222139435
1737,5934.951315513206
1738,4504.776571233466
1739,5867.391271102556
1740,5987.870504736585
1741,4125.6290596618455
1742,3226.875455366372
1743,7102.203882360263
1744,6240.196624200254
1745,2769.100766088872
1746,1558.777534998796
1747,6142.936936284159
1748,1800.0343274494542
1749,9665.602903554782
1750,6123.560884838028
1751,2840.8037062397384
1752,6206.661427091797
1753,4349.980463798057
1754,1978.6788805800252
1755,5319.423350296231
1756,729.7545842003387
1757,9900.085605725466
1758,1858.5133730377845
1759,4953.490888893865
1760,3070.8319612094338
1761,6060.822678008334
1762,2489.864265050125
1763,4222.632198204898
1764,4150.066476657191
1765,4411.078250623609
1766,7502.513788419666
1767,5341.358322194644
1768,3832.977380014615
1769,3502.2455555422084
1770,3711.5428629581816
1771,6573.6779944837335
1772,3258.6221452845116
1773,1737.0967365953916
1774,5883.124369391235
1775,6124.662300606829
1776,840.4939072463304
1777,7533.941581720239
1778,5231.450724067246
1779,5588.397627833621
1780,7533.941581720239
1781,2796.4530689706694
1782,955.3495709710076
1783,7189.89541649257
1784,6202.835240929754
1785,3630.0094354845983
1786,2444.715927390155
1787,4962.248039348678
1788,4964.550871218752
1789,1503.4464324442083
1790,4629.439590054829
1791,7539.497265199106
1792,3191.137115737888
1793,1114.6678806411733
1794,3191.137115737888
1795,5723.516777289455
1796,2429.2369410071087
1797,7706.5857992588135
1798,10696.240587174518
1799,1014.4086276674391
1800,4752.794583872669
1801,2651.7468949599443
1802,5017.503376156906
1803,886.9301372302617
1804,5476.416527175658
1805,3962.6057108419
1806,5165.912918753358
1807,2829.874227824223
1808,1122.7065345080705
1809,5482.576854098396
1810,3703.6531857783634
1811,661.986537032887
1812,5753.97828805119
1813,3356.016886418158
1814,3797.9435145684142
1815,8684.866790563252
1816,6201.94924080084
1817,3359.3942307117463
1818,2147.235803360622
1819,7473.868782947838
1820,2258.959836967688
1821,7682.3336642625245
1822,5974.447424268202
1823,2711.2917648758666
1824,5245.172082159415
1825,4157.29572870124
1826,3814.465427820671
1827,1578.890780224365
1828,2555.337480191927
1829,6806.517389098409
1830,6544.886832246402
1831,936.7546668979375
1832,5026.361421668975
1833,7009.001872537447
1834,883.656386926659
1835,6050.764117973586
1836,1796.3089418003992
1837,8408.931785451035
1838,5005.48870802722
1839,5866.575166214205
1840,3776.8074351495666
1841,2747.879721754163
1842,531.5159215867238
1843,5417.713965953226
1844,5478.058172185916
1845,7496.686126252871
1846,3944.1716578837513
1847,5664.8930895076855
1848,2243.4047722841424
1849,5496.962453139729
1850,6714.908986729635
1851,5332.599546461926
1852,3558.260576062862
1853,3259.4161631901375
1854,4936.671972934791
1855,700.9465348020314
1856,4236.907216956437
1857,2970.7648209301915
1858,2364.039941902034
1859,7293.255450945933
1860,6587.873198831184
1861,6637.639646054617
1862,1199.8436331570344
1863,7496.5498127049395
1864,4428.868679904163
1865,1200.6221815446631
1866,8778.72813900674
1867,3311.1941974577894
1868,876.8553474880459
1869,3215.5415311395955
1870,5570.578691272802
1871,5207.094268627992
1872,10675.391522136746
1873,2456.7530647597077
1874,1734.2518272120356
1875,5432.900746451783
1876,7440.606728787193
1877,3293.514724447974
1878,5658.775717484356
1879,5501.393279284485
1880,5052.565780002351
1881,4308.838278190302
1882,4069.4222804054843
1883,3537.807304897226
1884,5765.582334952382
1885,5504.310012832864
1886,2764.4233359018644
1887,8651.39723958119
1888,2315.56400156265
1889,1944.6997858748905
1890,6720.706789106131
1891,2606.1617975909303
1892,2440.7537081040628
1893,2050.275437718185
1894,3966.3328075709956
1895,1918.3001460835499
1896,1918.3001460835499
1897,4117.361930245228
1898,1137.373667720056
1899,9824.559716513944
1900,7581.33953096035
1901,1612.4095630082966
1902,4484.5901703134305
1903,1972.8131997810883
1904,4439.943324086455
1905,2508.9509735316797
1906,4434.292198429644
1907,1733.6850031846125
1908,5627.312539325699
1909,2858.3205770346226
1910,2113.2386591356862
1911,984.7749299520231
1912,3441.731987097259
1913,2843.3000513697366
1914,859.5736218596077
1915,8276.879206521055
1916,2537.849196314549
1917,4167.945709250645
1918,2346.4068984961264
1919,6525.080512374184
1920,6207.4766430867985
1921,6969.304437102033
1922,7065.112704534428
1923,4216.495506615454
1924,2626.984300903794
1925,5890.651400698359
1926,3444.186237386899
1927,3834.9052412416845
1928,8206.205674634304
1929,4174.542871730855
1930,2472.6600978660317
1931,6161.586647203074
1932,682.3666338531116
1933,4537.656906267552
1934,5778.283025508681
1935,1196.788663999993
1936,1175.3072242754965
1937,3557.3164981684113
1938,8078.836923317486
1939,9594.722254465027
1940,7427.06320385461
1941,4543.85279230816
1942,3559.2710156482776
1943,3412.1991306066375
1944,4335.082073261601
1945,2620.510349170939
1946,6824.563755790073
1947,3004.948860852225
1948,4001.533516124346
1949,6352.961975177755
1950,798.3072721182116
1951,4912.1335235576535
1952,342.26527085515863
1953,2466.703516396605
1954,5400.553533385836
1955,7914.8894230003925
1956,4386.403477506679
1957,3679.7687538527057
1958,6759.362285787805
1959,1541.7645382148958
1960,7285.956178375669
1961,1698.6659383357237
1962,7515.689407779451
1963,3443.1208021745006
1964,1528.5952892870944
1965,868.9550610372108
1966,5614.398343037236
1967,5732.255653061522
1968,4840.45183166104
1969,5115.483760405201
1970,5103.255377059269
1971,676.890469269554
1972,3181.5434919966383
1973,7803.123726811054
1974,3360.113900877837
1975,4286.426306551765
1976,2014.5479890910765
1977,5754.689013512877
1978,7438.177854189936
1979,2401.2399599093005
1980,5394.186499501754
1981,774.0712136130303
1982,2002.4340519216862
1983,5663.765643693047
1984,5418.494912780329
1985,6550.095989943973
1986,4701.800549969596
1987,1384.4925993770744
1988,3985.0106788923695
1989,2133.543832246104
1990,3531.4548839443696
1991,5413.0446315281415
1992,6091.341221869723
1993,5038.620495940733
1994,2811.86876281542
1995,6587.873198831184
1996,2058.4693485112807
1997,5943.409223061319
1998,2622.2156581162117
1999,2073.090093407787
2000,4267.042525553097
2001,4085.967692256067
2002,4180.282320366417
2003,1831.8367183425025
2004,4288.03441486901
2005,5797.780780440766
2006,7986.087621234953
2007,3344.8146348248256
2008,5767.631455051029
2009,6636.358180516927
2010,141.0110064277542
2011,1558.394505707402
2012,5883.358225790438
2013,6124.662300606829
2014,1006.2864630903853
2015,5809.257259621089
2016,6795.619399593629
2017,597.7543861207843
2018,3472.785346763721
2019,969.2161182576267
2020,7480.257885585188
2021,6295.074730185175
2022,5959.043885081439
2023,1927.8102981562965
2024,3625.1764421161947
2025,1572.2000544871144
2026,2907.3137032556356
2027,5862.088982084017
2028,3171.2055743560945
2029,5384.384332711544
2030,2219.2220246137904
2031,5411.497290233199
2032,4818.945573593324
2033,2460.545030001751
2034,1987.1282853742337
2035,2446.7800594131418
2036,1375.9997997798482
2037,5021.267714967844
2038,5531.04832343589
2039,5632.3091984499715
2040,2858.9320911270597
2041,4159.22750119898
2042,1426.2714578737955
2043,5957.516772888057
2044,3413.521770580795
2045,2909.6903744368637
2046,588.4709545976043
2047,2008.6206463188996
2048,2741.2321173774776
2049,3734.1121792572294
2050,2741.700335534936
2051,1524.6886797235966
2052,461.0720058361283
2053,1811.0108955453813
2054,4182.3341274817185
2055,4505.860032516464
2056,2428.6662237453115
2057,4931.962789077867
2058,2677.396887774441
2059,5019.3318863569175
2060,8749.7252086428
2061,4570.406451370676
2062,2728.41902709302
2063,2064.2231579604686
2064,8167.769673235916
2065,2216.1128809633906
2066,3366.678935984453
2067,2599.488477960499
2068,1625.750938333617
2069,5412.754517188912
2070,1515.428603402868
2071,1559.3007262825238
2072,4359.309461388921
2073,2614.593633547494
2074,5765.8648920394835
2075,2888.3120708348233
2076,3000.8049018416914
2077,1042.892406758291
2078,3770.4792401634977
2079,6698.475849023767
2080,987.3911673921815
2081,6043.823543658842
2082,3876.162741253706
2083,1116.861121296016
2084,3710.7081509397353
2085,1164.5010108169809
2086,9727.625510767988
2087,7977.7525455501855
2088,1953.9648039448955
2089,5080.205285436324
2090,6945.650668526051
2091,1113.4518271728468
2092,918.4943654885722
2093,3975.586887752354
2094,6863.062423328243
2095,3433.8817074543604
2096,9000.565417653153
2097,643.02746919194
2098,5398.465433113538
2099,4487.264990311173
2100,1620.116829286964
2101,4039.007043240458
2102,6251.729958518456
2103,571.3828827313766
2104,4100.0432417051925
2105,7144.13529583638
2106,5675.603796454753
2107,1990.7743730315035
2108,4414.244039668334
2109,6130.297418596505
2110,1834.394447108063
2111,6710.167914975683
2112,6389.491621788783
2113,5427.428782647839
2114,1387.1880763261768
2115,3832.361646474261
2116,7424.458550296382
2117,2853.199731450367
2118,1187.3588747787476
2119,3399.0782180865835
2120,3928.0617750499855
2121,1258.8183313187706
2122,5752.4446295989055
2123,5851.54713328752
2124,5643.544645216216
2125,4967.099342301795
2126,1849.6454911825513
2127,6076.260161025568
2128,4652.086795954377
2129,949.3620090833606
2130,3484.9831240317108
2131,7125.4975531571845
2132,3708.5162647025336
2133,6958.321705109017
2134,8400.330982480304
2135,972.3677792661254
2136,5830.558140397591
2137,1850.3331883259773
2138,5954.300683560008
2139,1663.289747352362
2140,1129.2769299931645
2141,68.27247441427286
2142,4483.099071390977
2143,3386.4461032213235
2144,1105.4053852713814
2145,8107.94316775972
2146,2454.04377727092
2147,4527.202493967276
2148,399.5684925752916
2149,6770.791500632342
2150,399.5684925752916
2151,2788.054892655065
2152,1039.476396965232
2153,8593.113308149002
2154,3998.2691195657226
2155,8215.570087808717
2156,2265.2544568025382
2157,7489.986147744735
2158,1916.7245668810147
2159,476.7398721348347
2160,5897.42882172222
2161,2762.123182078653
2162,6967.947340374109
2163,4530.045921371964
2164,5218.778828429661
2165,6238.51798726069
2166,3817.6372281472118
2167,6231.682285853592
2168,6389.011133155116
2169,3594.3242610330426
2170,4005.506963207937
2171,3490.5268927345965
2172,2105.7076755933617
2173,2939.5925559597313
2174,499.346392362248
2175,6739.516136699563
2176,5829.119946298795
2177,145.06247315990558
2178,7337.4512171666165
2179,5253.044167270022
2180,1870.9563537587426
2181,5137.496780517935
2182,6477.898107053497
2183,4191.2473385498015
2184,4212.7782818480555
2185,3149.6286183100497
2186,6477.898107053497
2187,6369.720089779052
2188,3451.100861078924
2189,1465.8626944477621
2190,4752.365009168499
2191,3707.3562464865017
2192,3348.446327371595
2193,643.5107918730669
2194,1208.968567991877
2195,2354.1756693842794
2196,4627.919536533575
2197,5465.567856756307
2198,3386.4461032213235
2199,975.5261773286554
2200,3030.335789112453
2201,7291.094231902551
2202,5013.920319875779
2203,4627.919536533575
2204,7509.455119259946
2205,5775.167456978044
2206,2484.3021441546034
2207,8005.321712497929
2208,3586.2867025776773
2209,4814.347983822346
2210,7189.100450615129
2211,5748.099983223216
2212,3720.6900435846223
2213,7566.586966467257
2214,6215.822141989945
2215,2924.1163902653952
2216,2464.282379847481
2217,3686.1496535007927
2218,4280.024241784956
2219,2647.655710431223
2220,3037.2589570889636
2221,3970.356259178546
2222,8696.010600619142
2223,2875.6184249886096
2224,3581.8110169140987
2225,3507.2621163412964
2226,1116.754306088944
2227,1969.5631285902673
2228,1721.686858799035
2229,4570.296857598037
2230,3097.1158761110905
2231,5258.6621217029215
2232,1770.8548443276368
2233,1011.308162351558
2234,5843.4694812862035
2235,268.65583821581436
2236,2439.6143826391794
2237,3906.551667608391
2238,3899.557321070767
2239,3093.46481462961
2240,3736.0028888916877
2241,4122.7016596241
2242,4790.981386253823
2243,4284.269646189652
2244,6958.515519306217
2245,7217.392829226237
2246,4000.9985470542697
2247,3372.6801080925948
2248,3930.1166711840797
2249,1848.9608822109358
2250,3988.2828120822974
2251,4749.68717742796
2252,5848.722224154564
2253,5944.187358264867
2254,2240.600610055826
2255,258.9184281448104
2256,2781.6710516799108
2257,2400.9567401409504
2258,6381.809840091582
2259,2405.6081396759073
2260,5365.89223138019
2261,4274.322401636123
2262,6059.3207414099825
2263,5537.726954157592
2264,3042.275914265843
2265,4548.972120094937
2266,2415.412801575719
2267,3156.525980583426
2268,6911.500015619414
2269,1618.5760516021733
2270,4837.91571270301
2271,3627.748937637628
2272,4528.096348294314
2273,2363.0763021463767
2274,731.0061382417045
2275,4967.0206181774065
2276,2626.6364059170814
2277,4410.091680026901
2278,7702.071316618291
2279,2330.518777951861
2280,3469.9433163253834
2281,6551.389587197051
2282,860.8965201509914
2283,2002.3153728899122
2284,2558.0699604941274
2285,4071.3512402287765
2286,4250.3156277359485
2287,6091.69623323178
2288,3870.6991668082724
2289,2559.6222864799097
2290,4211.803736155982
2291,1628.9782066107648
2292,2386.0721541494813
2293,4858.300028694659
2294,5307.575286111934
2295,2561.0067635243536
2296,4696.376433725671
2297,7333.638233776676
2298,2381.8860077348763
2299,551.2052119767753
2300,1002.1057734939359
2301,2381.8860077348763
2302,2254.284374211339
2303,1265.8167662353205
2304,9057.845168707774
2305,6482.563512356537
2306,6482.563512356537
2307,10100.226599321535
2308,1338.935010191962
2309,2900.2608925829873
2310,2556.810474435398
2311,1646.2539414422702
2312,1891.4549075012615
2313,10083.993399233907
2314,4552.354537891509
2315,2613.388441454296
2316,5205.765463079393
2317,3287.8861133491882
2318,4584.535862955851
2319,7504.331231179688
2320,5801.78386175961
2321,433.0993451215662
2322,4334.216594227833
2323,3684.74460628298
2324,1597.511113492975
2325,8413.99687775749
2326,4552.354537891509
2327,9942.519512631165
2328,1795.4370550390377
2329,2717.5362403915374
2330,3139.752025177914
2331,7288.894388787246
2332,1684.2511553198717
2333,3628.9992006400007
2334,5392.863071939526
2335,845.4715879457915
2336,5513.989757663859
2337,4688.635401081285
2338,3139.752025177914
2339,4181.466493324448
2340,5103.851745361085
2341,4220.657429490292
2342,7175.485161176896
2343,3781.886331743689
2344,2549.308463652757
2345,2157.7441307894546
2346,6259.481630042619
2347,1403.8203585818815
2348,824.7144982659049
2349,3922.58949514821
2350,5824.7489009437495
2351,4212.68308662953
2352,3719.081363702093
2353,5961.29952351532
2354,2292.502870540992
2355,4322.270223903374
2356,5776.219483866637
2357,9345.0105564328
2358,847.3120957873617
2359,317.706379150503
2360,2064.1871479827964
2361,2252.3237040805507
2362,10114.748470742476
2363,6723.637499554106
2364,4336.617699052485
2365,1991.4122419646092
2366,2336.2238834206887
2367,3608.3193841497473
2368,3808.847814926873
2369,301.59533617379105
2370,2413.638423916365
2371,6183.96004030529
2372,7053.185561245924
2373,2064.0757083771864
2374,3719.081363702093
2375,6321.451934379597
2376,2263.6399956463615
2377,2706.398172495409
2378,1816.1658489642923
2379,3719.081363702093
2380,1089.1303179108936
2381,3719.081363702093
2382,3216.2442626767506
2383,1089.871805356435
2384,5103.171524484197
2385,5639.879492990694
2386,7307.444863214803
2387,7768.125475339099
2388,2929.618988398578
2389,2825.691107164533
2390,2746.643205449406
2391,583.6075592764183
2392,1343.3365223018427
2393,4071.2199505859144
2394,4430.100940523726
2395,4586.777107004253
2396,10118.688823203014
2397,4819.420568241847
2398,8421.850631713896
2399,5185.515377726031
2400,2286.2188598168736
2401,2966.849744553326
2402,3469.061114809332
2403,7941.507033691117
2404,5047.602263238282
2405,2384.039211494796
2406,5333.808602037568
2407,5960.71965227166
2408,5966.157612805625
2409,6715.903994088511
2410,2294.1570461142983
2411,2756.1819727015104
2412,5590.659467606843
2413,1950.2443594147726
2414,4480.865327796925
2415,4288.263686582594
2416,5045.566708845445
2417,4368.568517789045
2418,6488.293270143805
2419,7634.4977886076695
2420,6534.2064031755945
2421,1970.4322813396016
2422,7427.646675536549
2423,3504.853091976365
2424,2010.4427792359443
2425,5223.288023142641
2426,3255.926114775873
2427,3579.560905336891
2428,2858.419134024157
2429,7033.461464368371
2430,3304.4232894038414
2431,148.33348581701162
2432,10697.838811752295
2433,3130.952667776149
2434,7220.487760408786
2435,2074.637364837117
2436,4953.490888893865
2437,7071.077935190952
2438,7499.92661048189
2439,1706.9268007653568
2440,7284.944666968402
2441,6283.650603768267
2442,1260.768955293012
2443,3039.4953067127303
2444,2038.4222489455783
2445,7823.66629309718
2446,6875.13863186184
2447,3254.9131871259888
2448,5828.998565855202
2449,8221.664594162396
2450,5872.890967305301
2451,6722.55055985252
2452,1855.1162368525497
2453,7897.266217287438
2454,4268.414588048504
2455,4991.046826532991
2456,5967.327595939301
2457,4401.278933318691
2458,3383.7938005051774
2459,2406.672716310389
2460,1040.017242109668
2461,2586.418407200202
2462,6091.235881177758
2463,653.09949904401
2464,1004.2762502005899
2465,1647.9390577743245
2466,7748.744324628931
2467,7040.728238323795
2468,6054.399963831033
2469,4078.187772978493
2470,7838.452495359086
2471,4491.131785821281
2472,4391.463262891573
2473,6056.076793028609
2474,5677.5505847908125
2475,7484.676902163002
2476,3599.2770993949507
2477,3710.668298210844
2478,4147.722413129142
2479,4166.326858981896
2480,2522.43349243885
2481,4561.566501952544
2482,3267.3265670655414
2483,3894.796105928684
2484,4175.993317294567
2485,5434.868278937813
2486,8070.567014183919
2487,4351.356747483167
2488,6339.1999436997785
2489,5113.288229402598
2490,2155.727313911095
2491,4957.338922038263
2492,6814.564713617775
2493,3204.3942298133757
2494,2462.368236335071
2495,8174.538771117936
2496,1985.4735439164372
2497,4588.228206068397
2498,4991.046826532991
2499,2036.8709491185696
2500,955.093151569874
2501,8030.552703569227
2502,3183.386559382725
2503,1077.5103261095544
2504,1173.5994561084062
2505,1114.4619084087115
2506,2509.900729702501
2507,4909.436246115547
2508,1721.4307400386547
2509,6624.46245211132
2510,3669.1643237345797
2511,5871.853378904728
2512,3725.4726022560553
2513,5570.342396046712
2514,7056.146416681134
2515,8102.34812546092
2516,3725.4726022560553
2517,5621.729057970223
2518,7480.789583122066
2519,307.5136165304998
2520,8137.85278457815
2521,3041.724299134002
2522,1163.4639176229384
2523,5084.666539020902
2524,4163.919074745935
2525,1994.986342251002
2526,5179.695405620639
2527,499.346392362248
2528,2066.692243546523
2529,5068.543601736816
2530,6727.497368430012
2531,7765.682671784052
2532,5410.479070965143
2533,4238.199031396789
2534,9675.06475214634
2535,2338.749097731948
2536,5807.269155453254
2537,6919.585352375931
2538,7873.393027919341
2539,1772.2295553308486
2540,6126.274883849069
2541,2671.775018236668
2542,788.7438575271027
2543,1603.2285464567676
2544,2428.750952789686
2545,977.6936934700742
2546,2459.1843510279564
2547,8853.443770746893
2548,5713.066335498192
2549,1493.3847368844602
2550,3104.7754690375004
2551,8580.245838298204
2552,2657.082530753063
2553,7544.008937693653
2554,7402.197052037589
2555,7384.424501036727
2556,5044.1712334840095
2557,209.3542694013893
2558,4599.744193169558
2559,2160.025919391487
